,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Predictive model of overburden deformation: based on machine learning and distributed optical fiber sensing technology,38,5,2207-2227,"Liu Wenyuan,Piao Chunde,Zhou Yazhou,Zhao Chaoqi","Liu WY,Piao CD,Zhou YZ,Zhao CQ",Piao CD,10.1108/EC-05-2020-0281,China University of Mining & Technology,"Purpose The purpose of this paper is to establish a strain prediction model of mining overburden deformation, to predict the strain in the subsequent mining stage. In this way, the mining area can be divided into zones with different degrees of risk, and the prevention measures can be taken for the areas predicted to have large deformation. Design/methodology/approach A similar-material model was built by geological and mining conditions of Zhangzhuang Coal Mine. The evolution characteristics of overburden strain were studied by using the distributed optical fiber sensing (DOFS) technology and the predictive model about overburden deformation was established by applying machine learning. The modeling method of the predictive model based on the similar-material model test was summarized. Finally, this method was applied to engineering. Findings The strain value predicted by the proposed model was compared with the actual measured value and the accuracy is as high as 97%, which proves that it is feasible to combine DOFS technology with machine learning and introduce it into overburden deformation prediction. When this method was applied to engineering, it also showed good performance. Originality/value This paper helps to promote the application of machine learning in the geosciences and mining engineering. It provides a new way to solve similar problems.","Machine learning,Coal seam mining,Distributed optical fiber sensing,Overburden under mining,Strain prediction",Article,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Computer Science,Engineering,Mathematics,Mechanics",,1.442,"SUPPORT,VECTOR,MACHINE,LANDSLIDES,SUSCEPTIBILITY,REGRESSION",ENGINEERING COMPUTATIONS,,
2,Multi-input 2-dimensional deep belief network: diabetic retinopathy grading as case study,80,4,6171-6186,"Tehrani Amirali Amini,Nickfarjam Ali Mohammad,Ebrahimpour-komleh Hossein,Aghadoost Dawood","Tehrani AA,Nickfarjam AM,Ebrahimpour-komleh H,Aghadoost D",Ebrahimpour-komleh H,10.1007/s11042-020-10025-1,University Kashan,"The most important action in treating diabetic retinopathy is early diagnosis and its progression degree. This paper presents a two-dimensional Deep Belief Network based on Mixed-restricted Boltzmann Machine capable of receiving multiple two-dimensional inputs. Using multiple inputs provides more appropriate prior information for learning. In this proposed method, the image is transferred to the HSV color space and then the 3D color image is converted to a 2D matrix using a weighted mean. This weighted mean is calculated based on the entropy criterion. The resulting two-dimensional matrix is not in pixel and is merely a raw description of the image. The local, regional and global descriptions are extracted from this matrix and provided for the network. The proposed deep network automatically extracts the appropriate features to determine the progression degree of diabetic retinopathy by the network. Window by window image processing can overcome one of the basic problems of image classification, i.e. the small number of labeled data. Experiments showed that the proposed method is superior when compared to other methods.","Diabetic retinopathy,Mixed-restricted Boltzmann machine,Retinal image,Deep networks,Multi-input 2-dimensional deep belief network",Article,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Computer Science,Engineering",,2.517,,MULTIMEDIA TOOLS AND APPLICATIONS,,
3,Accelerated discovery of high-strength aluminum alloys by machine learning,1,1,,"Li Jiaheng,Zhang Yingbo,Cao Xinyu,Zeng Qi,Zhuang Ye,Qian Xiaoying,Chen Hui","Li JH,Zhang YB,Cao XY,Zeng Q,Zhuang Y,Qian XY,Chen H",Zhang YB,10.1038/s43246-020-00074-2,Southwest Jiaotong University,"Aluminum alloys are attractive for a number of applications due to their high specific strength, and developing new compositions is a major goal in the structural materials community. Here, we investigate the Al-Zn-Mg-Cu alloy system (7xxx series) by machine learning-based composition and process optimization. The discovered optimized alloy is compositionally lean with a high ultimate tensile strength of 952MPa and 6.3% elongation following a cost-effective processing route. We find that the Al8Cu4Y phase in wrought 7xxx-T6 alloys exists in the form of a nanoscale network structure along sub-grain boundaries besides the common irregular-shaped particles. Our study demonstrates the feasibility of using machine learning to search for 7xxx alloys with good mechanical performance.","MECHANICAL-PROPERTIES,KRIGING MODELS,ZN CONTENT,AL-ALLOYS,CU,MG,ZR,MICROSTRUCTURE,RECRYSTALLIZATION,DESIGN",Article,"SPRINGERNATURE, CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND",Materials Science,,,"MECHANICAL-PROPERTIES,KRIGING,MODELS,ZN,CONTENT,AL-ALLOYS,CU,MG,ZR,MICROSTRUCTURE,RECRYSTALLIZATION,DESIGN",COMMUNICATIONS MATERIALS,https://www.nature.com/articles/s43246-020-00074-2.pdf,
4,Forward and inverse design of kirigami via supervised autoencoder,2,4,,"Hanakata Paul Z.,Cubuk Ekin D.,Campbell David K.,Park Harold S.","Hanakata PZ,Cubuk ED,Campbell DK,Park HS",Hanakata PZ,10.1103/PhysRevResearch.2.042006,Harvard University,"Machine learning (ML) methods have recently been used as forward solvers to predict the mechanical properties of composite materials. Here, we use a supervised autoencoder (SAE) to perform the inverse design of graphene kirigami, where predicting the ultimate stress or strain under tensile loading is known to be difficult due to nonlinear effects arising from the out-of-plane buckling. Unlike the standard autoencoder, our SAE is able not only to reconstruct cut configurations but also to predict the mechanical properties of graphene kirigami and classify the kirigami with either parallel or orthogonal cuts. By interpolating in the latent space of kirigami structures, the SAE is able to generate designs that mix parallel and orthogonal cuts, despite being trained independently on parallel or orthogonal cuts. Our method allows us to both identify alternate designs and predict, with reasonable accuracy, their mechanical properties, which is crucial for expanding the search space for materials design.",,Article,"AMER PHYSICAL SOC, ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA",Physics,,,,PHYSICAL REVIEW RESEARCH,http://link.aps.org/pdf/10.1103/PhysRevResearch.2.042006,
5,A deep neural network interatomic potential for studying thermal conductivity of beta-Ga2O3,117,15,,"Li Ruiyang,Liu Zeyu,Rohskopf Andrew,Gordiz Kiarash,Henry Asegun,Lee Eungkyu,Luo Tengfei","Li RY,Liu ZY,Rohskopf A,Gordiz K,Henry A,Lee E,Luo TF",Lee E; Luo TF,10.1063/5.0025051,University of Notre Dame,"beta-Ga2O3 is a wide-bandgap semiconductor of significant technological importance for electronics, but its low thermal conductivity is an impeding factor for its applications. In this work, an interatomic potential is developed for beta-Ga2O3 based on a deep neural network model to predict the thermal conductivity and phonon transport properties. Our potential is trained by the ab initio energy surface and atomic forces, which reproduces phonon dispersion in good agreement with first-principles calculations. We are able to use molecular dynamics (MD) simulations to predict the anisotropic thermal conductivity of beta-Ga2O3 with this potential, and the calculated thermal conductivity values agree well with experimental results from 200 to 500K. Green-Kubo modal analysis is performed to quantify the contributions of different phonon modes to the thermal transport, showing that optical phonon modes play a critical role in the thermal transport. This work provides a high-fidelity machine learning-based potential for MD simulation of beta-Ga2O3 and serves as a good example of exploring thermal transport physics of complex semiconductor materials.","MOLECULAR-DYNAMICS,SIMULATION,OXIDE",Article,"AMER INST PHYSICS, 1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA",Physics,,3.596,"MOLECULAR-DYNAMICS,SIMULATION,OXIDE",APPLIED PHYSICS LETTERS,https://aip.scitation.org/doi/10.1063/5.0025051,
6,EEG-based emotion recognition using an end-to-end regional-asymmetric convolutional neural network,205,,,"Cui Heng,Liu Aiping,Zhang Xu,Chen Xiang,Wang Kongqiao,Chen Xun","Cui H,Liu AP,Zhang X,Chen X,Wang KQ,Chen X",Liu AP,10.1016/j.knosys.2020.106243,Chinese Academy of Sciences,"Emotion recognition based on electroencephalography (EEG) is of great important in the field of Human-Computer Interaction (HCI), which has received extensive attention in recent years. Most traditional methods focus on extracting features in time domain and frequency domain. The spatial information from adjacent channels and symmetric channels is often ignored. To better learn spatial representation, in this paper, we propose an end-to-end Regional-Asymmetric Convolutional Neural Network (RACNN) for emotion recognition, which consists of temporal, regional and asymmetric feature extractors. Specifically, continuous ID convolution layers are employed in temporal feature extractor to learn time-frequency representations. Then, regional feature extractor consists of two 2D convolution layers to capture regional information among physically adjacent channels. Meanwhile, we propose an Asymmetric Differential Layer (ADL) in asymmetric feature extractor by taking the asymmetry property of emotion responses into account, which can capture the discriminative information between left and right hemispheres of the brain. To evaluate our model, we conduct extensive experiments on two publicly available datasets, i.e., DEAP and DREAMER. The proposed model can obtain recognition accuracies over 95% for valence and arousal classification tasks on both datasets, significantly outperforming the state-of-the-art methods. (C) 2020 Elsevier B.V. All rights reserved.","Emotion recognition,End-to-end,Regional,Asymmetric",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",Computer Science,,7.842,DEPRESSION,KNOWLEDGE-BASED SYSTEMS,,
7,Helicoidal dynamics of biaxial curved rods in twist-bend nematic phases unveiled by unsupervised machine learning techniques,102,4,,"Chiappini Massimiliano,Patti Alessandro,Dijkstra Marjolein","Chiappini M,Patti A,Dijkstra M",Chiappini M,10.1103/PhysRevE.102.040601,Utrecht University,"nematic director field (n) over cap (r) of a chiral twist-bend nematic (N-TB) phase of achiral banana-shaped particles, recently discovered experimentally, displays a heliconical twist of given handedness and periodicity. Using simulations, we investigate the long-time macroscopic diffusion in N-TB phases, and find that the predilection of curved rods to diffuse in the direction of the twisting (n) over cap (r) yields a fascinating chiral dynamics along helices, even though achiral curved rods display Brownian motion with a nontrivial rototranslational coupling. We devise a machine learning protocol to characterize the helicoidal particle trajectories, finding that their pitch and radius are determined by the pitch and conical angle of the N-TB phase thereby connecting its structural and dynamical properties.","DISCOTIC LIQUID-CRYSTALS,SELF-DIFFUSION,N-TB,MOLECULES,PARTICLES,DIMERS,ORDER",Article,"AMER PHYSICAL SOC, ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA",Physics,,2.414,"DISCOTIC,LIQUID-CRYSTALS,SELF-DIFFUSION,N-TB,MOLECULES,PARTICLES,DIMERS,ORDER",PHYSICAL REVIEW E,https://www.research.manchester.ac.uk/portal/files/177697654/twistbenddynamics.pdf,
8,Correlation-based carbon determination in steel without explicitly involving carbon-related emission lines in a LIBS spectrum,28,21,32019-32032,"Zhang Yuqing,Sun Chen,Yue Zengqi,Shabbir Sahar,Xu Weijie,Wu Mengting,Zou Long,Tan Yongqi,Chen Fengye,Yu Jin","Zhang YQ,Sun C,Yue ZQ,Shabbir S,Xu WJ,Wu MT,Zou L,Tan YQ,Chen FY,Yu J",Sun C; Yu J,10.1364/OE.404722,Shanghai Jiao Tong University,"As any spectrochemical analysis method, laser-induced breakdown spectroscopy (LIBS) usually relates characteristic spectral lines of the elements or molecules to be analyzed to their concentrations in a material. It is however not always possible for a given application scenario, to rely on such lines because of various practical limitations as well as physical perturbations in the spectrum excitation and recording process. This is actually the case for determination of carbon in steel with LIBS operated in the ambient gas, where the intense C I 193.090 nm VUV line is absorbed, while the C I 247.856 nm near UV one heavily interferes with iron lines. This work uses machine learning, especially a combination of least absolute shrinkage and selection operator (LASSO) for spectral feature selection and back-propagation neural networks (BPNN) for regression, to correlate a LIBS spectrum to the carbon concentration for its precise determination without explicitly including carbon-related emission lines in the selected spectral features. (C) 2020 Optical Society of America under the terms of the OSA Open Access Publishing Agreement","INDUCED BREAKDOWN SPECTROSCOPY,LASER,SPECTROMETRY",Article,"OPTICAL SOC AMER, 2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA",Optics,,3.701,"INDUCED,BREAKDOWN,SPECTROSCOPY,LASER,SPECTROMETRY",OPTICS EXPRESS,https://doi.org/10.1364/oe.404722,
9,,,,,,,,,,,,,,,,,,,,
10,Artificial Intelligence in Materials Modeling and Design,28,5,3399-3413,"Huang J. S.,Liew J. X.,Ademiloye A. S.,Liew K. M.","Huang JS,Liew JX,Ademiloye AS,Liew KM",Liew KM,10.1007/s11831-020-09506-1,City University of Hong Kong,"In recent decades, the use of artificial intelligence (AI) techniques in the field of materials modeling has received significant attention owing to their excellent ability to analyze a vast amount of data and reveal correlations between several complex interrelated phenomena. In this review paper, we summarize recent advances in the applications of AI techniques for numerical modeling of different types of materials. AI techniques such as machine learning and deep learning show great advantages and potential for predicting important mechanical properties of materials and reveal how changes in certain principal parameters affect the overall behavior of engineering materials. Furthermore, in this review, we show that the application of AI techniques can significantly help to improve the design and optimize the properties of future advanced engineering materials. Finally, a perspective on the challenges and prospects of the applications of AI techniques for material modeling is presented.","PREDICTING MECHANICAL-PROPERTIES,RESPONSE-SURFACE METHODOLOGY,NETWORK-BASED PREDICTION,METAL-MATRIX COMPOSITES,NEURAL-NETWORK,TRIBOLOGICAL BEHAVIOR,COMPRESSIVE STRENGTH,BIG DATA,SHEAR-STRENGTH,SIMULATION",Review,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Computer Science,Engineering,Mathematics",,8.169,"PREDICTING,MECHANICAL-PROPERTIES,RESPONSE-SURFACE,METHODOLOGY,NETWORK-BASED,PREDICTION,METAL-MATRIX,COMPOSITES,NEURAL-NETWORK,TRIBOLOGICAL,BEHAVIOR,COMPRESSIVE,STRENGTH,BIG,DATA,SHEAR-STRENGTH,SIMULATION",ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,,
