,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Fast body part segmentation and tracking of neonatal video data using deep learning,58,12,3049-3061,"Antink Christoph Hoog,Ferreira Joana Carlos Mesquita,Paul Michael,Lyra Simon,Heimann Konrad,Karthik Srinivasa,Joseph Jayaraj,Jayaraman Kumutha,Orlikowsky Thorsten,Sivaprakasam Mohanasankar","Antink CH,Ferreira JCM,Paul M,Lyra S,Heimann K,Karthik S,Joseph J,Jayaraman K,Orlikowsky T,Sivaprakasam M",Antink CH,10.1007/s11517-020-02251-4,Helmholtz Association,"Photoplethysmography imaging (PPGI) for non-contact monitoring of preterm infants in the neonatal intensive care unit (NICU) is a promising technology, as it could reduce medical adhesive-related skin injuries and associated complications. For practical implementations of PPGI, a region of interest has to be detected automatically in real time. As the neonates' body proportions differ significantly from adults, existing approaches may not be used in a straightforward way, and color-based skin detection requires RGB data, thus prohibiting the use of less-intrusive near-infrared (NIR) acquisition. In this paper, we present a deep learning-based method for segmentation of neonatal video data. We augmented an existing encoder-decoder semantic segmentation method with a modified version of the ResNet-50 encoder. This reduced the computational time by a factor of 7.5, so that 30 frames per second can be processed at 960 x 576 pixels. The method was developed and optimized on publicly available databases with segmentation data from adults. For evaluation, a comprehensive dataset consisting of RGB and NIR video recordings from 29 neonates with various skin tones recorded in two NICUs in Germany and India was used. From all recordings, 643 frames were manually segmented. After pre-training the model on the public adult data, parts of the neonatal data were used for additional learning and left-out neonates are used for cross-validated evaluation. On the RGB data, the head is segmented well (82% intersection over union, 88% accuracy), and performance is comparable with those achieved on large, public, non-neonatal datasets. On the other hand, performance on the NIR data was inferior. By employing data augmentation to generate additional virtual NIR data for training, results could be improved and the head could be segmented with 62% intersection over union and 65% accuracy. The method is in theory capable of performing segmentation in real time and thus it may provide a useful tool for future PPGI applications.","Image processing,Deep learning,Semantic segmentation,Camera-based monitoring,Nicu",Article,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Computer Science,Engineering,Mathematical & Computational Biology,Medical Informatics",,2.61,"PHOTOPLETHYSMOGRAPHY,RATES",MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7679364,
2,Architectured Lattice Materials with Tunable Anisotropy: Design and Analysis of the Material Property Space with the Aid of Machine Learning,22,12,,"Kulagin Roman,Beygelzimer Yan,Estrin Yuri,Schumilin Artem,Gumbsch Peter","Kulagin R,Beygelzimer Y,Estrin Y,Schumilin A,Gumbsch P",Kulagin R,10.1002/adem.202001069,Helmholtz Association,"Architectured beam lattice materials whose anisotropy can be tuned by varying the composition of their elementary cell are investigated. As an exemplary prototype of such material architecture, a regular triangular lattice with an elementary cell composed of 12 beams is considered. One out of three possible values of the elastic modulus is assigned to each beam. The structure is fully defined by a vector in the 12D composition-structure space whose components are given by the elastic modulus values of the beams comprising the elementary cell. The elastic properties of this 2D material are represented by the compliance elasticity tensor with six independent compliance coefficients. Aiming at a specific set of properties thus involves finding the point in the 12D composition-structure space that corresponds to a given point in the 6D property space. This is a problem of large dimensionality. To solve it, the neural network approach is used. This enables creation of architectured materials with tunable elastic anisotropy. A chiral element combining large twist with additional anisotropy requirements is presented as an example of successful machine-learning-based optimization of beam lattices proposed.","architectured materials,elastic anisotropies,lattice materials,machine learning",Article,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY",Materials Science,,3.746,,ADVANCED ENGINEERING MATERIALS,https://publikationen.bibliothek.kit.edu/1000125818/124490043,
3,,,,,,,,,,,,,,,,,,,,
4,Crowd-Sourced Data and Analysis Tools for Advancing the Chemical Vapor Deposition of Graphene: Implications for Manufacturing,3,10,10144-10155,"Schiller Joshua A.,Toro Ricardo,Shah Aagam,Surana Mitisha,Zhang Kaihao,Robertson Matthew,Miller Kristina,Cruse Kevin,Liu Kevin,Seong Bomsaerah","Schiller JA,Toro R,Shah A,Surana M,Zhang KH,Robertson M,Miller K,Cruse K,Liu K,Seong B",Ertekin E; Tawfick S,10.1021/acsanm.0c02018,University of Illinois System,"Industrial production of graphene by chemical vapor deposition (CVD) requires more than the ability to synthesize large domain, high-quality graphene in a lab reactor. The integration of graphene in the fabrication process of electronic devices requires the cost-effective and environmentally friendly production of graphene on dielectric substrates, but current approaches can only produce graphene on metal catalysts. Sustainable manufacturing of graphene should also conserve the catalyst and reaction gases, but today the metal catalysts are typically dissolved after synthesis. Progress toward these objectives is hindered by the hundreds of coupled synthesis parameters that can strongly affect CVD of low-dimensional materials and poor communication in the published literature of the rich experimental data that exists in individual laboratories. We report here on a platform, ""graphene recipes for synthesis of high quality material"" (Gr-ResQ: pronounced graphene rescue), which includes powerful new tools for data-driven graphene synthesis. At the core of Gr-ResQ is a crowd-sourced database of CVD synthesis recipes and associated experimental results. The database captures similar to 300 parameters ranging from synthesis conditions such as a catalyst material and preparation steps, to ambient lab temperature and reactor details, as well as resulting Raman spectra and microscopy images. These parameters are carefully selected to unlock the potential of machine-learning models to advance synthesis. A suite of associated tools enable fast, automated, and standardized processing of Raman spectra and scanning electron microscopy images. To facilitate community-based efforts, Gr-ResQ provides tools for cyber-physical collaborations among research groups, allowing experiments to be designed, executed, and analyzed by different teams. Gr-ResQ also allows publication and discovery of recipes via the Materials Data Facility, which assigns each recipe a unique identifier when published and collects parameters in a search index. We envision that this holistic approach to data-driven synthesis can accelerate CVD recipe discovery and production control and open opportunities for advancing not only graphene but also many other 1D and 2D materials.","graphene,robotic synthesis,materials data,recipes,machine learning,Raman spectroscopy,nanomanufacturing",Article,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Science & Technology - Other Topics,Materials Science",,5.1,"SINGLE-CRYSTAL,GRAPHENE,LARGE-AREA,SYNTHESIS,HIGH-QUALITY,GROWTH,FILMS,OXYGEN,NETWORKS,SUPERCAPACITOR,SUBSTRATE,OXIDE",ACS APPLIED NANO MATERIALS,http://engrxiv.org/7mwgd/download,
5,,,,,,,,,,,,,,,,,,,,
6,An automatic framework for endoscopic image restoration and enhancement,51,4,1959-1971,"Asif Muhammad,Chen Lei,Song Hong,Yang Jian,Frangi Alejandro F.","Asif M,Chen L,Song H,Yang J,Frangi AF",Song H,10.1007/s10489-020-01923-w,Beijing Institute of Technology,"Despite its success in the field of minimally invasive surgery, endoscopy image analysis remains challenging due to limited image settings and control conditions. The low resolution and existence of large number of reflections in endoscopy images are the major problems in the automatic detection of objects. To address these issues, we presented a novel framework based on the convolutional neural networks. The proposed approach consists of three major parts. First, a deep learning (DL)-based image evaluation method is used to classify the input images into two groups, namely, specular highlights and weakly illuminated groups. Second, the specular highlight is detected using the DL-based method, and the reflected areas are recovered through a patch-based restoration operation. Lastly, gamma correction with optimized reflectance and illumination estimation is adopted to enhance the weakly illuminated images. The proposed method is compared against the existing ones, and the experimental results demonstrate that the former outperforms the latter in terms of subjective and objective assessments. This finding indicates that the proposed approach can serve as a potential tool for improving the quality of the endoscopy images used to examine internal body organs.","Endoscopy,Image restoration,Image enhancement,Specular highlights,Weak illuminance",Article,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",Computer Science,,4.602,SPACE,APPLIED INTELLIGENCE,,
7,The Role of Machine Learning Algorithms in Materials Science: A State of Art Review on Industry 4.0,28,5,3361-3381,Choudhury Amitava,Choudhury A,Choudhury A,10.1007/s11831-020-09503-4,Indian Institute of Engineering Science Technology Shibpur (IIEST),"The 21st century has witnessed a rapid convergence of manufacturing technology, computer science and information technology. This has led to a paradigm of 4.0. The hitherto known developments in metallurgical and materials practices are largely driven by application of fundamental knowledge through experiments and experiences. However, the mounting demands of high performance products and environmental security calls for the 'right first time' manufacturing in contrast to the traditional trial and error approach. In this context, a priori capability, for prediction and optimization of materials, process and product variables, is becoming the enabling factor. In recent time, research in material science is increasingly embarrassing the computational techniques in development of exotic materials with greater reliability and precision. The present study is aimed at exploring the computer vision and machine learning techniques in different application areas in materials science.","HIGH-ENTROPY ALLOYS,SOLID-SOLUTION PHASE,CRYSTALLIZATION BEHAVIOR,MECHANICAL-PROPERTIES,EDGE-DETECTION,MICROSTRUCTURE,SEGMENTATION,PREDICTION,STEEL,CO",Review,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Computer Science,Engineering,Mathematics",,8.169,"HIGH-ENTROPY,ALLOYS,SOLID-SOLUTION,PHASE,CRYSTALLIZATION,BEHAVIOR,MECHANICAL-PROPERTIES,EDGE-DETECTION,MICROSTRUCTURE,SEGMENTATION,PREDICTION,STEEL,CO",ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,,
8,Exchange Spin Coupling from Gaussian Process Regression,124,42,8708-8723,"Bahlke Marc Philipp,Mogos Natnael,Proppe Jonny,Herrmann Carmen","Bahlke MP,Mogos N,Proppe J,Herrmann C",Bahlke MP; Herrmann C,10.1021/acs.jpca.0c05983,University of Hamburg,"Heisenberg exchange spin coupling between metal centers is essential for describing and understanding the electronic structure of many molecular catalysts, metalloenzymes, and molecular magnets for potential application in information technology. We explore the machine-learnability of exchange spin coupling beyond linear regression, which has not been studied yet. We employ Gaussian process regression, since it can potentially deal with small training sets (as likely associated with the rather complex molecular structures required for exploring spin coupling) and since it provides uncertainty estimates (""error bars"") along with predicted values. We compare a range of descriptors and kernels for 257 small dicopper complexes and find that a simple descriptor based on chemical intuition, consisting only of copper-bridge angles and copper-copper distances, clearly outperforms several more sophisticated descriptors when it comes to extrapolating toward larger experimentally relevant complexes. Exchange spin coupling is similarly easy to learn as the polarizability, while learning dipole moments is much harder. The strength of the sophisticated descriptors lies in their ability to linearize structure-property relationships, to the point that a simple linear ridge regression performs just as well as the kernel-based machine-learning model for our small dicopper data set. The superior extrapolation performance of the simple descriptor is unique to exchange spin coupling, reinforcing the crucial role of choosing a suitable descriptor and highlighting the interesting question of the role of chemical intuition vs systematic or automated selection of features for machine learning in chemistry and material science.","TRANSITION-METAL-COMPLEXES,ZETA VALENCE QUALITY,CORRELATION-ENERGY,BASIS-SETS,MACHINE,DISCOVERY,DESIGN,ANTIFERROMAGNETISM,COMMUNICATION,STRATEGIES",Article,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Chemistry,Physics",,2.725,"TRANSITION-METAL-COMPLEXES,ZETA,VALENCE,QUALITY,CORRELATION-ENERGY,BASIS-SETS,MACHINE,DISCOVERY,DESIGN,ANTIFERROMAGNETISM,COMMUNICATION,STRATEGIES",JOURNAL OF PHYSICAL CHEMISTRY A,,
9,Diagnosing colorectal abnormalities using scattering coefficient maps acquired from optical coherence tomography,14,1,,"Zeng Yifeng,Chapman William C. Jr.,Lin Yixiao,Li Shuying,Mutch Matthew,Zhu Quing","Zeng YF,Chapman WC,Lin YX,Li SY,Mutch M,Zhu Q",Zhu Q,10.1002/jbio.202000276,Washington University (WUSTL),"Optical coherence tomography (OCT) has shown potential in differentiating normal colonic mucosa from neoplasia. In this study of 33 fresh human colon specimens, we report the first use of texture features and computer vision-based imaging features acquired from en face scattering coefficient maps to characterize colorectal tissue. En face scattering coefficient maps were generated automatically using a new fast integral imaging algorithm. From these maps, a gray-level cooccurrence matrix algorithm was used to extract texture features, and a scale-invariant feature transform algorithm was used to derive novel computer vision-based features. In total, 25 features were obtained, and the importance of each feature in diagnosis was evaluated using a random forest model. Two classifiers were assessed on two different classification tasks. A support vector machine model was found to be optimal for distinguishing normal from abnormal tissue, with 94.7% sensitivity and 94.0% specificity, while a random forest model performed optimally in further differentiating abnormal tissues (i.e., cancerous tissue and adenomatous polyp) with 86.9% sensitivity and 85.0% specificity. These results demonstrated the potential of using OCT to aid the diagnosis of human colorectal disease.","colorectal cancer,feature engineering,machine learning,optical coherence tomography,scattering coefficient map",Article,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Biochemistry & Molecular Biology,Biophysics,Optics",,3.403,CANCER,JOURNAL OF BIOPHOTONICS,,
10,Structure and Dynamics of Supercooled Liquid Ge2Sb2Te5 from Machine-Learning-Driven Simulations,15,3,,"Zhou Yu-Xing,Zhang Han-Yi,Deringer Volker L.,Zhang Wei","Zhou YX,Zhang HY,Deringer VL,Zhang W",Zhang W,10.1002/pssr.202000403,Xi'an Jiaotong University,"Studies of supercooled liquid phase-change materials are important for the development of phase-change memory and neuromorphic computing devices. Herein, a machine-learning (ML)-based interatomic potential for Ge2Sb2Te5 (GST) to conduct large-scale molecular dynamics simulations of liquid and supercooled liquid GST is used. A pronounced effect of the thermostat parameters on the simulation results is demonstrated, and it is shown how using a Langevin thermostat with optimized damping values can lead to excellent agreement with reference ab initio molecular dynamics (AIMD) simulations. Structural and dynamical analyses are presented, including the studies of radial and angular distributions, homopolar bonds, and the temperature-dependent diffusivity. Herein, the usefulness of ML-driven molecular dynamics for further studies of supercooled liquid GST, with length and timescales far exceeding those that are accessible to AIMD is demonstrated.","dynamical properties,Gaussian approximation potential,machine learning,molecular dynamics simulations,phase&#8208,change materials",Article,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Materials Science,Physics",,3.017,"PHASE-CHANGE,MATERIALS,SB-TE,MOLECULAR-DYNAMICS,FAST,CRYSTALLIZATION,MEMORY,SC,TRANSITIONS,STATE,GETE",PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS,https://ora.ox.ac.uk/objects/uuid:e02516cd-8375-40fd-b5dd-d7b4882178bb/download_file?safe_filename=Zhou_et_al_2020._structure_and_dynamics.pdf&type_of_work=Journal+article,
