,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Hyperspectral Imaging for the Detection of Glioblastoma Tumor Cells in H&E Slides Using Convolutional Neural Networks,20,7,,"Ortega Samuel,Halicek Martin,Fabelo Himar,Camacho Rafael,de la Luz Plaza Maria,Godtliebsen Fred,Callico Gustavo M.,Fei Baowei","Ortega S,Halicek M,Fabelo H,Camacho R,Plaza MDL,Godtliebsen F,Callico GM,Fei BW",Ortega S; Fei BW,10.3390/s20071911,University of Texas System,"Hyperspectral imaging (HSI) technology has demonstrated potential to provide useful information about the chemical composition of tissue and its morphological features in a single image modality. Deep learning (DL) techniques have demonstrated the ability of automatic feature extraction from data for a successful classification. In this study, we exploit HSI and DL for the automatic differentiation of glioblastoma (GB) and non-tumor tissue on hematoxylin and eosin (H&E) stained histological slides of human brain tissue. GB detection is a challenging application, showing high heterogeneity in the cellular morphology across different patients. We employed an HSI microscope, with a spectral range from 400 to 1000 nm, to collect 517 HS cubes from 13 GB patients using 20x magnification. Using a convolutional neural network (CNN), we were able to automatically detect GB within the pathological slides, achieving average sensitivity and specificity values of 88% and 77%, respectively, representing an improvement of 7% and 8% respectively, as compared to the results obtained using RGB (red, green, and blue) images. This study demonstrates that the combination of hyperspectral microscopic imaging and deep learning is a promising tool for future computational pathologies.","hyperspectral imaging,medical optics and biotechnology,optical pathology,convolutional neural networks,tissue diagnostics,tissue characterization,glioblastoma",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,NUCLEI,SENSORS,https://accedacris.ulpgc.es/jspui/bitstream/10553/73844/2/hyperspectral_imaging_detection.pdf,
2,EEG Based Classification of Long-Term Stress Using Psychological Labeling,20,7,,"Saeed Sanay Muhammad Umar,Anwar Syed Muhammad,Khalid Humaira,Majid Muhammad,Bagci Ulas","Saeed SMU,Anwar SM,Khalid H,Majid M,Bagci U",Anwar SM,10.3390/s20071886,University of Engineering & Technology Taxila,"Stress research is a rapidly emerging area in the field of electroencephalography (EEG) signal processing. The use of EEG as an objective measure for cost effective and personalized stress management becomes important in situations like the nonavailability of mental health facilities. In this study, long-term stress was classified with machine learning algorithms using resting state EEG signal recordings. The labeling for the stress and control groups was performed using two currently accepted clinical practices: (i) the perceived stress scale score and (ii) expert evaluation. The frequency domain features were extracted from five-channel EEG recordings in addition to the frontal and temporal alpha and beta asymmetries. The alpha asymmetry was computed from four channels and used as a feature. Feature selection was also performed to identify statistically significant features for both stress and control groups (via t-test). We found that support vector machine was best suited to classify long-term human stress when used with alpha asymmetry as a feature. It was observed that the expert evaluation-based labeling method had improved the classification accuracy by up to 85.20%. Based on these results, it is concluded that alpha asymmetry may be used as a potential bio-marker for stress classification, when labels are assigned using expert evaluation.","long-term stress,electroencephalography,machine learning,perceived stress scale,expert evaluation",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,"MENTAL,STRESS,ASYMMETRY",SENSORS,https://www.mdpi.com/1424-8220/20/7/1886/pdf,
3,Deep Learning Approaches for Detecting Freezing of Gait in Parkinson's Disease Patients through On-Body Acceleration Sensors,20,7,,"Sigcha Luis,Costa Nelson,Pavon Ignacio,Costa Susana,Arezes Pedro,Manuel Lopez Juan,De Arcas Guillermo","Sigcha L,Costa N,Pavon I,Costa S,Arezes P,Lopez JM,De Arcas G",Pavon I,10.3390/s20071895,Universidad Politecnica de Madrid,"Freezing of gait (FOG) is one of the most incapacitating motor symptoms in Parkinson's disease (PD). The occurrence of FOG reduces the patients' quality of live and leads to falls. FOG assessment has usually been made through questionnaires, however, this method can be subjective and could not provide an accurate representation of the severity of this symptom. The use of sensor-based systems can provide accurate and objective information to track the symptoms' evolution to optimize PD management and treatments. Several authors have proposed specific methods based on wearables and the analysis of inertial signals to detect FOG in laboratory conditions, however, its performance is usually lower when being used at patients' homes. This study presents a new approach based on a recurrent neural network (RNN) and a single waist-worn triaxial accelerometer to enhance the FOG detection performance to be used in real home-environments. Also, several machine and deep learning approaches for FOG detection are evaluated using a leave-one-subject-out (LOSO) cross-validation. Results show that modeling spectral information of adjacent windows through an RNN can bring a significant improvement in the performance of FOG detection without increasing the length of the analysis window (required to using it as a cue-system).","IMU,accelerometer,convolutional neural networks,LSTM,consecutive windows,denoising autoencoder,time distributed,spectral representation",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,"FEATURE-EXTRACTION,FALLS,ACCELEROMETER,QUESTIONNAIRE,NETWORKS,RISK",SENSORS,https://www.mdpi.com/1424-8220/20/7/1895/pdf,
4,Investigation of Machine Learning Approaches for Traumatic Brain Injury Classification via EEG Assessment in Mice,20,7,,"Vishwanath Manoj,Jafarlou Salar,Shin Ikhwan,Lim Miranda M.,Dutt Nikil,Rahmani Amir M.,Cao Hung","Vishwanath M,Jafarlou S,Shin I,Lim MM,Dutt N,Rahmani AM,Cao H",Cao H,10.3390/s20072027,University of California System,"Due to the difficulties and complications in the quantitative assessment of traumatic brain injury (TBI) and its increasing relevance in today's world, robust detection of TBI has become more significant than ever. In this work, we investigate several machine learning approaches to assess their performance in classifying electroencephalogram (EEG) data of TBI in a mouse model. Algorithms such as decision trees (DT), random forest (RF), neural network (NN), support vector machine (SVM), K-nearest neighbors (KNN) and convolutional neural network (CNN) were analyzed based on their performance to classify mild TBI (mTBI) data from those of the control group in wake stages for different epoch lengths. Average power in different frequency sub-bands and alpha:theta power ratio in EEG were used as input features for machine learning approaches. Results in this mouse model were promising, suggesting similar approaches may be applicable to detect TBI in humans in practical scenarios.","electroencephalogram (EEG),traumatic brain Injury (TBI)",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,MODEL,SENSORS,https://res.mdpi.com/d_attachment/sensors/sensors-20-02027/article_deploy/sensors-20-02027.pdf,
5,Automated Transverse Crack Mapping System with Optical Sensors and Big Data Analytics,20,7,,"Won Kwanghee,Sim Chungwook","Won K,Sim C",Sim C,10.3390/s20071838,University of Nebraska System,"Transverse cracks on bridge decks provide the path for chloride penetration and are the major reason for deck deterioration. For such reasons, collecting information related to the crack widths and spacing of transverse cracks are important. In this study, we focused on developing a data pipeline for automated crack detection using non-contact optical sensors. We developed a data acquisition system that is able to acquire data in a fast and simple way without obstructing traffic. Understanding that GPS is not always available and odometer sensor data can only provide relative positions along the direction of traffic, we focused on providing an alternative localization strategy only using optical sensors. In addition, to improve existing crack detection methods which mostly rely on the low-intensity and localized line-segment characteristics of cracks, we considered the direction and shape of the cracks to make our machine learning approach smarter. The proposed system may serve as a useful inspection tool for big data analytics because the system is easy to deploy and provides multiple properties of cracks. Progression of crack deterioration, if any, both in spatial and temporal scale, can be checked and compared if the system is deployed multiple times.","optical sensor,computer vision,big data pipeline,automated transverse crack mapping,bridge deck",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,,SENSORS,https://www.mdpi.com/1424-8220/20/7/1838/pdf,
6,Estimating Exerted Hand Force via Force Myography to Interact with a Biaxial Stage in Real-Time by Learning Human Intentions: A Preliminary Investigation,20,7,,"Zakia Umme,Menon Carlo","Zakia U,Menon C",Menon C,10.3390/s20072104,Simon Fraser University,"Force myography (FMG) signals can read volumetric changes of muscle movements, while a human participant interacts with the environment. For collaborative activities, FMG signals could potentially provide a viable solution to controlling manipulators. In this paper, a novel method to interact with a two-degree-of-freedom (DoF) system consisting of two perpendicular linear stages using FMG is investigated. The method consists in estimating exerted hand forces in dynamic arm motions of a participant using FMG signals to provide velocity commands to the biaxial stage during interactions. Five different arm motion patterns with increasing complexities, i.e., ""x-direction"", ""y-direction"", ""diagonal"", ""square"", and ""diamond"", were considered as human intentions to manipulate the stage within its planar workspace. FMG-based force estimation was implemented and evaluated with a support vector regressor (SVR) and a kernel ridge regressor (KRR). Real-time assessments, where 10 healthy participants were asked to interact with the biaxial stage by exerted hand forces in the five intended arm motions mentioned above, were conducted. Both the SVR and the KRR obtained higher estimation accuracies of 90-94% during interactions with simple arm motions (x-direction and y-direction), while for complex arm motions (diagonal, square, and diamond) the notable accuracies of 82-89% supported the viability of the FMG-based interactive control.","force myography signal,exerted hand force,intended arm motion,biaxial stage,planar workspace,collaborative interactions,machine learning",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,,"EMG,PREDICTION,WRIST,MODEL",SENSORS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7180929,
7,Virtual Museums as Learning Agents,12,7,,Daniela Linda,Daniela L,Daniela L,10.3390/su12072698,University of Latvia,"Virtual solutions for exhibiting museum collections are no longer a novelty, as such experiences already exist in the world, but the remote use of museum collections for learning purposes has so far not been widely used in the educational environment. This article analyzes virtual museum applications by evaluating them from a learning perspective, including 25 criteria in the evaluation rubric divided into three groups: (i) Technical performance; (ii) information architecture; and (iii) educational value. This will enable educators to select the most appropriate material for their specific learning purpose and to plan the most appropriate learning strategies by organizing training sessions to acquire knowledge that can be enhanced by museum information and teaching students digital skills in evaluating information available in the digital environment, analyzing its pros and cons to teach them how to develop new innovative solutions. The research is carried out from a phenomenological perspective; to be more precise, virtual museums are analyzed using the principles of transcendental design and a hermeneutic design is used to interpret the resulting data. A total of 36 applications of virtual museums were analyzed, whereupon the results were compiled using static data analysis software, while 13 applications were used for the hermeneutic data analysis. The results suggest that the strength of virtual museums is in information architecture, but less attention is paid to the educational value of the material, which points to the need to change the principles of virtual museum design and emphasizes the role of teachers in using virtual museums as learning agents.","virtual museums,technical performance,information architecture,educational value,learning agent,learning perspective,evaluation rubric",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Science & Technology - Other Topics,Environmental Sciences & Ecology",,3.473,"AUGMENTED,REALITY,EDUCATION,FRAMEWORK",SUSTAINABILITY,https://www.mdpi.com/2071-1050/12/7/2698/pdf,
8,Computational Hybrid Machine Learning Based Prediction of Shear Capacity for Steel Fiber Reinforced Concrete Beams,12,7,,"Hai-Bang Ly,Tien-Thinh Le,Huong-Lan Thi Vu,Van Quan Tran,Lu Minh Le,Binh Thai Pham","Ly HB,Le TT,Vu HLT,Tran VQ,Le LM,Pham BT",Ly HB; Pham BT,10.3390/su12072709,"Univ Transport Technol, Hanoi 100000, Vietnam.","Understanding shear behavior is crucial for the design of reinforced concrete beams and sustainability in construction and civil engineering. Although numerous studies have been proposed, predicting such behavior still needs further improvement. This study proposes a soft-computing tool to predict the ultimate shear capacities (USCs) of concrete beams reinforced with steel fiber, one of the most important factors in structural design. Two hybrid machine learning (ML) algorithms were created that combine neural networks (NNs) with two distinct optimization techniques (i.e., the Real-Coded Genetic Algorithm (RCGA) and the Firefly Algorithm (FFA)): the NN-RCGA and the NN-FFA. A database of 463 experimental data was gathered from reliable literature for the development of the models. After the construction, validation, and selection of the best model based on common statistical criteria, a comparison with the empirical equations available in the literature was carried out. Further, a sensitivity analysis was conducted to evaluate the importance of 16 inputs and reveal the dependency of structural parameters on the USC. The results showed that the NN-RCGA (R = 0.9771) was better than the NN-FFA and other analytical models (R = 0.5274-0.9075). The sensitivity analysis results showed that web width, effective depth, and a clear depth ratio were the most important parameters in modeling the shear capacity of steel fiber-reinforced concrete beams.","civil engineering,structural engineering,shear capacity,fiber reinforced concrete beams,machine learning,optimization techniques",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Science & Technology - Other Topics,Environmental Sciences & Ecology",,3.473,"ARTIFICIAL,NEURAL-NETWORK,CODED,GENETIC,ALGORITHM,MECHANICAL-PROPERTIES,FIBROUS,CONCRETE,STRENGTH,BEHAVIOR,OPTIMIZATION,PERFORMANCE,SURFACE,MODEL",SUSTAINABILITY,https://www.mdpi.com/2071-1050/12/7/2709/pdf,
9,"Accessibility to Food Retailers: The Case of Belo Horizonte, Brazil",12,7,,"Magalhaes de Oliveira Renata Lucia,Henrique Fontanele Garcia Camila Soares,Goes Pinto Paulo Henrique","de Oliveira RLM,Garcia CSHF,Pinto PHG",de Oliveira RLM,10.3390/su12072654,"Fed Ctr Technol Educ Minas Gerais CEFET MG, Dept Appl Social Sci, BR-30510000 Belo Horizonte, MG, Brazil.","Access to food products is essential to sustain life. In this paper, we discuss the differences concerning accessibility levels to food retailers among potential consumers in Belo Horizonte, Brazil. The goal was to characterize spatial mismatches regarding opportunities to access food and identify suitable areas for sustainable last food mile solutions, such as non-motorized home delivery and purchase trips. For this, we have spatially related: (i) the population concentration; (ii) the income of households and (iii) accessibility measures considering both the spatial structure of food retailers and the distance between households and stores, considering the food last mile. We have then used spatial statistics (Global Moran's I index, average nearest neighborhood analysis) and spatial analyses (overlay and processing) to determine the spatial pattern and the relation of the variables population, income, and accessibility to food retailers. We have considered the cumulative-opportunity measure, which is an indicator of the number of opportunities that can be reached within a time threshold. There is great spatial differentiation regarding the accessibility levels of food retailers and the results can be considered to support the development of policy and land use regulation that can stimulate non-motorized and collaborative delivery as an effective last-mile solution.","accessibility,food service facilities,grocery retailers,city logistics,last mile delivery",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Science & Technology - Other Topics,Environmental Sciences & Ecology",,3.473,"LOCAL,MORANS,I,E-GROCERY,DELIVERY,SERVICES,URBAN,LOGISTICS,E-COMMERCE,IMPACTS,FREIGHT,REGRESSION,SOILS,CITY",SUSTAINABILITY,https://www.mdpi.com/2071-1050/12/7/2654/pdf,
10,A Comparative Analysis of Deep Learning and Machine Learning on Detecting Movement Directions Using PIR Sensors,7,4,2855-2868,"Yun Jaeseok,Woo Jiyoung","Yun J,Woo J",Woo J,10.1109/JIOT.2019.2963326,Soonchunhyang University,"Machine learning has played a significant role in building intelligent systems in the history of data science. In the recent paradigm where objects in the world will be connected with each other, commonly referred to as the Internet of Things (IoT), people begin to consider the challenges and opportunities to utilize the huge data sets generated, also referred to as Big data. One of the active research topics in dealing with the IoT's big data is the practical feasibility of algorithms used in classical machine learning but also in a newly emerging branch, called deep learning. In this article, we demonstrate a quantitative analysis comparing performance between classical machine learning and deep learning algorithms with a human movement direction detecting application based on analog pyroelectric infrared (PIR) sensor signals. The sensing data acquisition and retrieval system is implemented with the open-source IoT software platforms based on the oneM2M standard. With the analog PIR data sets collected from 30 subjects, we perform experimental studies comparing classical machine learning and deep learning algorithms in terms of economic feasibility, scalability, generality, and real-time detection performance. The results show that classical machine learning shows better performance in real-time detection (i.e., with the sensing values within the first 0.5 s). In contrast, our simple deep learning model achieves about 90% accuracy for detecting moving directions even with the data sets from only three subjects and a single PIR sensor. Moreover, it could be applied to a larger number of subjects without updates.","Deep learning,Intelligent sensors,Sensor systems,Internet of Things,Deep learning,Internet of Things (IoT) platform,machine learning,oneM2M standards,pyroelectric infrared (PIR) sensor",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Computer Science,Engineering,Telecommunications",,10.127,"INFRARED-SENSOR,IDENTIFICATION,OCCUPANCY,FUSION,SPACE",IEEE INTERNET OF THINGS JOURNAL,,
