,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Selective encryption on ECG data in body sensor network based on supervised machine learning,55,,59-67,"Qiu Han,Qiu Meikang,Lu Zhihui","Qiu H,Qiu MK,Lu ZH",Lu ZH,10.1016/j.inffus.2019.07.012,Fudan University,"Body Sensor Networks (BSNs) are developing rapidly in recent years as it combines the Internet-of-Things (IoT) and data analytic techniques for building a remote healthcare system. However, as BSNs are implemented on the existing wireless communication systems, the security and privacy in the BSN are facing many challenges. Performing standard encryption schemes on the health data before outsourcing at the sensors' ends are not suitable for this BSN environment as it is costly both in energy and time consumption for the BSN sensors. Traditional lightweight encryption schemes such as Selective Encryption (SE) schemes could be used in this environment by reducing the data volume to be encrypted. In this paper, we re-define the SE schemes in a practical scenario of securely outsourcing the electrocardiogram (ECG) data in the untrusted BSN environment. Specifically, if the ECG data is outsourced for disease classification based on a machine learning model, we prove that the classic SE schemes are not the correct designs. Then, we give our SE design based on this classification use case to protect the ECG data against illegal classification at the attacker sides which further protects the patients' data privacy. Intensive tests are experimented to prove the effectiveness of our proposed SE method.","Selective encryption,ECG fusion,Privacy,Machine learning,SVM",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",Computer Science,,,"MULTISENSOR,DATA,FUSION,COMPONENTS,DEPLOYMENT,RESOURCE",INFORMATION FUSION,,
2,Three-dimensional tomography of red blood cells using deep learning,2,2,,"Lim Joowon,Ayoub Ahmed B.,Psaltis Demetri","Lim J,Ayoub AB,Psaltis D",Lim J,10.1117/1.AP.2.2.026001,Ecole Polytechnique Federale de Lausanne,"We accurately reconstruct three-dimensional (3-D) refractive index (RI) distributions from highly ill-posed two-dimensional (2-D) measurements using a deep neural network (DNN). Strong distortions are introduced on reconstructions obtained by the Wolf transform inversion method due to the ill-posed measurements acquired from the limited numerical apertures (NAs) of the optical system. Despite the recent success of DNNs in solving ill-posed inverse problems, the application to 3-D optical imaging is particularly challenging due to the lack of the ground truth. We overcome this limitation by generating digital phantoms that serve as samples for the discrete dipole approximation (DDA) to generate multiple 2-D projection maps for a limited range of illumination angles. The presented samples are red blood cells (RBCs), which are highly affected by the ill-posed problems due to their morphology. The trained network using synthetic measurements from the digital phantoms successfully eliminates the introduced distortions. Most importantly, we obtain high fidelity reconstructions from experimentally recorded projections of real RBC sample using the network that was trained on digitally generated RBC phantoms. Finally, we confirm the reconstruction accuracy using the DDA to calculate the 2-D projections of the 3-D reconstructions and compare them to the experimentally recorded projections.","optical diffraction tomography,three-dimensional imaging,machine learning,deep learning,image reconstruction,red blood cell,missing cone problem",Article,"SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS, 1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98225 USA",Optics,,,PRINCIPLES,ADVANCED PHOTONICS,https://infoscience.epfl.ch/record/286015/files/1.AP.2.2.026001.pdf,
3,"Sonification based de novo protein design using artificial intelligence, structure prediction, and analysis using molecular modeling",4,1,,"Yu Chi-Hua,Buehler Markus J.","Yu CH,Buehler MJ",Buehler MJ,10.1063/1.5133026,Massachusetts Institute of Technology (MIT),"We report the use of a deep learning model to design de novo proteins, based on the interplay of elementary building blocks via hierarchical patterns. The deep neural network model is based on translating protein sequences and structural information into a musical score that features different pitches for each of the amino acids, and variations in note length and note volume reflecting secondary structure information and information about the chain length and distinct protein molecules. We train a deep learning model whose architecture is composed of several long short-term memory units from data consisting of musical representations of proteins classified by certain features, focused here on alpha-helix rich proteins. Using the deep learning model, we then generate de novo musical scores and translate the pitch information and chain lengths into sequences of amino acids. We use a Basic Local Alignment Search Tool to compare the predicted amino acid sequences against known proteins, and estimate folded protein structures using the Optimized protein fold RecognitION method (ORION) and MODELLER. We find that the method proposed here can be used to design de novo proteins that do not exist yet, and that the designed proteins fold into specified secondary structures. We validate the newly predicted protein by molecular dynamics equilibration in explicit water and subsequent characterization using a normal mode analysis. The method provides a tool to design novel protein materials that could find useful applications as materials in biology, medicine, and engineering.","WEB SERVER,RECOGNITION,SEQUENCE",Article,"AIP Publishing, 1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA",Engineering,,,"WEB,SERVER,RECOGNITION,SEQUENCE",APL BIOENGINEERING,https://dspace.mit.edu/bitstream/1721.1/132192/2/1.5133026.pdf,
4,Data Imbalance in Autism Pre-Diagnosis Classification Systems: An Experimental Study,19,1,,"Abdelhamid Neda,Padmavathy Arun,Peebles David,Thabtah Fadi,Goulder-Horobin Daymond","Abdelhamid N,Padmavathy A,Peebles D,Thabtah F,Goulder-Horobin D",Abdelhamid N,10.1142/S0219649220400146,"Auckland Inst Studies, IT Programme, Auckland, New Zealand.","Machine learning (ML) is a branch of computer science that is rapidly gaining popularity within the healthcare arena due to its ability to explore large datasets to discover useful patterns that can be interepreted for decision-making and prediction. ML techniques are used for the analysis of clinical parameters and their combinations for prognosis, therapy planning and support and patient management and wellbeing. In this research, we investigate a crucial problem associated with medical applications such as autism spectrum disorder (ASD) data imbalances in which cases are far more than just controls in the dataset. In autism diagnosis data, the number of possible instances is linked with one class, i.e. the no ASD is larger than the ASD, and this may cause performance issues such as models favouring the majority class and undermining the minority class. This research experimentally measures the impact of class imbalance issue on the performance of different classifiers on real autism datasets when various data imbalance approaches are utilised in the pre-processing phase. We employ oversampling techniques, such as Synthetic Minority Oversampling (SMOTE), and undersampling with different classifiers including Naive Bayes, RIPPER, C4.5 and Random Forest to measure the impact of these on the performance of the models derived in terms of area under curve and other metrics. Results pinpoint that oversampling techniques are superior to undersampling techniques, at least for the toddlers' autism dataset that we consider, and suggest that further work should look at incorporating sampling techniques with feature selection to generate models that do not overfit the dataset.","Autism spectrum disorder,ASD screening,data imbalance,machine learning,undersampling,oversampling,SMOTE",Article,"WORLD SCIENTIFIC PUBL CO PTE LTD, 5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE",Information Science & Library Science,,,"QUANTITATIVE,CHECKLIST",JOURNAL OF INFORMATION & KNOWLEDGE MANAGEMENT,https://pure.hud.ac.uk/ws/files/20026596/JIKM_2020_March_Issue_Paper_No_2_KDD_group_1_.pdf,
5,Early immune stimulation and childhood acute lymphoblastic leukemia in Costa Rica: A comparison of statistical approaches,182,,,"Colombari Figueroa Sophia,Kennedy Chris J.,Wesseling Catharina,Wiemels Joseph M.,Morimoto Libby,Mora Ana M.","Figueroa SC,Kennedy CJ,Wesseling C,Wiemels JM,Morimoto L,Mora AM",Mora AM,10.1016/j.envres.2019.109023,Universidad Nacional Costa Rica,"Background Although epidemiologic studies suggest that early immune stimulation is protective against childhood leukemia, evidence for this relationship is equivocal for Hispanic children, who are disproportionately affected by this disease. The complex biological processes underlying immune stimulation and leukemogenesis may benefit from novel statistical approaches that account for mixed exposures and their nonlinear interactions. In this study, we utilized targeted machine learning and traditional statistical methods to investigate the association of multiple measures of early immune stimulation with acute lymphoblastic leukemia (ALL) in Costa Rican children.
Materials and methods: We used data from a population-based case-control study conducted in Costa Rica (2001-2003). Cases of ALL (n = 240) were diagnosed in 1995-2000 (age > 1 year and < 15 years at diagnosis) and were identified through the National Cancer Registry and National Children's Hospital. Population controls (n = 578) were frequency-matched to cases by birth year and drawn from the National Birth Registry. Data on surrogate measures of early immune stimulation were collected through in-home interviews. We fitted multivariable models, utilizing targeted causal inference (varimpact), unconditional logistic regression, and latent class analysis (LCA).
Results: In varimpact analysis, contact with any pet [risk difference (RD) = - 0.17, 95% CI: - 0.25, - 0.10)] or any farm animal (RD = -0.07, 95% CI: -0.13, 0.00) and allergies (RD = -0.08, 95% CI: -0.17, 0.01) were associated with a reduced risk of ALL, whereas experiencing a fever longer than one week was associated with an increased risk (RD = 0.23, 95% CI: 0.12, 0.33). In unconditional logistic regression models, contact with any pet or farm animal and a complete vaccination scheme were inversely associated with odds of ALL (OR = 0.44, 95% CI: 0.31, 0.62; OR = 0.66, 95% CI: 0.49, 0.90; OR = 0.45, 95% CI: 0.24, 0.83; respectively), whereas experiencing a fever longer than one week was positively associated with ALL (OR = 2.44, 95% CI: 1.61, 3.70). Twoclass and three-class LCA revealed a group with elevated risk for ALL whose exposure profile was mainly characterized by reduced exposure to pets and farm animals.
Conclusions: Using distinct statistical approaches, we observed that exposure to pets and farm animals was inversely associated with ALL risk, whereas having a fever longer than one week (a putative proxy of severe infection) was associated with an increased risk. For multifactorial diseases such as childhood leukemia, we recommend estimating the joint effects of multiple exposures by applying diverse statistical methods and interpreting their results together. Overall, we found support for the hypothesis that early immune stimulation offers protection against childhood ALL.","Childhood cancer,Acute lymphoblastic leukemia,Early immune stimulation,Hispanic children,Costa Rica,Machine learning",Article,"ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","Environmental Sciences & Ecology,Public, Environmental & Occupational Health",,6.824,"DAY-CARE,ATTENDANCE,CANCER,STATISTICS,RISK,INFECTIONS,ASSOCIATION,EXPOSURE,ALLERGY",ENVIRONMENTAL RESEARCH,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605596,
6,Unveiling the Diversity of Tree Growth Patterns in Boreal Old-Growth Forests Reveals the Richness of Their Dynamics,11,3,,"Martin Maxence,Krause Cornelia,Fenton Nicole J.,Morin Hubert","Martin M,Krause C,Fenton NJ,Morin H",Martin M,10.3390/f11030252,University of Quebec,"Research Highlights: Radial growth patterns of trees growing in old-growth boreal forests in eastern Canada can be grouped into a small number of simple patterns that are specific to different old-growth forest types or successional stages. Background and Objectives: Identifying the main radial growth trends in old-growth forests could help to develop silvicultural treatments that mimic the complex dynamics of old-growth forests. Therefore, this study aimed to identify the main radial growth patterns and determine how their frequencies change during forest succession in old-growth forests, focusing on boreal landscapes in eastern Canada. Materials and Methods: We used dendrochronological data sampled from 21 old-growth stands in the province of Quebec, Canada. Tree-ring chronologies were simplified into chronologies of equal length to retain only primary growth trends. We used k-means clustering to identify individual growth patterns and the difference in growth-pattern frequency within the studied stands. We then used non-parametric analyses of variance to compare tree or stand characteristics among the clusters. Results: We identified six different growth patterns corresponding to four old-growth forest types, from stands at the canopy breakup stage to true old-growth stands (i.e., when all the pioneer cohort had disappeared). Secondary disturbances of low or moderate severity drove these growth patterns. Overall, the growth patterns were relatively simple and could be generally separated into two main phases (e.g., a phase of limited radial increment size due to juvenile suppression and a phase of increased radial increment size following a growth release). Conclusions: The complexity of old-growth forest dynamics was observed mainly at the stand level, not at the tree level. The growth patterns observed in true old-growth forests were similar to those observed following partial or stem-selection cuts in boreal stands; thus, these silvicultural treatments may be effective in mimicking old-growth dynamics.","overmature,succession,dendrochronology,growth release,primary forest,ecosystem-based management,close-to-nature silviculture,machine learning,clustering",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",Forestry,,2.804,"DISTURBANCE-BASED,MANAGEMENT,BLACK,SPRUCE,SUSTAINABLE,MANAGEMENT,ABOVEGROUND,BIOMASS,STAND,STRUCTURE,FIR,FORESTS,RESTORATION,VARIABILITY,REGIME,CONSERVATION",FORESTS,https://constellation.uqac.ca/5511/1/Martin%20et%20al.%202020%20Unveiling%20The%20Diversity%20of%20Tree%20Growth%20Patterns%20in%20Boreal%20Old-Growth%20Forests%20Reveals%20the%20Richness%20of%20Their%20Dynamics.pdf,
7,Advanced Image Analysis for Learning Underlying Partial Differential Equations for Anomaly Identification,64,2,,"Miller Andrew,Petrich Jan,Phoha Shashi","Miller A,Petrich J,Phoha S",Petrich J,10.2352/J.ImagingSci.Technol.2020.64.2.020510,Pennsylvania Commonwealth System of Higher Education (PCSHE),"In this article, the authors adapt and utilize data-driven advanced image processing and machine learning techniques to identify the underlying dynamics and the model parameters for dynamic processes driven by partial differential equations (PDEs). Potential applications include non-destructive inspection for material crack detection using thermal imaging as well as real-time anomaly detection for process monitoring of three-dimensional printing applications. A neural network (NN) architecture is established that offers sufficient flexibility for spatial and temporal derivatives to capture the physical dependencies inherent in the process. Predictive capabilities are then established by propagating the process forward in time using the acquired model structure as well as individual parameter values. Moreover, deviations in the predicted values can be monitored in real time to detect potential process anomalies or perturbations. For concept development and validation, this article utilizes well-understood PDEs such as the homogeneous heat diffusion equation. Time series data governed by the heat equation representing a parabolic PDE is generated using high-fidelity simulations in order to construct the heat profile. Model structure and parameter identification are realized through a shallow residual convolutional NN. The learned model structure and associated parameters resemble a spatial convolution filter, which can be applied to the current heat profile to predict the diffusion behavior forward in time. (C) 2020 Society for Imaging Science and Technology.",,Article,"I S & T-SOC IMAGING SCIENCE TECHNOLOGY, 7003 KILWORTH LA, SPRINGFIELD, VA 22151 USA",Imaging Science & Photographic Technology,,,,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,,
8,Coding Programmable Metasurfaces Based on Deep Learning Techniques,10,1,114-125,"Shan Tao,Pan Xiaotian,Li Maokun,Xu Shenheng,Yang Fan","Shan T,Pan XT,Li MK,Xu SH,Yang F",Li MK,10.1109/JETCAS.2020.2972764,Tsinghua University,"Programmable metasurfaces have recently been proposed to dynamically manipulate electromagnetic (EM) waves in both temporal and spatial dimensions. With active components integrated into unit cells of the metasurface, states of the unit cells can be adjusted by digital codes. The metasurface can then construct complex spatial and temporal electromagnetic beams. Given the main parameters of the beam, the optimal codes can be computed by nonlinear optimization algorithms, such as genetic algorithm, particle swarm optimization, etc. The high computational complexity of these algorithms makes it very challenging to compute the codes in real time. In this study, we applied deep learning techniques to compute the codes. A deep convolutional neural network is designed and trained to compute the required element codes in milliseconds, given the requirement of the waveform. The average accuracy of the prediction reaches more than 94 percent. This scheme is validated on a 1-bit programmable metasurface and both experimental and numerical results agree with each other well. This study shows that machines may ""learn"" the physics of modulating electromagnetic waves with the help of the good generalization ability in deep convolutional neural networks. The proposed scheme may provide us with a possible solution for real-time complex beamforming in antenna arrays, such as the programmable metasurface.","Programmable metasurface,space-time-modulation,deep learning,deep convolutional neural network,complex beamforming",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,4.138,"BROAD-BAND,METAMATERIALS,PROPAGATION,ARRAYS,CLOAK",IEEE JOURNAL ON EMERGING AND SELECTED TOPICS IN CIRCUITS AND SYSTEMS,,
9,Machine learning for identification of surgeries with high risks of cancellation,26,1,141-155,"Luo Li,Zhang Fengyi,Yao Yao,Gong RenRong,Fu Martina,Xiao Jin","Luo L,Zhang FY,Yao Y,Gong RR,Fu MT,Xiao J",Xiao J,10.1177/1460458218813602,Sichuan University,"Surgery cancellations waste scarce operative resources and hinder patients' access to operative services. In this study, the Wilcoxon and chi-square tests were used for predictor selection, and three machine learning models - random forest, support vector machine, and XGBoost - were used for the identification of surgeries with high risks of cancellation. The optimal performances of the identification models were as follows: sensitivity - 0.615; specificity - 0.957; positive predictive value - 0.454; negative predictive value - 0.904; accuracy - 0.647; and area under the receiver operating characteristic curve - 0.682. Of the three models, the random forest model achieved the best performance. Thus, the effective identification of surgeries with high risks of cancellation is feasible with stable performance. Models and sampling methods significantly affect the performance of identification. This study is a new application of machine learning for the identification of surgeries with high risks of cancellation and facilitation of surgery resource management.","elective surgery,hospital information system,identification,machine learning,surgery cancellation",Article,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Health Care Sciences & Services,Medical Informatics",,3.0,"ELECTIVE,SURGICAL,OPERATIONS,DATA,MINING,TECHNIQUES,INTENDED,SURGERY,ROOM,TIME,HOSPITALIZATION,PREDICTION,REASONS,SYSTEM,IMPACT,RATES",HEALTH INFORMATICS JOURNAL,https://journals.sagepub.com/doi/pdf/10.1177/1460458218813602,
10,A new machine learning model based on induction of rules for autism detection,26,1,264-286,"Thabtah Fadi,Peebles David","Thabtah F,Peebles D",Thabtah F,10.1177/1460458218824711,Manukau Institute of Technology,"Autism spectrum disorder is a developmental disorder that describes certain challenges associated with communication (verbal and non-verbal), social skills, and repetitive behaviors. Typically, autism spectrum disorder is diagnosed in a clinical environment by licensed specialists using procedures which can be lengthy and cost-ineffective. Therefore, scholars in the medical, psychology, and applied behavioral science fields have in recent decades developed screening methods such as the Autism Spectrum Quotient and Modified Checklist for Autism in Toddlers for diagnosing autism and other pervasive developmental disorders. The accuracy and efficiency of these screening methods rely primarily on the experience and knowledge of the user, as well as the items designed in the screening method. One promising direction to improve the accuracy and efficiency of autism spectrum disorder detection is to build classification systems using intelligent technologies such as machine learning. Machine learning offers advanced techniques that construct automated classifiers that can be exploited by users and clinicians to significantly improve sensitivity, specificity, accuracy, and efficiency in diagnostic discovery. This article proposes a new machine learning method called Rules-Machine Learning that not only detects autistic traits of cases and controls but also offers users knowledge bases (rules) that can be utilized by domain experts in understanding the reasons behind the classification. Empirical results on three data sets related to children, adolescents, and adults show that Rules-Machine Learning offers classifiers with higher predictive accuracy, sensitivity, harmonic mean, and specificity than those of other machine learning approaches such as Boosting, Bagging, decision trees, and rule induction.","autism diagnosis,classification,decision-making,machine learning,predictive models,rule-based classifiers",Article,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Health Care Sciences & Services,Medical Informatics",,3.0,"SPECTRUM,QUOTIENT,CLASSIFICATION,RESOURCE",HEALTH INFORMATICS JOURNAL,https://journals.sagepub.com/doi/pdf/10.1177/1460458218824711,
