,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Decision Support System for Black Classification of Dental Images Using GIST Descriptors,1082,,343-352,"Singh Prerna,Sehgal Priti","Singh P,Sehgal P",Singh P,10.1007/978-981-15-1081-6_29,University of Delhi,"One of the well-known pathology in the world is dental caries. Dental caries is also called as dental cavities. The prior detection of dental caries helps in decreasing the dental disease rate. Patient care has been improved due to medical image mining. In this paper, abnormal dental images have been classified into various classes based on Black's classification. Graphics and intelligence-based script technology (GIST) descriptor has been used to extract significant information from the dental images. Feature reduction is done using marginal Fisher analysis and then Wilcoxon signed-rank test is used as feature selection method. The classification techniques such as decision tree, fuzzy Sugeno, probabilistic neural network, K-nearest neighbor, AdaBoost and naive Bayes are used for classifying the major and reduced features. According to the results, AdaBoost classifier can best diagnose infected tooth using Black's classification with the classification accuracy of 90, 92% sensitivity and 90% specificity.","Marginal Fisher analysis,Decision tree,AdaBoost,Gist descriptors",Proceedings Paper,"SPRINGER-VERLAG SINGAPORE PTE LTD, 152 BEACH ROAD, #21-01/04 GATEWAY EAST, SINGAPORE, 189721, SINGAPORE",Computer Science,,,FRAMEWORK,,,
2,EEG-Based Emotion Estimate Using Shallow Fully Convolutional Neural Network with Boost Training Strategy,11691,,55-64,"Yao Yuehan,Qing Chunmei,Xu Xiangmin,Wang Yang","Yao YA,Qing CM,Xu XM,Wang Y",Qing CM,10.1007/978-3-030-39431-8_6,South China University of Technology,"Emotion recognition using Electroencephalogram (EEG) has drawn the attention of many scholars. However, there are few studies looking into regressive approach. Actually, human affective states are continuous rather than discrete. This paper focuses on how to estimate continuous affective status from EEG recordings. A Shallow Fully Convolutional Network (SFCN) with Boost Training Strategy is proposed to estimate affective status, including Valence, Arousal, Dominance, and Liking. SFCN is presented to extract the emotional relative features automatically from preprocessed EEG instead of using hand-crafted features. With Global Average Pooling (GAP) layer, SFCN can solve the effect of unreliability of label introduced by segmented-augmentation method. Moreover, Boost Training Strategy is designed to train model with low memory cost and further improves the performance of SFCN. Experiments on DEAP dataset demonstrate the effectiveness of proposed approaches. Results show that Mean Square Error (MSE) for Valence, Arousal, Dominance, Liking are 3.9181, 3.6009, 3.4441 and 4.806, respectively.","Emotion Estimate,Shallow Fully Convolutional Neural Network,Global Average Pooling,Boost Training Strategy",Proceedings Paper,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND","Computer Science,Imaging Science & Photographic Technology",,,"CLASSIFICATION,SVM",,,
3,Height Prediction for Growth Hormone Deficiency Treatment Planning Using Deep Learning,11691,,76-85,"Ilyas Muhammad,Ahmad Jawad,Lawson Alistair,Khan Jan Sher,Tahir Ahsen,Adeel Ahsan,Larijani Hadi,Kerrouche Abdelfateh,Shaikh M. Guftar,Buchanan William","Ilyas M,Ahmad J,Lawson A,Khan JS,Tahir A,Adeel A,Larijani H,Kerrouche A,Shaikh MG,Buchanan W",Ahmad J,10.1007/978-3-030-39431-8_8,Edinburgh Napier University,"Prospective studies using longitudinal patient data can be used to help to predict responsiveness to Growth Hormone (GH) therapy and assess any suspected risks. In this paper, a novel Clinical Decision Support System (CDSS) is developed to predict growth (in terms of height) in children with Growth Hormone Deficiency (GHD) just before the start of GH therapy. A Deep Feed-Forward Neural Network (DFFNN) model is proposed, developed and evaluated for height prediction with seven input parameters. The essential input parameters to the DFFNN are gender, mother's height, father's height, current weight, chronological age, bone age, and GHD. The proposed model is trained using the Levenberg Marquardt (LM) learning algorithm. Experimental results are evaluated and compared for different learning rates. Measures of the quality of the fit of the model such as Root Mean Square (RMSE), Normalized Root Mean Square (N-RMSE), and Mean Absolute Percentage Error (MAPE) show that the proposed deep learning model is robust in terms of accuracy and can effectively predict growth (in terms of height) in children.","Growth Hormone Deficiency,Deep learning,Levenberg Marquardt (LM) learning,Root Mean Square,Normalized Root,Mean Square,Height prediction",Proceedings Paper,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND","Computer Science,Imaging Science & Photographic Technology",,,,,,
4,MSA-Net: Multiscale Spatial Attention Network for the Classification of Breast Histology Images,11691,,273-282,"Yang Zhanbo,Ran Lingyan,Xia Yong,Zhang Yanning","Yang ZB,Ran LY,Xia Y,Zhang YN",Xia Y,10.1007/978-3-030-39431-8_26,"Northwestern Polytech Univ Shenzhen, Res & Dev Inst, Shenzhen 518057, Peoples R China.","Breast histology images classification is a time- and labor-intensive task due to the complicated structural and textural information contained. Recent deep learning-based methods are less accurate due to the ignorance of the interfering multiscale contextual information in histology images. In this paper, we propose the multiscale spatial attention network (MSA-Net) to deal with these challenges. We first perform adaptive spatial transformation on histology microscopy images at multiple scales using a spatial attention (SA) module to make the model focus on discriminative content. Then we employ a classification network to categorize the transformed images and use the ensemble of the predictions obtained at multiple scales as the classification result. We evaluated our MSA-Net against four state-of-the-art methods on the BACH challenge dataset. Our results show that the proposed MSA-Net achieves a higher accuracy than the rest methods in the five-fold cross validation on training data, and reaches the 2nd place in the online verification.","Breast cancer,Histology image classification,Multiscale,Spatial attention,Convolutional neural networks",Proceedings Paper,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND","Computer Science,Imaging Science & Photographic Technology",,,"SALIENCY,DETECTION,OBJECT,DETECTION",,,
5,Automated Drug Suggestion Using Machine Learning,1130,,571-589,"Doma Vikrant,Singh Sahil,Arora Nikita,Ortiz Gabriel,Saran Parneet Kaur,Chavarin Salvador,Pirouz Matin","Doma V,Singh S,Arora N,Ortiz G,Saran PK,Chavarin S,Pirouz M",Pirouz M,10.1007/978-3-030-39442-4_42,California State University System,"The growing healthcare industry generates a large amount of data on patient health conditions, demographic plans, and drugs required for such conditions. These attract the attention of the medical professionals and the data scientists alike. In this paper, we propose a drug recommendation assistant built using machine learning techniques and natural language processing, which draws its accuracy from several major datasets. The proposed system makes it possible to manifest the contrasting effects, reviews, ratings, and then recommend the most ""effective"" drug for a given individual. The results of the predictive analysis were that from 2005-2015, between the ages 55 and 80, the death rates of the top deadliest diseases in the U.S. all increased drastically. Based on the current trends, with some level of accuracy, it is possible to predict the next top five medical conditions (Birth Control, Depression, Pain, Anxiety, Acne) which will be prevalent in the near future and the top five drugs for used to treat them.","Drug recommendation,Confusion matrix,Data visualization,Data manipulation",Proceedings Paper,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND","Computer Science,Telecommunications",,,,,,
6,Classification of Diabetic Retinopathy and Retinal Vein Occlusion in Human Eye Fundus Images by Transfer Learning,1130,,642-653,"Usman Ali,Muhammad Aslam,Martinez-Enriquez A. M.,Muhammad Adrees","Usman A,Muhammad A,Martinez-Enriquez AM,Muhammad A",Muhammad A,10.1007/978-3-030-39412-4_47,"UET, Dept Comp Sci & Engn, Lahore, Pakistan.","Sight threatening diseases are viral these days. Some of these are so harmful that it may cause complete vision loss. Diabetic Retinopathy (DR) and Retinal Vein Occlusion (RVO) are from this category. The first step to cure such diseases is to accurately predict it. For prediction of these diseases there is a large number of machine/deep learning algorithms employed. In this research, we have proposed a DR&RVO prediction system, which may help eye specialists for the prediction of these diseases. The proposed methodology shows that a retinal image undergoes through three main steps in a Deep Neural Network (DNN) like, preprocessing, image segmentation, and feature extraction and classification. For classification of this processed image into DR and RVO, and normal labels, pre-trained deep neural networks (DNNs) are used. More than 2680 eye fundus images are collected from 7 online available datasets, all images are converted to jpg file format during preprocessing step, after class labels distribution into three categories, the proposed model is firstly trained and then tested randomly on Inception v3, ResNet50 and Alex Net. This is done by using a deep learning technique named as 'Transfer Learning'. The accuracy obtained from these models shows that Inception v3 (85.2%) outperformed than other two state of the art models.","Diabetic Retinopathy (DR),Retinal Vein Occlusion (RVO),Transfer Learning (TL),Deep Neural Networks (DNNs)",Proceedings Paper,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND","Computer Science,Telecommunications",,,,,,
7,Car-Driver Drowsiness Monitoring by Multi-layers Deep Learning Framework and Motion Analysis,629,,169-175,"Rundo Francesco,Conoci Sabrina,Trenta Francesca,Battiato Sebastiano","Rundo F,Conoci S,Trenta F,Battiato S",Rundo F,10.1007/978-3-030-37558-4_25,STMicroelectronics,"Recent developments in the automotive industry have led to an interest in monitoring car driver drowsiness. The purpose is to develop an efficient system for the detection of bad psychophysical states in order to reduce the number of fatigue-related car accidents. Much of the current literature pays particular attention to the study of physiological signals to obtain information about cardiac activity by measuring the Heart Rate Variability (HRV). In fact, the HRV represents a useful indicator for evaluating physiological stress because it provides information about the cardiovascular system activity controlled by the Autonomic Nervous system. The present study is designed to analyze the skin micro-movements caused by blood pressure by extracting facial landmarks in order to reconstruct the photoplethysmogram (PPG) signal in a robust way. To conclude, we obtained evidence from the validation results to support the idea that the PPG signal detected by sensors and the reconstructed PPG by using facial landmarks are strongly correlated.","Machine learning,LSTM,Driver-drowsiness",Proceedings Paper,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",Engineering,,,,,,
8,The Best Approach for Early Detection of Fungi in Tomato Sauce,629,,239-246,"Palumbo Domenico,Quercia Luigi,Del Fiore Antonella,De Rossi Patrizia,Bevivino Annamaria","Palumbo D,Quercia L,Del Fiore A,De Rossi P,Bevivino A",Palumbo D,10.1007/978-3-030-37558-4_36,Italian National Agency New Technical Energy & Sustainable Economics Development,"The detection of fungal contaminations, specifically moulds, in tomato sauce stored in the refrigerator is of great importance and very attractive in smart emerging applications. Using an electronic nose (e-nose) and a Fourier transform infrared (FTIR) spectrometer, we examined two sampling methods to early detect fungal contamination: the first method looks at the accumulated headspace while the second one at the actual headspace. Interestingly, we found that we can use only one sensor to detect the moulds even before their visual development.","Mould early detection,E-nose,Machine learning",Proceedings Paper,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",Engineering,,,ELECTRONIC-NOSE,,,
9,Big Data Analysis in Crisis Management - Improving the Development Process of Hydrological and Meteorological Hazard Alerts in The Polish Hydrological and Meteorological Service,,,14906-14919,"Derek Pawel,Dobrowolska Agnieszka","Derek P,Dobrowolska A",Derek P,,Wroclaw University of Economics & Business,"Natural hazards have significant results in material and human losses. Due to the increasing intensity of weather phenomena, the national hydrological and meteorological services, which play an important role in national crisis management structures, are obliged to provide rapid and precise warnings about extreme phenomena in the hydrosphere and atmosphere. Based on this information, other participants involved in the functioning of the national crisis management system plan and implement tasks having a direct effect on the level of health, life and property protection. To meet growing demands, national services must boldly reach for solutions related to Big Data analysis, artificial intelligence (AI) and machine learning (ML) more often. The article presents a general concept of an IT system aimed at comprehensive support for the process related to issuing and distributing warnings about hydrological and meteorological hazards at the Institute of Meteorology and Water Management - National Research Institute (Polish - IMGW-PIB), acting as the national hydrological and meteorological service in Poland.","Big Data,crisis management,hydrological warnings,meteorological warnings",Proceedings Paper,"INT BUSINESS INFORMATION MANAGEMENT ASSOC-IBIMA, 34 E GERMANTOWN PIKE, NO. 327, NORRISTOWN, PA 19401 USA","Business & Economics,Science & Technology - Other Topics",,,,EDUCATION EXCELLENCE AND INNOVATION MANAGEMENT: A 2025 VISION TO SUSTAIN ECONOMIC DEVELOPMENT DURING GLOBAL CHALLENGES,,
10,A Deep Framework for Cell Mitosis Detection in Microscopy Images,,,100-103,"Shi Jian,Xin Yi,Xu Benlian,Lu Mingli,Cong Jinliang","Shi J,Xin Y,Xu BL,Lu ML,Cong JL",Xu BL,10.1109/CIS52066.2020.00030,Changshu Institute of Technology,"Detection and tracking of multiple cells is critical in biomedical research and computer vision. Resolving lineage relationships between mitotic cells has been of fundamental interest in this filed recently. Microscopy images with cells at poor imagining conditions are difficult to detect and manual operation still remains standard procedure. This paper proposed a cell detection framework consisting of a convolution neural network (CNN) cell detector and a convolutional long short-term memory (LSTM) model. The detector is modeled by a well-trained Faster RCNN network to learn various cell features, and the convolutional LSTM network is employed to capture cell mitotic events, which utilizes both appearance and motion information from candidate sequences. Experimental results on realistic low contrast cell images are presented to demonstrate the robustness and validation of the proposed method.","Convolutional LSTM,Faster RCNN,Cell Detection,Cell Division",Proceedings Paper,"IEEE COMPUTER SOC, 10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","Computer Science,Engineering,Mathematics",,,"SEGMENTATION,TRACKING",2020 16TH INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND SECURITY (CIS 2020),,
