,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Automated Quantitative Analyses of Fatigue-Induced Surface Damage by Deep Learning,13,15,,"Thomas Akhil,Durmaz Ali Riza,Straub Thomas,Eberl Chris","Thomas A,Durmaz AR,Straub T,Eberl C",Thomas A; Durmaz AR,10.3390/ma13153298,Fraunhofer Gesellschaft,"The digitization of materials is the prerequisite for accelerating product development. However, technologically, this is only beneficial when reliability is maintained. This requires comprehension of the microstructure-driven fatigue damage mechanisms across scales. A substantial fraction of the lifetime for high performance materials is attributed to surface damage accumulation at the microstructural scale (e.g., extrusions and micro crack formation). Although, its modeling is impeded by a lack of comprehensive understanding of the related mechanisms. This makes statistical validation at the same scale by micromechanical experimentation a fundamental requirement. Hence, a large quantity of processed experimental data, which can only be acquired by automated experiments and data analyses, is crucial. Surface damage evolution is often accessed by imaging and subsequent image post-processing. In this work, we evaluated deep learning (DL) methodologies for semantic segmentation and different image processing approaches for quantitative slip trace characterization. Due to limited annotated data, a U-Net architecture was utilized. Three data sets of damage locations observed in scanning electron microscope (SEM) images of ferritic steel, martensitic steel, and copper specimens were prepared. In order to allow the developed models to cope with material-specific damage morphology and imaging-induced variance, a customized augmentation pipeline for the input images was developed. Material domain generalizability of ferritic steel and conjunct material trained models were tested successfully. Multiple image processing routines to detect slip trace orientation (STO) from the DL segmented extrusion areas were implemented and assessed. In conclusion, generalization to multiple materials has been achieved for the DL methodology, suggesting that extending it well beyond fatigue damage is feasible.","deep learning,semantic segmentation,extrusions,micro cracks,slip trace analysis,generalization",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Materials Science,Metallurgy & Metallurgical Engineering,Physics",,3.92,"LOCALIZATION,SLIP",MATERIALS,https://www.mdpi.com/1996-1944/13/15/3298/pdf,
2,Analysis of Environmental Factors Affecting the Atmospheric Corrosion Rate of Low-Alloy Steel Using Random Forest-Based Models,13,15,,"Yan Luchun,Diao Yupeng,Gao Kewei","Yan LC,Diao YP,Gao KW",Gao KW,10.3390/ma13153266,University of Science & Technology Beijing,"As one of the factors (e.g., material properties, surface quality, etc.) influencing the corrosion processes, researchers have always been exploring the role of environmental factors to understand the mechanism of atmospheric corrosion. This study proposes a random forest algorithm-based modeling method that successfully maps both the steel's chemical composition and environmental factors to the corrosion rate of low-alloy steel under the corresponding environmental conditions. Using the random forest models based on the corrosion data of three different atmospheric environments, the environmental factors were proved to have different importance sequence in determining the environmental corrosivity of open and sheltered exposure test conditions. For each exposure test site, the importance of environmental features to the corrosion rate is also ranked and analyzed. Additionally, the feasibility of the random forest model to predict the corrosion rate of steel samples in the new environment is also demonstrated. The volume and representativeness of the corrosion data in the training data are considered to be the critical factors in determining its prediction performance. The above results prove that machine learning provides a useful tool for the analysis of atmospheric corrosion mechanisms and the evaluation of corrosion resistance.","atmospheric corrosion,low-alloy steel,atmospheric exposure test,feature importance,random forest,machine learning,data mining",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Materials Science,Metallurgy & Metallurgical Engineering,Physics",,3.92,"WEATHERING,STEELS,CR",MATERIALS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7435615,
3,A Novel Hybrid Model Based on a Feedforward Neural Network and One Step Secant Algorithm for Prediction of Load-Bearing Capacity of Rectangular Concrete-Filled Steel Tube Columns,25,15,,"Quang Hung Nguyen,Hai-Bang Ly,Van Quan Tran,Thuy-Anh Nguyen,Viet-Hung Phan,Tien-Thinh Le,Binh Thai Pham","Nguyen QH,Ly HB,Tran VQ,Nguyen TA,Phan VH,Le TT,Pham BT",Nguyen QH,10.3390/molecules25153486,Thuyloi University,"In this study, a novel hybrid surrogate machine learning model based on a feedforward neural network (FNN) and one step secant algorithm (OSS) was developed to predict the load-bearing capacity of concrete-filled steel tube columns (CFST), whereas the OSS was used to optimize the weights and bias of the FNN for developing a hybrid model (FNN-OSS). For achieving this goal, an experimental database containing 422 instances was firstly gathered from the literature and used to develop the FNN-OSS algorithm. The input variables in the database contained the geometrical characteristics of CFST columns, and the mechanical properties of two CFST constituent materials, i.e., steel and concrete. Thereafter, the selection of the appropriate parameters of FNN-OSS was performed and evaluated by common statistical measurements, for instance, the coefficient of determination (R-2), root mean square error (RMSE), and mean absolute error (MAE). In the next step, the prediction capability of the best FNN-OSS structure was evaluated in both global and local analyses, showing an excellent agreement between actual and predicted values of the load-bearing capacity. Finally, an in-depth investigation of the performance and limitations of FNN-OSS was conducted from a structural engineering point of view. The results confirmed the effectiveness of the FNN-OSS as a robust algorithm for the prediction of the CFST load-bearing capacity.","concrete-filled steel tube column,machine learning,neural network,one step secant algorithm,optimization",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Biochemistry & Molecular Biology,Chemistry",,4.588,"TUBULAR,STUB,COLUMNS,EXPERIMENTAL,BEHAVIOR,CFST,COLUMNS,FIRE,RESISTANCE,SHEAR-STRENGTH,QUASI-NEWTON,BOX,COLUMNS,AXIAL,LOAD,DESIGN,SQUARE",MOLECULES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7436240,
4,A New Approach for Understanding Urban Microclimate by Integrating Complementary Predictors at Different Scales in Regression and Machine Learning Models,12,15,,"Alonso Lucille,Renard Florent","Alonso L,Renard F",Alonso L,10.3390/rs12152434,Universite Jean Moulin Lyon 3,"Climate change is a major contemporary phenomenon with multiple consequences. In urban areas, it exacerbates the urban heat island phenomenon. It impacts the health of the inhabitants and the sensation of thermal discomfort felt in urban areas. Thus, it is necessary to estimate as well as possible the air temperature at any point of a territory, in particular in view of the ongoing rationalization of the network of fixed meteorological stations of Meteo-France. Understanding the air temperature is increasingly in demand to input quantitative models related to a wide range of fields, such as hydrology, ecology, or climate change studies. This study thus proposes to model air temperature, measured during four mobile campaigns carried out during the summer months, between 2016 and 2019, in Lyon (France), in clear sky weather, using regression models based on 33 explanatory variables from traditionally used data, data from remote sensing by LiDAR (Light Detection and Ranging), or Landsat 8 satellite acquisition. Three types of statistical regression were experimented: partial least square regression, multiple linear regression, and a machine learning method, the random forest regression. For example, for the day of 30 August 2016, multiple linear regression explained 89% of the variance for the study days, with a root mean square error (RMSE) of only 0.23 degrees C. Variables such as surface temperature, Normalized Difference Vegetation Index (NDVI), and Modified Normalized Difference Water Index (MNDWI) have a strong impact on the estimation model. This study contributes to the emergence of urban cooling systems. The solutions available vary. For example, they may include increasing the proportion of vegetation on the ground, facades, or roofs, increasing the number of basins and water bodies to promote urban cooling, choosing water-retaining materials, humidifying the pavement, increasing the number of public fountains and foggers, or creating shade with stretched canvas.","air temperature,surface temperature,LiDAR,multiple linear regression,Landsat 8,urban heat island",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Environmental Sciences & Ecology,Geology,Remote Sensing,Imaging Science & Photographic Technology",,5.353,"HEAT-ISLAND,INTENSITY,AIR-TEMPERATURE,SPATIAL,ASSOCIATION,DAILY,MAXIMUM,CLIMATE,INTERPOLATION,CITY,EVAPOTRANSPIRATION,DERIVATION,VEGETATION",REMOTE SENSING,https://www.mdpi.com/2072-4292/12/15/2434/pdf,
5,Smart Sensor Based on Biofeedback to Measure Child Relaxation in Out-of-Home Care,20,15,,"Jaramillo-Quintanar Daniel,Cruz-Albarran Irving A.,Guzman-Sandoval Veronica M.,Morales-Hernandez Luis A.","Jaramillo-Quintanar D,Cruz-Albarran IA,Guzman-Sandoval VM,Morales-Hernandez LA",Morales-Hernandez LA,10.3390/s20154194,"Univ Autonomous Queretaro, Engn Fac, San Juan Rio, Mechatron, Campus San Juan del Rio, San Juan Del Rio 76803, Queretaro, Mexico.","Children from out-of-home care are a vulnerable population that faces high stress and anxiety levels due to stressful experiences, such as being abused, being raped, and violence. This problem could have negative effects on their bio-psycho-social well-being if they are not provided with comprehensive psychological treatment. Numerous methods have been developed to help them relax, but there are no current approaches for assessing the relaxation level they reach. Based on this, a novel smart sensor that can evaluate the level of relaxation a child experiences is developed in this paper. It evaluates changes in thermal biomarkers (forehead, right and left cheek, chin, and maxillary) and heart rate (HR). Then, through a k-nearest neighbors (K-NN) intelligent classifier, four possible levels of relaxation can be obtained: no-relax, low-relax, relax, and very-relax. Additionally, an application (called i-CARE) for anxiety management, which is based on biofeedback diaphragmatic breathing, guided imagery, and video games, is evaluated. After testing the developed smart sensor, an 89.7% accuracy is obtained. The smart sensor used provides a reliable measurement of relaxation levels and the i-CARE application is effective for anxiety management, both of which are focused on children exposed to out-of-home care conditions.","children in out-of-home care,thermal biomarkers,biofeedback,relaxation,smart sensor",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,"PRINCIPAL,COMPONENT,THERMOGRAPHY,HEART-RATE,RESPIRATORY,RATE,EMOTION,ANALYSIS,CLASSIFICATION,HEALTH,INTERVENTIONS,RECOGNITION,SIGNAL",SENSORS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7435878,
6,Estimating Vertical Ground Reaction Force during Walking Using a Single Inertial Sensor,20,15,,"Jiang Xianta,Napier Christopher,Hannigan Brett,Eng Janice J.,Menon Carlo","Jiang XT,Napier C,Hannigan B,Eng JJ,Menon C",Menon C,10.3390/s20154345,Simon Fraser University,"The vertical ground reaction force (vGRF) and its passive and active peaks are important gait parameters and of great relevance for musculoskeletal injury analysis and prevention, the detection of gait abnormities, and the evaluation of lower-extremity prostheses. Most currently available methods to estimate the vGRF require a force plate. However, in real-world scenarios, gait monitoring would not be limited to a laboratory setting. This paper reports a novel solution using machine learning algorithms to estimate the vGRF and the timing and magnitude of its peaks from data collected by a single inertial measurement unit (IMU) on one of the lower limb locations. Nine volunteers participated in this study, walking on a force plate-instrumented treadmill at various speeds. Four IMUs were worn on the foot, shank, distal thigh, and proximal thigh, respectively. A random forest model was employed to estimate the vGRF from data collected by each of the IMUs. We evaluated the performance of the models against the gold standard measurement of the vGRF generated by the treadmill. The developed model achieved a high accuracy with a correlation coefficient, root mean square error, and normalized root mean square error of 1.00, 0.02 body weight (BW), and 1.7% in intra-participant testing, and 0.97, 0.10 BW, and 7.15% in inter-participant testing, respectively, for the shank location. The difference between the reference and estimated passive force peak values was 0.02 BW and 0.14 BW with a delay of -0.14% and 0.57% of stance duration for the intra- and inter-participant testing, respectively; the difference between the reference and estimated active force peak values was 0.02 BW and 0.08 BW with a delay of 0.45% and 1.66% of stance duration for the intra- and inter-participant evaluation, respectively. We concluded that vertical ground reaction force can be estimated using only a single IMU via machine learning algorithms. This research sheds light on the development of a portable wearable gait monitoring system reporting the real-time vGRF in real-life scenarios.","IMU,ground reaction force,gait analysis,walking",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,"PRESSURE,INSOLES,PATTERNS,SPEED",SENSORS,https://www.mdpi.com/1424-8220/20/15/4345/pdf,
7,TumorGAN: A Multi-Modal Data Augmentation Framework for Brain Tumor Segmentation,20,15,,"Li Qingyun,Yu Zhibin,Wang Yubo,Zheng Haiyong","Li QY,Yu ZB,Wang YB,Zheng HY",Wang YB,10.3390/s20154203,Xidian University,"The high human labor demand involved in collecting paired medical imaging data severely impedes the application of deep learning methods to medical image processing tasks such as tumor segmentation. The situation is further worsened when collecting multi-modal image pairs. However, this issue can be resolved through the help of generative adversarial networks, which can be used to generate realistic images. In this work, we propose a novel framework, named TumorGAN, to generate image segmentation pairs based on unpaired adversarial training. To improve the quality of the generated images, we introduce a regional perceptual loss to enhance the performance of the discriminator. We also develop a regionalL1loss to constrain the color of the imaged brain tissue. Finally, we verify the performance of TumorGAN on a public brain tumor data set, BraTS 2017. The experimental results demonstrate that the synthetic data pairs generated by our proposed method can practically improve tumor segmentation performance when applied to segmentation network training.","medical image augmentation,generative adversarial network,brain tumor segmentation,image-to-image",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,"IMAGE,MODEL",SENSORS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7435374,
8,An Energy-Efficient Fall Detection Method Based on FD-DNN for Elderly People,20,15,,"Liu Leyuan,Hou Yibin,He Jian,Lungu Jonathan,Dong Ruihai","Liu LY,Hou YB,He J,Lungu J,Dong RH",He J,10.3390/s20154192,Beijing University of Technology,"A fall detection module is an important component of community-based care for the elderly to reduce their health risk. It requires the accuracy of detections as well as maintains energy saving. In order to meet the above requirements, a sensing module-integrated energy-efficient sensor was developed which can sense and cache the data of human activity in sleep mode, and an interrupt-driven algorithm is proposed to transmit the data to a server integrated with ZigBee. Secondly, a deep neural network for fall detection (FD-DNN) running on the server is carefully designed to detect falls accurately. FD-DNN, which combines the convolutional neural networks (CNN) with long short-term memory (LSTM) algorithms, was tested on both with online and offline datasets. The experimental result shows that it takes advantage of CNN and LSTM, and achieved 99.17% fall detection accuracy, while its specificity and sensitivity are 99.94% and 94.09%, respectively. Meanwhile, it has the characteristics of low power consumption.","fall detection,ZigBee,FD-DNN,energy-efficient",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,"TECHNOLOGIES,SAFETY",SENSORS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7435651,
9,A data-driven approach based on long short-term memory and hidden Markov model for crack propagation prediction,235,,,"Nguyen-Le Duyen H.,Tao Q. B.,Vu-Hieu Nguyen,Abdel-Wahab Magd,Nguyen-Xuan H.","Nguyen-Le DH,Tao QB,Nguyen VH,Abdel-Wahab M,Nguyen-Xuan H",Nguyen-Xuan H,10.1016/j.engfracmech.2020.107085,Ho Chi Minh City University of Technology (HUTECH),"We present in this paper a combined technique of long short-term memory and hidden Markov model to prediction problems of crack propagation in engineering. The primary advantage of the hidden Markov model is that the ability to learn with less information, in other words, its future states do not depend on past ones, based only on the present state. We use long short-term memory to train data, and output consequences improved by adding predicted different changes that are computed by hidden Markov model. Applying this combined method to numerical examples of forecasting crack propagation of singled-edge-notched beam forced by 4-point shear, crack-height growth in Marcellus shale under the hydraulic fracturing and deformations of dam structures made from fiber reinforced concrete material is addressed. The tests were carried out with many different sizes of experimental data. It was found that a combined long short-term memory - hidden Markov model results in more accurate solution than only using long short-term memory, especially in the case of the dataset that is lack of information.","Machine learning,Deep learning,Recurrent neural network,Long short-term memory,Hidden Markov model,Fracture mechanics,Hydraulic fracturing",Article,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",Mechanics,,4.243,"PROBABILISTIC,FUNCTIONS,MECHANICS",ENGINEERING FRACTURE MECHANICS,,
10,Combining t-Distributed Stochastic Neighbor Embedding With Convolutional Neural Networks for Hyperspectral Image Classification,17,8,1368-1372,"Gao Lianru,Gu Daixin,Zhuang Lina,Ren Jinchang,Yang Dong,Zhang Bing","Gao LR,Gu DX,Zhuang LN,Ren JC,Yang D,Zhang B",Zhang B,10.1109/LGRS.2019.2945122,Chinese Academy of Sciences,"Hyperspectral images (HSIs), featured by high spectral resolution over a wide range of electromagnetic spectra, have been widely used to characterize materials with subtle differences in the spectral domain. However, a large number of bands and an insufficient number of sample pixels for each class are challenging for traditional machine learning-based classifiers. As alternative tools for feature extraction, neural networks have received extensive attention. This letter proposes to combine t-distributed stochastic neighbor embedding (t-SNE) with a convolutional neural network (CNN) for HSI classification. Our framework is designed to automatically capture the potential assembly features, which are extracted from both the dimension-reduced CNN (DR-CNN) and the multiscale-CNN. Experimental results show that the proposed classification framework outperforms several state-of-the-art techniques for three real data sets.","Feature extraction,Kernel,Hyperspectral imaging,Manifolds,Data mining,Convolutional neural networks,Assembly fusion,convolutional neural network (CNN),dimensionality reduction,hyperspectral image (HSI) classification,t-distributed stochastic neighbor embedding (t-SNE)",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Geochemistry & Geophysics,Engineering,Remote Sensing,Imaging Science & Photographic Technology",,3.986,,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,
