,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,3D Human Knee Flexion Angle Estimation Using Deep Convolutional Neural Networks,,,5424-5427,"Chalangari Pouria,Fevens Thomas,Rivaz Hassan","Chalangari P,Fevens T,Rivaz H",Chalangari P,,Concordia University - Canada,"An Anterior Cruciate Ligament (ACL) injury can cause a serious burden, especially for athletes participating in relatively risky sports. This raises a growing incentive for designing injury-prevention programs. For this purpose, the analysis of the drop jump landing test, for example, can provide a useful asset for recognizing those who are more likely to sustain knee injuries. Knee flexion angle plays a key role within these test scenarios. Multiple research efforts have been conducted on engaging existing technologies such as the Microsoft Kinect sensor and Motion Capture (MoCap) to investigate the connection between the lower limb angle ranges during jump tests and the injury risk associated with them. Even though these technologies provide sufficient capabilities to researchers and clinicians, they need certain levels of knowledge to enable them to utilize these facilities. Moreover, these systems demand special requirements and setup procedures which make them limiting. Due to recent advances in the area of Deep Learning, numerous powerful 3D pose estimation algorithms have been developed over the last few years. Having access to relatively reliable and accurate 3D body keypoint information can lead to successful detection and prevention of injury. The idea of combining temporal convolutions in video sequences with deep Convolutional Neural Networks (CNNs) offer a substantial opportunity to tackle the challenging task of accurate 3D human pose estimation. Using the Microsoft Kinect sensor as our ground truth, we analyze the performance of CNN-based 3D human pose estimation in everyday settings. The qualitative and quantitative results are convincing enough to give an incentive to pursue further improvements, especially in the task of lower extremity kinematics estimation. In addition to the performance comparison between Kinect and CNN, we have also verified the high-margin of consistency between two Kinect sensors.","CRUCIATE LIGAMENT INJURY,SYSTEM",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,"CRUCIATE,LIGAMENT,INJURY,SYSTEM",,,
2,A Preliminary Study of Predicting Effectiveness of Anti-VEGF Injection Using OCT Images Based on Deep Learning,,,5428-5431,"Feng Dehua,Chen Xi,Zhou Zhiguo,Liu Haotian,Wang Yanfen,Bai Ling,Zhang Shu,Mou Xuanqin","Feng DH,Chen X,Zhou ZG,Liu HT,Wang YF,Bai L,Zhang S,Mou XQ",Mou XQ,,Xi'an Jiaotong University,"Deep learning based radiomics have made great progress such as CNN based diagnosis and U-Net based segmentation. However, the prediction of drug effectiveness based on deep learning has fewer studies. Choroidal neovascularization (CNV) and cystoid macular edema (CME) are the diseases often leading to a sudden onset but progressive decline in central vision. And the curative treatment using anti-vascular endothelial growth factor (anti-VEGF) may not be effective for some patients. Therefore, the prediction of the effectiveness of anti-VEGF for patients is important. With the development of Convolutional Neural Networks (CNNs) coupled with transfer learning, medical image classifications have achieved great success. We used a method based on transfer learning to automatically predict the effectiveness of anti-VEGF by Optical Coherence tomography (OCT) images before giving medication. The method consists of image preprocessing, data augmentation and CNN-based transfer learning, the prediction AUC can be over 0.8. We also made a comparison study of using lesion region images and full OCT images on this task. Experiments shows that using the full OCT images can obtain better performance. Different deep neural networks such as AlexNet, VGG-16, GooLeNet and ResNet-50 were compared, and the modified ResNet-50 is more suitable for predicting the effectiveness of anti-VEGF.",CONVOLUTIONAL NEURAL-NETWORKS,Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,"CONVOLUTIONAL,NEURAL-NETWORKS",,,
3,Comparing laboratory and in-the-wild data for continuous Parkinson's Disease tremor detection,,,5436-5441,"Zhang Ada,De la Torre Fernando,Hodgins Jessica","Zhang A,De la Torre F,Hodgins J",Zhang A,,Carnegie Mellon University,"Passive, continuous monitoring of Parkinson's Disease (PD) symptoms in the wild (i.e., in home environments) could improve disease management, thereby improving a patient's quality of life. We envision a system that uses machine learning to automatically detect PD symptoms from accelerometer data collected in the wild. Building such systems, however, is challenging because it is difficult to obtain labels of symptom occurrences in the wild. Many researchers therefore train machine learning algorithms on laboratory data with the assumption that findings will translate to the wild. This paper assesses how well laboratory data represents wild data by comparing PD symptom (tremor) detection performance of three models on both lab and wild data. Findings indicate that, for this application, laboratory data is not a good representation of wild data. Results also show that training on wild data, even though labels are less precise, leads to better performance on wild data than training on accurate labels from laboratory data.","OBJECTIVE ASSESSMENT,MOTOR SYMPTOMS,BRADYKINESIA,DYSKINESIA",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,"OBJECTIVE,ASSESSMENT,MOTOR,SYMPTOMS,BRADYKINESIA,DYSKINESIA",,,
4,Supervised Machine-Learning Algorithms in Real-time Prediction of Hypotensive Events,,,5468-5471,"Moghadam Mina Chookhachizadeh,Masoumi Ehsan,Bagherzadeh Nader,Ramsingh Davinder,Kain Zeev N.","Moghadam MC,Masoumi E,Bagherzadeh N,Ramsingh D,Kain ZN",Moghadam MC,,University of California System,"Hypotension is common in critically ill patients. Early prediction of hypotensive events in the Intensive Care Units (ICUs) allows clinicians to pre-emptively treat the patient and avoid possible organ damage. In this study, we investigate the performance of various supervised machine-learning classification algorithms along with a real-time labeling technique to predict acute hypotensive events in the ICU. It is shown that logistic regression and SVM yield a better combination of specificity, sensitivity and positive predictive value (PPV). Logistic regression is able to predict 85% of events within 30 minutes of their onset with 81% PPV and 96% specificity, while SVM results in 96% specificity, 83% sensitivity and 82% PPV. To further reduce the false alarm rate, we propose a high-level decision-making algorithm that filters isolated false positives identified by the machine-learning algorithms. By implementing this technique, 24% of the false alarms are filtered. This saves 21 hours of medical staff time through 2,560 hours of monitoring and significantly reduces the disturbance caused by alarming monitors.",,Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,,,,
5,Learning a Phenotypic-Attribute Attentional Brain Connectivity Embedding for ADHD Classification using rs-fMRI,,,5472-5475,"Gao Ming-Shan,Tsai Fu-Sheng,Lee Chi-Chun","Gao MS,Tsai FS,Lee CC",Lee CC,,National Tsing Hua University,"Automated diagnosis of Attention Deficit/Hyperactivity Disorder (ADHD) from brain's functional imaging has gained more interest due to its high prevalence rates among children. While phenotypic information, such as age and gender, is known to be important in diagnosing ADHD and critically affects the representation derived from fMRI brain images, limited studies have integrated phenotypic information when learning discriminative embedding from brain imaging for such an automatic classification task. In this work, we propose to integrate age and gender attributes through attention mechanism that is jointly optimized when learning a brain connectivity embedding using convolutional variational autoencoder derived from resting state functional magnetic resonance imaging (rs-fMRI) data. Our proposed framework achieves a state-of-the-art average of 86.22% accuracy in ADHD vs. typical develop control (TDC) binary classification task evaluated across five public ADHD-200 competition datasets. Furthermore, our analysis points out that there are insufficient linked connections to the brain region of precuneus in the ADHD group.","DEFICIT HYPERACTIVITY DISORDER,GENDER,MRI,AGE",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,"DEFICIT,HYPERACTIVITY,DISORDER,GENDER,MRI,AGE",,,
6,A Knowledge-Reserved Distillation with Complementary Transfer for Automated FC-based Classification Across Hematological Malignancies,,,5482-5485,"Li Jeng-Lin,Chang Ting-Yu,Wang Yu-Fen,Ko Bor-Sheng,Tang Jih-Luh,Lee Chi-Chun","Li JL,Chang TY,Wang YF,Ko BS,Tang JL,Lee CC",Lee CC,,National Tsing Hua University,"Acute leukemia often comes with life-threatening prognosis outcome and remains a critical clinical issue today. The implementation of measurable residual disease (MRD) using flow cytometry (FC) is highly effective but the interpretation is time-consuming and suffers from physician idiosyncrasy. Recent machine learning algorithms have been proposed to automatically classify acute leukemia samples with and without MRD to address this clinical need. However, most prior works either validate only on a small data cohort or focus on one specific type of leukemia which lacks generalization. In this work, we propose a transfer learning approach in performing automatic MRD classification that takes advantage of a large scale acute myeloid leukemia (AML) database to facilitate better learning on a small cohort of acute lymphoblastic leukemia (ALL). Specifically, we develop a knowledge-reserved distilled AML pre-trained network with ALL complementary learning to enhance the ALL MRD classification. Our framework achieves 84.5% averaged AUC which shows its transferability across acute leukemia, and our further analysis reveals that younger and elder ALL patient samples benefit more from using the pre-trained AML model.",,Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,,,,
7,Decision Tree Learning Algorithm for Classifying Knee Injury Status Using Return-to-Activity Criteria,,,5494-5497,"Girard Celine I,Warren Claire E.,Romanchuk Nicholas J.,Del Bel Michael J.,Carsen Sasha,Chan Adrian D. C.,Benoit Daniel L.","Girard CI,Warren CE,Romanchuk NJ,Del Bel MJ,Carsen S,Chan ADC,Benoit DL",Girard CI,,University of Ottawa,"Anterior cruciate ligament (ACL) injury rates in female adolescents are increasing. Irrespective of treatment options, approximately 1/3 will suffer secondary ACL injuries following their return to activity (RTA). Despite this, there are no evidence-informed RTA guidelines to aid clinicians in deciding when this should occur. The first step towards these guidelines is to identify relevant and feasible measures to assess the functional status of these patients. The purpose of this study was therefore to evaluate tests frequently used to assess functional capacity following surgery using a Reduced Error Pruning Tree (REPT). Thirty-six healthy and forty-two ACL-injured adolescent females performed a series of functional tasks. Motion analysis along with spatiotemporal measures were used to extract thirty clinically relevant variables. The REPT reduced these variables down to two limb symmetry measures (maximum anterior hop and maximum lateral hop), capable of classifying injury status between the healthy and ACL injured participants with a 69% sensitivity, 78% specificity and kappa statistic of 0.464. We, therefore, conclude that the REPT model was able to evaluate functional capacity as it relates to injury status in adolescent females. We also recommend considering these variables when developing RTA assessments and guidelines.","CRUCIATE LIGAMENT RECONSTRUCTION,ANTERIOR,SPORT,AGREEMENT,TRENDS",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,"CRUCIATE,LIGAMENT,RECONSTRUCTION,ANTERIOR,SPORT,AGREEMENT,TRENDS",,https://ieeexplore.ieee.org/ielx7/9167168/9175149/09176010.pdf,
8,Nonlinear Machine Learning Models for Insulin Bolus Estimation in Type 1 Diabetes Therapy,,,5502-5505,"Noaro G.,Cappon G.,Sparacino G.,Del Favero S.,Facchinetti A.","Noaro G,Cappon G,Sparacino G,Del Favero S,Facchinetti A",Noaro G,,University of Padua,"Type 1 diabetes (T1D) therapy requires multiple daily insulin injections to compensate the lack of endogenous insulin production due to fi-cells destruction. An empirical standard formula (SF) is commonly used for such a task. Unfortunately, SF does not include information on glucose dynamics, e.g. the glucose rate-of-change (ROC) provided by continuous glucose monitoring (CGM) sensor. Hence, SF can sometimes lead to under/overestimations that can cause critical hypo/hyperglycemic episodes during/after the meal. Recently, to overcome this limitation, we proposed new linear regression models, integrating ROC information and personalized features. Despite the first encouraging results, the nonlinear nature of the problem calls for the application of nonlinear models. In this work, random forest (RF) and gradient boosting tree (GBT), nonlinear machine learning methodologies, were investigated. A dataset of 100 virtual subjects, opportunely divided into training and testing sets, was used. For each individual, a single-meal scenario with different meal conditions (preprandial ROC, BG and meal amounts) was simulated. The assessment was performed both in terms of accuracy in estimating the optimal bolus and glycemic control. Results were compared to the best performing linear model previously developed. The two tree-based models proposed lead to a statistically significant improvement of glycemic control compared to the linear approach, reducing the time spent in hypoglycemia (from 32.49% to 27.57-25.20% for RF and GBT, respectively). These results represent a preliminary step to prove that nonlinear machine learning techniques can improve the estimation of insulin bolus in T1D therapy. Particularly, RF and GBT were shown to outperform the previously linear models proposed.",,Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,,,,
9,A Robust Blood-based Signature of Cerebrospinal Fluid A beta(42) Status,,,5523-5526,"Eke Chima S.,Sakr Fatemah,Jammeh E.,Zhao Peng,Ifeachor E.","Eke CS,Sakr F,Jammeh E,Zhao P,Ifeachor E",Eke CS,,University of Plymouth,"Early detection of Alzheimer's disease (AD) is of vital importance in the development of disease-modifying therapies. This necessitates the use of early pathological indicators of the disease such as amyloid abnormality to identify individuals at early disease stages where intervention is likely to be most effective. Recent evidence suggests that cerebrospinal fluid (CSF) amyloid beta(1-42) (A beta(42)) level may indicate AD risk earlier compared to amyloid positron emission tomography (PET). However, the method of collecting CSF is invasive. Blood-based biomarkers indicative of CSF A beta(42) status may remedy this limitation as blood collection is minimally invasive and inexpensive. In this study, we show that APOE4 genotype and blood markers comprising EOT3, APOC1, CGA, and A beta(42) robustly predict CSF A beta(42) with high classification performance (0.84 AUC, 0.82 sensitivity, 0.62 specificity, 0.81 PPV and 0.64 NPV) using machine learning approach. Due to the method employed in the biomarker search, the identified biomarker signature maintained high performance in more than a single machine learning algorithm, indicating potential to generalize well. A minimally invasive and cost-effective solution to detecting amyloid abnormality such as proposed in this study may be used as a first step in a multi-stage diagnostic workup to facilitate enrichment of clinical trials and population-based screening.","ALZHEIMERS-DISEASE,AMYLOID BIOMARKERS,DEFINITION,SELECTION",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,"ALZHEIMERS-DISEASE,AMYLOID,BIOMARKERS,DEFINITION,SELECTION",,,
10,Classifying Mild Cognitive Impairment from Behavioral Responses in Emotional Arousal and Valence Evaluation Task - AI Approach for Early Dementia Biomarker in Aging Societies -,,,5537-5543,"Rutkowski Tomasz M.,Abe Masato S.,Koculak Marcin,Otake-Matsuura Mihoko","Rutkowski TM,Abe MS,Koculak M,Otake-Matsuura M",Rutkowski TM,,RIKEN,"The presented paper discusses a practical application of machine learning (ML) in the so-called 'AI for social good' domain and in particular concerning the problem of a potential elderly adult dementia onset prediction. An increase in dementia cases is producing a significant medical and economic weight in many countries. Approximately 47 million older adults live with a dementia spectrum of neurocognitive disorders, according to an up-to-date statement of the World Health Organization (WHO), and this amount will triple within the next thirty years. This growing problem calls for possible application of AI-based technologies to support early diagnostics for cognitive interventions and a subsequent mental wellbeing monitoring as well as maintenance with so-called 'digital-pharma' or 'beyond a pill' therapeutical strategies. The paper explains our attempt and encouraging preliminary study results of behavioral responses analysis in a facial emotion implicit-short-term-memory learning and evaluation experiment. We present results of various shallow and deep learning machine learning models for digital biomarkers of dementia progress detection and monitoring. The discussed machine-learning models result in median accuracies right below a 90% benchmark using classical shallow and deep learning approaches for automatic discrimination of normal cognition versus a mild cognitive impairment (MCI). The classifier input features consist of an older adult emotional valence and arousal recognition responses, together with reaction times, as well as with self-reported university-level degree education and age, as obtained from a group of 35 older adults participating voluntarily in the reported dementia biomarker development project. The presented results showcase the inherent social benefits of artificial intelligence (AI) utilization for the elderly and establish a step forward to advance machine learning (ML) approaches for the subsequent employment of simple behavioral examination for MCI and dementia onset diagnostics.",ALZHEIMERS-DISEASE,Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA",Engineering,,,ALZHEIMERS-DISEASE,,,
