,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Causal Inference Machine Learning Leads Original Experimental Discovery in CdSe/CdS Core/Shell Nanoparticles,11,17,7232-7238,"Liu Rulin,Hao Junjie,Li Jiagen,Wang Shujie,Liu Haochen,Zhou Ziming,Delville Marie-Helene,Cheng Jiaji,Wang Kai,Zhu Xi","Liu RL,Hao JJ,Li JG,Wang SJ,Liu HC,Zhou ZM,Delville MH,Cheng JJ,Wang K,Zhu X",Zhu X,10.1021/acs.jpclett.0c02115,Chinese University of Hong Kong,"The synthesis of CdSe/CdS core/shell nanoparticles was revisited with the help of a causal inference machine learning framework. The tadpole morphology with 1-2 tails was experimentally discovered. The causal inference model revealed the causality between the oleic acid (OA), octadecylphosphonic acid (ODPA) ligands, and the detailed tail shape of the tadpole morphology. Further, with the identified causality, a neural network was provided to predict and directly lead to the original experimental discovery of new tadpole-shaped structures. An entropy-driven nucleation theory was developed to understand both the ligand and temperature dependent experimental data and the causal inference from the machine learning framework. This work provided a vivid example of how the artificial intelligence technology, including machine learning, could benefit the materials science research for the discovery.","DENSITY-FUNCTIONAL THEORY,SHAPE-CONTROLLED SYNTHESIS,AB-INITIO,SEMICONDUCTOR CLUSTERS,CRYSTAL-STRUCTURE,LIGAND-BINDING,SEEDED GROWTH,NANOCRYSTALS,CDS,1ST-PRINCIPLES",Article,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Chemistry,Science & Technology - Other Topics,Materials Science,Physics",,7.643,"DENSITY-FUNCTIONAL,THEORY,SHAPE-CONTROLLED,SYNTHESIS,AB-INITIO,SEMICONDUCTOR,CLUSTERS,CRYSTAL-STRUCTURE,LIGAND-BINDING,SEEDED,GROWTH,NANOCRYSTALS,CDS,1ST-PRINCIPLES",JOURNAL OF PHYSICAL CHEMISTRY LETTERS,https://hal.archives-ouvertes.fr/hal-02922356/document,
2,Impact of spatiotemporal land-use and land-cover changes on surface urban heat islands in a semiarid region using Landsat data,14,2,250-270,"Kamali Maskooni Ehsan,Hashemi Hossein,Berndtsson Ronny,Daneshkar Arasteh Peyman,Kazemi Mohammad","Maskooni EK,Hashemi H,Berndtsson R,Arasteh PD,Kazemi M",Maskooni EK,10.1080/17538947.2020.1813210,"Univ Hormozgan, Dept Watershed Management & Engn, Bandar Abbas, Iran.","Many factors are involved in urban heat island development, such as lack of green spaces, improper choice of building materials, densification, and other human activities. The aim of this research was to quantify the effects of land-use/land-cover (LU/LC) changes on urban land surface temperature (LST) during a 25-year period (1993-2018) for the semiarid Shiraz City in southern Iran using Landsat data (TM, ETM+, and OLI/TIRS) and machine learning algorithms. Five main LU/LC classes, such as orchard, vegetation, bare surface, asphalt cover, and built-up areas, were identified using a support vector machine algorithm. Landsat images were used to retrieve normalized difference vegetation index (NDVI) and normalized difference built-up index (NDBI). The results showed that the mean LST over the entire study domain increased considerably between 1993 and 2018, due to urbanization, decrease of green areas, and increasing industrial areas. Built-up areas increased considerably by 25.8% from 80 to 100.6 km(2)between 1993 and 2018, while vegetation cover decreased dramatically by 69.3%. Mean LST increased from 38.4 to 40.2 degrees C during the 25-year period with a significant increase of 3.9 degrees C between 2013 and 2018. In addition, the Urban heat island Ratio Index (URI) displayed a substantial upward trend during the 25-year period.","Urbanization,urban heat island,land use,land cover,semiarid,population density",Article,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Physical Geography,Remote Sensing",,3.888,"TEMPERATURE,CITY,INDEX",INTERNATIONAL JOURNAL OF DIGITAL EARTH,https://www.tandfonline.com/doi/pdf/10.1080/17538947.2020.1813210?needAccess=true,
3,Remote diagnosis of diabetics patient through speech engine and fuzzy based machine learning algorithm,23,4,789-798,"Shankar G. Siva,Manikandan K.","Shankar GS,Manikandan K",Manikandan K,10.1007/s10772-020-09742-7,Vellore Institute of Technology,"As recent development of technology, it enables patients to get treatment remotely from doctors through audio conversation. The fourth highest number of death every year is caused by diabetics. Almost 50% to 80% of patients can avoid diabetics if the cause is found at the early stage. In this paper, we propose a new methodology to detect Diabetes at an early stage and recommend few attributes in which the patient needs to be careful in order to avoid diabetics. The proposed methodology makes use of fuzzy logic and kNN classifier to find out the caution attributes and recommends them as soon as possible. The proposed algorithm detects the audio signals from patients or clinical labs to process the data. We implemented our proposed methodology on Pima Indian dataset and compared with existing algorithms and the result shows that our algorithm outperforms existing algorithms.","Diabetes detection,Individual attribute,Fuzzy rules,kNN,Machine learning",Article,"SPRINGER, ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",Engineering,,,,INTERNATIONAL JOURNAL OF SPEECH TECHNOLOGY,,
4,Wave-function positivization via automatic differentiation,2,3,,"Torlai Giacomo,Carrasquilla Juan,Fishman Matthew T.,Melko Roger G.,Fisher Matthew P. A.","Torlai G,Carrasquilla J,Fishman MT,Melko RG,Fisher MPA",Torlai G,10.1103/PhysRevResearch.2.032060,"Flatiron Inst, Ctr Computat Quantum Phys, New York, NY 10010 USA.","We introduce a procedure to systematically search for a local unitary transformation that maps a wave function with a nontrivial sign structure into a positive-real form. The transformation is parametrized as a quantum circuit compiled into a set of one- and two-qubit gates. We design a cost function that maximizes the average sign of the output state and removes its complex phases. The optimization of the gates is performed through automatic differentiation algorithms, widely used in the machine learning community. We provide numerical evidence for significant improvements in the average sign for a two-leg triangular Heisenberg ladder with next-to-nearest-neighbor and ring-exchange interactions. This model exhibits phases where the sign structure can be removed by simple local one-qubit unitaries, but also an exotic Bose-metal phase whose sign structure induces ""Bose surfaces"" with a fermionic character and a higher entanglement that requires deeper circuits.",,Article,"AMER PHYSICAL SOC, ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA",Physics,,,,PHYSICAL REVIEW RESEARCH,http://arxiv.org/pdf/1906.04654,
5,Recent Progress in Non-Precious Metal Single Atomic Catalysts for Solar and Non-Solar Driven Hydrogen Evolution Reaction,4,11,,"Liu Jing,Wu Hongmei,Li Feng,Feng Xiaoqian,Zhang Peng,Gao Lian","Liu J,Wu HM,Li F,Feng XQ,Zhang P,Gao L",Liu J; Zhang P; Gao L,10.1002/adsu.202000151,Shanghai Jiao Tong University,"It is of practical importance to develop efficient non-precious metal hydrogen-evolving catalysts for cost-effective sustainable hydrogen production from water. In recent years, constructing single-atomic catalysts (SACs) has been demonstrated to be an efficacious way to boost the catalytic activity of hydrogen evolution reaction (HER) catalysts, although most of them are based on noble metals. Very recently, great advances have been achieved in noble metal-free SACs by design of compatible material systems and implementation of novel synthetic strategies, which are determinative for the amount and pattern of metallic single atoms to be anchored on the supports and consequently the electronic states and coordination environment of the atoms. This progress report summarizes perspectives of compositions of the SACs with appropriate synthetic methods, and their relationships with the HER catalytic performance. In addition, some state-of-the-art technologies, for example, in situ techniques, high throughput techniques, and machine learning, are suggested to help the design, preparation, and characterization of SACs.","electrocatalysis,hydrogen evolution reaction,photocatalysis,single atomic catalysts",Article,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Science & Technology - Other Topics,Materials Science",,6.434,"EFFICIENT,OXYGEN,REDUCTION,ACTIVE,EDGE,SITES,N-DOPED,CARBON,BIFUNCTIONAL,ELECTROCATALYSTS,ORGANIC,FRAMEWORKS,ELECTRON-TRANSFER,MOS2,NANOSHEETS,POROUS,CARBON,WATER,COBALT",ADVANCED SUSTAINABLE SYSTEMS,,
6,Autonomous pH control by reinforcement learning for electroplating industry wastewater,140,,,"Goulart Douglas Alves,Pereira Renato Dutra","Goulart DA,Pereira RD",Goulart DA,10.1016/j.compchemeng.2020.106909,Universidade Federal do Rio Grande,"The electroplating industry, due to steps such as pickling, generates acid pH wastewater. Its treatment is important for environmental preservation and the future recovery of metals. Therefore, the main objective of this work was the development of an autonomous pH controller for electroplating industry liquid effluents, based on fully automated Reinforcement Learning (RL). In order to do that, a Continuous Stirred-Tank Reactor (CSTR) neutralization simulator, and an adapted Particle Swarm Optimization (PSO) algorithm to automate the choice of RL hyperparameters were developed. The controller was developed and validated when it stabilized the effluent's pH in a neutral range in different scenarios during the regulatory and servo operations better than a Proportional Integral Derivative (PID) controller. The development of autonomous wastewater pH control systems in coated surface treatment units is a significant advancement, as it reduces human intervention and allows the monitoring of variability associated with the electroplating industry. (C) 2020 Elsevier Ltd. All rights reserved.","Machine learning,Actor-Critic,Metaheuristic optimization,Hyperparameters,Cloud computing",Article,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Computer Science,Engineering",,3.724,"PREDICTIVE,CONTROL",COMPUTERS & CHEMICAL ENGINEERING,,
7,A hierarchical constrained reinforcement learning for optimization of bitumen recovery rate in a primary separation vessel,140,,,"Shafi Hareem,Velswamy Kirubakaran,Ibrahim Fadi,Huang Biao","Shafi H,Velswamy K,Ibrahim F,Huang BA",Huang BA,10.1016/j.compchemeng.2020.106939,University of Alberta,"This work proposes a two-level hierarchical constrained control structure for reinforcement learning (RL) with application in a Primary Separation Vessel (PSV). The lower level is concerned with servo tracking and regulation of the interface level against variances in ore quality by manipulating middlings flow rate. At the higher level, with the objective to optimize bitumen recovery rate, a supervisory interface level setpoint control is implemented. To prevent sanding, tailings density regulation using tailings withdrawal flow rate is proposed. For each case, an asynchronous advantage actor-critic (A3C) based agent is chosen to interact with a high-fidelity PSV model to learn the near optimal control strategy through episodic interactions. Each of the three control loops is sequentially learnt. In the interface level control loop, a behavioral cloning based two-phase learning scheme to promote stable state space exploration is proposed. The proposed hierarchical structure successfully demonstrates improved bitumen recovery rate by manipulating the interface level while preventing sanding. (c) 2020 Elsevier Ltd. All rights reserved.","Primary separation vessel,Oil sands,Machine learning,Reinforcement learning,Process control",Article,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Computer Science,Engineering",,3.724,,COMPUTERS & CHEMICAL ENGINEERING,,
8,A Novel THz Differential Spectral Clustering Recognition Method Based on t-SNE,2020,,,"Li Tie-Jun,Chen Chih-Cheng,Liu Jian-jun,Shao Gui-fang,Chan Christopher Chun Ki","Li TJ,Chen CC,Liu JJ,Shao GF,Chan CCK",Chen CC,10.1155/2020/6787608,Jimei University,"We apply time-domain spectroscopy (THz) imaging technology to perform nondestructive detection on three industrial ceramic matrix composite (CMC) samples and one silicon slice with defects. In terms of spectrum recognition, a low-resolution THz spectrum image results in an ineffective recognition on sample defect features. Therefore, in this article, we propose a spectrum clustering recognition model based on t-distribution stochastic neighborhood embedding (t-SNE) to address this ineffective sample defect recognition. Firstly, we propose a model to recognize a reduced dimensional clustering of different spectrums drawn from the imaging spectrum data sets, in order to judge whether a sample includes a feature indicating a defect or not in a low-dimensional space. Second, we improve computation efficiency by mapping spectrum data samples from high-dimensional space to low-dimensional space by the use of a manifold learning algorithm (t-SNE). Finally, to achieve a visible observation of sample features in low-dimensional space, we use a conditional probability distribution to measure the distance invariant similarity. Comparative experiments indicate that our model can judge the existence of sample defect features or not through spectrum clustering, as a predetection process for image analysis.",REDUCTION,Article,"HINDAWI LTD, ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, W1T 5HF, ENGLAND","Mathematics,Science & Technology - Other Topics",,1.067,REDUCTION,DISCRETE DYNAMICS IN NATURE AND SOCIETY,https://downloads.hindawi.com/journals/ddns/2020/6787608.pdf,
9,Critical Review of Processing and Classification Techniques for Images and Spectra in Microplastic Research,74,9,989-1010,"Cowger Win,Gray Andrew,Christiansen Silke H.,DeFrond Hannah,Deshpande Ashok D.,Hemabessiere Ludovic,Lee Eunah,Mill Leonid,Munno Keenan);,Ossmann Barbara E.","Cowger W,Gray A,Christiansen SH,DeFrond H,Deshpande AD,Hemabessiere L,Lee E,Mill L,Munno K,Ossmann BE",Cowger W,10.1177/0003702820929064,University of California System,"Microplastic research is a rapidly developing field, with urgent needs for high throughput and automated analysis techniques. We conducted a review covering image analysis from optical microscopy, scanning electron microscopy, fluorescence microscopy, and spectral analysis from Fourier transform infrared (FT-IR) spectroscopy, Raman spectroscopy, pyrolysis gas-chromatography mass-spectrometry, and energy dispersive X-ray spectroscopy. These techniques were commonly used to collect, process, and interpret data from microplastic samples. This review outlined and critiques current approaches for analysis steps in image processing (color, thresholding, particle quantification), spectral processing (background and baseline subtraction, smoothing and noise reduction, data transformation), image classification (reference libraries, morphology, color, and fluorescence intensity), and spectral classification (reference libraries, matching procedures, and best practices for developing in-house reference tools). We highlighted opportunities to advance microplastic data analysis and interpretation by (i) quantifying colors, shapes, sizes, and surface topologies with image analysis software, (ii) identifying threshold values of particle characteristics in images that distinguish plastic particles from other particles, (iii) advancing spectral processing and classification routines, (iv) creating and sharing robust spectral libraries, (v) conducting double blind and negative controls, (vi) sharing raw data and analysis code, and (vii) leveraging readily available data to develop machine learning classification models. We identified analytical needs that we could fill and developed supplementary information for a reference library of plastic images and spectra, a tutorial for basic image analysis, and a code to download images from peer reviewed literature. Our major findings were that research on microplastics was progressing toward the use of multiple analytical methods and increasingly incorporating chemical classification. We suggest that new and repurposed methods need to be developed for high throughput screening using a diversity of approaches and highlight machine learning as one potential avenue toward this capability.","Microplastic,gas chromatography-mass spectrometry,GC-MS,fluorescence,microscopy,high throughput,automation,Fourier transform infrared,FT-IR,plastic,image analysis,machine learning,artificial intelligence,plastic pollution",Review,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Instruments & Instrumentation,Spectroscopy",,2.296,"MARINE-ENVIRONMENT,RAMAN-SPECTROSCOPY,BACKGROUND,SUBTRACTION,SIZED,MICROPLASTICS,PLASTIC,PARTICLES,TEXTILE,FIBERS,SURFACE,WATERS,DEMERSAL,FISH,GREAT-LAKES,PYR-GC%2FMS",APPLIED SPECTROSCOPY,https://zenodo.org/record/5242722/files/Applied%20Spectroscopy%202020%2074%20989%20Cowger.pdf,
10,Machine-learning interatomic potentials enable first-principles multiscale modeling of lattice thermal conductivity in graphene/borophene heterostructures,7,9,2359-2367,"Mortazavi Bohayra,Podryabinkin Evgeny V,Roche Stephan,Rabczuk Timon,Zhuang Xiaoying,Shapeev Alexander V","Mortazavi B,Podryabinkin EV,Roche S,Rabczuk T,Zhuang XY,Shapeev AV",Mortazavi B,10.1039/d0mh00787k,University of Hannover,"One of the ultimate goals of computational modeling in condensed matter is to be able to accurately compute materials properties with minimal empirical information. First-principles approaches such as density functional theory (DFT) provide the best possible accuracy on electronic properties but they are limited to systems up to a few hundreds, or at most thousands of atoms. On the other hand, classical molecular dynamics (CMD) simulations and the finite element method (FEM) are extensively employed to study larger and more realistic systems, but conversely depend on empirical information. Here, we show that machine-learning interatomic potentials (MLIPs) trained over shortab initiomolecular dynamics trajectories enable first-principles multiscale modeling, in which DFT simulations can be hierarchically bridged to efficiently simulate macroscopic structures. As a case study, we analyze the lattice thermal conductivity of coplanar graphene/borophene heterostructures, recently synthesized experimentally (Sci. Adv., 2019,5, eaax6444), for which no viable classical modeling alternative is presently available. Our MLIP-based approach can efficiently predict the lattice thermal conductivity of graphene and borophene pristine phases, the thermal conductance of complex graphene/borophene interfaces and subsequently enable the study of effective thermal transport along the heterostructures at continuum level. This work highlights that MLIPs can be effectively and conveniently employed to enable first-principles multiscale modelingviahierarchical employment of DFT/CMD/FEM simulations, thus expanding the capability for computational design of novel nanostructures.","TOTAL-ENERGY CALCULATIONS,TRANSPORT,GRAPHENE",Article,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Chemistry,Materials Science",,14.931,"TOTAL-ENERGY,CALCULATIONS,TRANSPORT,GRAPHENE",MATERIALS HORIZONS,https://digital.csic.es/bitstream/10261/226803/3/materhorizons_a2020v7np2359-Pre.pdf,
