,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,StatNet: Statistical Image Restoration for Low-Dose CT using Deep Learning,14,6,1137-1150,"Choi Kihwan,Lim Joon Seok,Kim Sungwon Kim","Choi K,Lim JS,Kim SK",Choi K,10.1109/JSTSP.2020.2998413,Korea Institute of Science & Technology (KIST),"Deep learning has recently attracted widespread interest as a means of reducing noise in low-dose CT (LDCT) images. Deep convolutional neural networks (CNNs) are typically trained to transfer high-quality image features of normal-close CT (NDCT) images to LDCT images. However, existing deep learning approaches for denoising LDCT images often overlook the statistical property of CT images. In this paper, we propose an approach to statistical image restoration for LDCT using deep learning. We introduce a loss function to incorporate the noise property in image domain derived from the noise statistics in sinogram domain. In order to capture the spatially-varying statistics of CT images, we increase the receptive fields of the neural network to cover full-size CT slices. In addition, the proposed network utilizes z-directional correlation by taking multiple consecutive CT slices as input. For performance evaluation, the proposed networks are trained and validated with a public dataset consisting of LDCT-NDCT image pairs. We also perform a retrospective study by testing the networks with clinical LDCT images. The experimental results show that the denoising networks successfully reduce the noise level and restore the image details without adding artifacts. This study demonstrates that the statistical deep learning approach can restore the image quality of LDCT without loss of anatomical information.","Low-dose CT,statistical image restoration,convolutional neural network,generative adversarial network,leave-one-out cross-validation,retrospective clinical study",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,6.544,"COMPUTED-TOMOGRAPHY,ABDOMINAL,CT,RECONSTRUCTION,NETWORK,ALGORITHM,NOISE",IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,,
2,Multimodal MR Image Synthesis Using Gradient Prior and Adversarial Learning,14,6,1176-1188,"Liu Xiaoming,Yu Aihui,Wei Xiangkai,Pan Zhifang,Tang Jinshan","Liu XM,Yu AH,Wei XK,Pan ZF,Tang JS",Liu XM,10.1109/JSTSP.2020.3013418,Wuhan University of Science & Technology,"In magnetic resonance imaging (MRI), several images can be obtained using different imaging settings (e.g. T1, T2, DWI, and Flair). These images have similar anatomical structures but are with different contrasts, which provide a wealth of information for diagnosis. However, the images under specific imaging settings may not be available due to the limitation of scanning time or corruption caused by noises. It is attractive to derive missing images with some settings from the available MR images. In this paper, we propose a novel end-to-end multisetting MR image synthesis method. The proposed method is based on generative adversarial networks (GANs) - a deep learning model. In the proposed method, different MR images obtained by different settings are used as the inputs of a GANs and each image is encoded by an encoder. Each encoder includes a refinement structure which is used to extract a multiscale feature map from an input image. The multiscale feature maps from different input images are then fused to generate several desired target images under specific settings. Because the resultant images obtained with GANs have blurred edges, we fuse gradient prior information in the model to protect high frequency information such as important tissue textures of medical images. In the proposed model, the multiscale information is also adopted in the adversarial learning (not just in the generator or discriminator) so that we can produce high quality synthesized images. We evaluated the proposed method on two public datasets: BRATS and ISLES. Experimental results demonstrate that the proposed approach is superior to current state-of-the-art methods.","Image generation,Medical diagnostic imaging,Magnetic resonance imaging,Gallium nitride,Image segmentation,Generative adversarial networks,gradient prior,image synthesis,magnetic resonance imaging",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,6.544,"SEGMENTATION,NETWORK,CT",IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,,
3,BB-UNet: U-Net With Bounding Box Prior,14,6,1189-1198,"El Jurdi Rosana,Petitjean Caroline,Honeine Paul,Abdallah Fahed","El Jurdi R,Petitjean C,Honeine P,Abdallah F",El Jurdi R,10.1109/JSTSP.2020.3001502,"Normandie Univ, UNIROUEN, UNIHAVRE, LITIS,INSA Rouen, F-76000 Rouen, France.","Medical image segmentation is the process of anatomically isolating organs for analysis and treatment. Leading works within this domain emerged with the well-known U-Net. Despite its success, recent works have shown the limitations of U-Net to conduct segmentation given image particularities such as noise, corruption or lack of contrast. Prior knowledge integration allows to overcome segmentation ambiguities. This paper introduces BB-UNet (Bounding Box U-Net), a deep learning model that integrates location as well as shape prior onto model training. The proposed model is inspired by U-Net and incorporates priors through a novel convolutional layer introduced at the level of skip connections. The proposed architecture helps in presenting attention kernels onto the neural training in order to guide the model on where to look for the organs. Moreover, it fine-tunes the encoder layers based on positional constraints. The proposed model is exploited within two main paradigms: as a solo model given a fully supervised framework and as an ancillary model, in a weakly supervised setting. In the current experiments, manual bounding boxes are fed at inference and as such BB-Unet is exploited in a semi-automatic setting; however, BB-Unet has the potential of being part of a fully automated process, if it relies on a preliminary step of object detection. To validate the performance of the proposed model, experiments are conducted on two public datasets: the SegTHOR dataset which focuses on the segmentation of thoracic organs at risk in computed tomography (CT) images, and the Cardiac dataset which is a mono-modal MRI dataset released as part of the Decathlon challenge and dedicated to segmentation of the left atrium. Results show that the proposed method outperforms state-of-the-art methods in fully supervised learning frameworks and registers relevant results given the weakly supervised domain.","Image segmentation,Shape,Biomedical imaging,Training,Decoding,Deep learning,Computed tomography,U-Net,shape prior,location prior,attention maps,weakly supervised segmentation,deep learning",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,6.544,"IMAGE,SEGMENTATION",IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,https://hal-normandie-univ.archives-ouvertes.fr/hal-02863197/document,
4,Cardiac MRI Segmentation With a Dilated CNN Incorporating Domain-Specific Constraints,14,6,1235-1243,"Simantiris Georgios,Tziritas Georgios","Simantiris G,Tziritas G",Simantiris G,10.1109/JSTSP.2020.3013351,University of Crete,"Semantic segmentation of cardiac MR images is a challenging task due to its importance in medical assessment of heart diseases. Having a detailed localization of specific regions of interest such as Right and Left Ventricular Cavities and Myocardium, doctors can infer important information about the presence of cardiovascular diseases, which are today a major cause of death globally. This paper addresses the problem of semantic segmentation in cardiac MR images using a dilated Convolutional Neural Network. Opting for dilated convolutions allowed us to work in full resolution throughout the network's layers, preserving localization accuracy, while maintaining a relatively small number of trainable parameters. To assist the network's training process we designed a custom loss function. Furthermore, we developed new augmentation techniques and also adapted existing ones, to cope for the lack of sufficient training images. Consequently, the training set increases not only by amount, but by substance as well, and the network trains quickly and efficiently without overfitting. Our pre- and post-processing steps are also crucial to the whole process. We apply our methodology for the Right and Left Ventricles (RV, LV) and also the Myocardium (MYO) according to the Automated Cardiac Diagnosis Challenge (ACDC) with promising results. Submitting our algorithm's predictions to the Post-2017-MICCAI-challenge testing phase, we achieved similar scores (average Dice coefficient 0.916) on the test data set compared to the state of the art featured in the ACDC leaderboard, but with significantly fewer parameters than the leading method. Our approach outperforms other methods featuring dilated convolutions in this challenge up until now.","Image segmentation,Training,Kernel,Myocardium,Task analysis,Cavity resonators,Semantics,Cardiac MRI segmentation,CNN,data augmentation,loss function,dilated convolutions,MRF",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,6.544,,IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,,
5,Data-Adaptive Similarity Measures for B-mode Ultrasound Images Using Robust Noise Models,14,6,1244-1254,"Ouzir Nora,Ollila Esa,Vorobyov Sergiy A.","Ouzir N,Ollila E,Vorobyov SA",Ouzir N,10.1109/JSTSP.2020.3001829,Aalto University,"Ultrasound imaging (UI) is characterized by the presence of multiplicative speckle noise and various acquisition artefacts. Designing ultrasound (US) similarity measures thus requires a particular attention. In the specific context of motion estimation, incorporating US characteristics does not only benefit traditional methods but also learning-based approaches, which are highly sensitive to the quality of training data. Deriving similarity measures from a maximum likelihood (ML) perspective allows us to take these specificities into account. As opposed to the classical Rayleigh modelling, the proposed similarity measures incorporate more realistic scattering conditions, such as, varying speckle densities and shadowing. Specifically, the deviations from the Rayleigh statistics are modelled using the t-distribution for the complex radio-frequency (RF) signals and the Nakagami-Gamma (NG) compound model for the echo amplitudes. Furthermore, the model parameters are learnt patch-wise, which leads to data-adaptive similarity measures. The proposed criteria are investigated in the context of motion estimation using synthetic, phantom, as well as 2D and 3D in vivo images. The experimental results show an improvement in performance and robustness in comparison to the classical Rayleigh-based approach and state-of-the-art similarity measures.","Similarity measures,ultrasound,heavy-tailed distributions,motion estimation,t-distribution,Nakagami-Gamma distribution,data-adaptive",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,6.544,"LIKELIHOOD,MOTION,ESTIMATION,COMPOUND-GAUSSIAN,CLUTTER,ECHO,ENVELOPE,TRACKING,ECHOCARDIOGRAPHY,BACKSCATTERING,REGISTRATION,SCATTERING,TISSUE",IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,,
6,Dictionary Learning-Based fMRI Data Analysis for Capturing Common and Individual Neural Activation Maps,14,6,1265-1279,"Jin Rui,Dontaraju Krishna K.,Kim Seung-Jun,Akhonda Mohammad Abu Baker Siddique,Adali Tulay","Jin R,Dontaraju KK,Kim SJ,Akhonda MAS,Adali T",Kim SJ,10.1109/JSTSP.2020.2992430,University System of Maryland,"In this paper, a novel dictionary learning (DL) method is proposed to estimate sparse neural activations from multi-subject fMRI data sets. By exploiting the label information such as the patient and the normal healthy groups, the activation maps that are commonly shared across the groups as well as those that can explain the group differences are both captured. The proposed method was tested using real fMRI data sets consisting of schizophrenic subjects and healthy controls. The DL approach not only reproduced most of the maps obtained from the conventional independent component analysis (ICA), but also identified more maps that are significantly group-different, including a number of novel ones that were not revealed by ICA. The stability analysis of the DL method and the correlation analysis with separate neuropsychological test scores further strengthen the validity of our analysis.","Functional magnetic resonance imaging,Dictionaries,Data analysis,Sparse matrices,Task analysis,Machine learning,Brain modeling,Dictionary learning,FMRI data analysis,sparse models,supervised,unsupervised learning",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,6.544,"FUNCTIONAL,MRI,DATA,INDEPENDENT,COMPONENT,TEMPORAL-LOBE,MAGNETIC-RESONANCE,MEMORY,PERFORMANCE,K-SVD,SPARSE,ALGORITHMS,DIVERSITY,SIBLINGS",IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,https://mdsoar.org/bitstream/11603/19052/1/draft_final_DOI.pdf,
7,Geometric Approaches to Increase the Expressivity of Deep Neural Networks for MR Reconstruction,14,6,1292-1305,"Cha Eunju,Oh Gyutaek,Ye Jong Chul","Cha EJ,Oh G,Ye JC",Ye JC,10.1109/JSTSP.2020.2982777,Korea Advanced Institute of Science & Technology (KAIST),"Recently, deep learning approaches have been extensively investigated to reconstruct images from accelerated magnetic resonance image (MRI) acquisition. Although these approaches provide significant performance gain compared to compressed sensing MRI (CS-MRI), it is not clear how to choose a suitable network architecture to balance the trade-off between network complexity and performance. Recently, it was shown that an encoder-decoder convolutional neural network (CNN) can be interpreted as a piecewise linear basis-like representation, whose specific representation is determined by the ReLU activation patterns for a given input image. Thus, the expressivity or the representation power is determined by the number of piecewise linear regions. As an extension of this geometric understanding, this paper proposes a systematic geometric approach using bootstrapping and subnetwork aggregation using an attention module to increase the expressivity of the underlying neural network. Our method can be implemented in both k-space domain and image domain that can be trained in an end-to-end manner. Experimental results show that the proposed schemes significantly improve reconstruction performance with negligible complexity increases.","Magnetic resonance imaging,Decoding,Image reconstruction,Neural networks,Complexity theory,Deep learning,Acceleration,Accelerated MRI,deep learning,expressivity,convolution framelets,skipped connection",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,6.544,FRAMEWORK,IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,http://arxiv.org/pdf/2003.07740,
8,Enhancement of the Au/ZnO-NA Plasmonic SERS Signal Using Principal Component Analysis as a Machine Learning Approach,12,5,,"Gupta Akhilesh Kumar,Hsu Chih-Hsien,Lai Chao-Sung","Gupta AK,Hsu CH,Lai CS",Lai CS,10.1109/JPHOT.2020.3015740,Chang Gung University,"In this work, we modeled a novel approach to enhance surface-enhanced Raman scattering (SERS) signals using principal component analysis (PCA) as a machine learning approach. Zinc oxide nanoarrays (ZnO-NAs) were synthesized using a hydrothermal method followed by zinc oxide nucleation on ITO glass substrates via an oxidation furnace at 500 degrees C. The surface morphology was improved by short rapid thermal annealing (S-RTA) after deposition of a gold layer via a thermal evaporator to avoid chemical contamination of the sensing surface, which is a suitable plasmonic platform for the generation of ""hot spots"" for SERS enhancement with fewer defects. The proposed Au/ZnO-NA SERS sensor exhibited an enhancement factor (EF) of 1.15 x 10(7) via the R6G Raman probe and excellent uniformity over the entire surface. The PCA algorithm was used to extract useful features and information from the SERS signal. The algorithm was implemented with MATLAB software (R2019a) by the multivariable analytical tool to find an enhanced signal (similar to 3 times higher) with high uniformity, which has great potential and is applicable to a wide range of probe molecules suitable in medical, safety, and environmental applications.","Plasmonic model,SERS,signal enhancement,PCA analysis",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Engineering,Optics,Physics",,2.602,"ZNO,NANOPARTICLES,CLASSIFICATION,SENSOR",IEEE PHOTONICS JOURNAL,https://ieeexplore.ieee.org/ielx7/4563994/9180368/09165082.pdf,
9,Iterative Label Denoising Network: Segmenting Male Pelvic Organs in CT From 3D Bounding Box Annotations,67,10,2710-2720,"Wang Shuai,Wang Qian,Shao Yeqin,Qu Liangqiong,Lian Chunfeng,Lian Jun,Shen Dinggang","Wang S,Wang Q,Shao YQ,Qu LQ,Lian CF,Lian J,Shen DG",Shen DG,10.1109/TBME.2020.2969608,University of North Carolina,"Obtaining accurate segmentation of the prostate and nearby organs at risk (e.g., bladder and rectum) in CT images is critical for radiotherapy of prostate cancer. Currently, the leading automatic segmentation algorithms are based on Fully Convolutional Networks (FCNs), which achieve remarkable performance but usually need large-scale datasets with high-quality voxel-wise annotations for full supervision of the training. Unfortunately, such annotations are difficult to acquire, which becomes a bottleneck to build accurate segmentation models in real clinical applications. In this paper, we propose a novel weakly supervised segmentation approach that only needs 3D bounding box annotations covering the organs of interest to start the training. Obviously, the bounding box includes many non-organ voxels that carry noisy labels to mislead the segmentation model. To this end, we propose the label denoising module and embed it into the iterative training scheme of the label denoising network (LDnet) for segmentation. The labels of the training voxels are predicted by the tentative LDnet, while the label denoising module identifies the voxels with unreliable labels. As only the good training voxels are preserved, the iteratively re-trained LDnet can refine its segmentation capability gradually. Our results are remarkable, i.e., reaching similar to 94% (prostate), similar to 91% (bladder), and similar to 86% (rectum) of the Dice Similarity Coefficients (DSCs), compared to the case of fully supervised learning upon high-quality voxel-wise annotations and also superior to several state-of-the-art approaches. To our best knowledge, this is the first work to achieve voxel-wise segmentation in CT images from simple 3D bounding box annotations, which can greatly reduce many labeling efforts and meet the demands of the practical clinical applications.","Image segmentation,Training,Three-dimensional displays,Biological systems,Computed tomography,Noise reduction,Biomedical imaging,Image Segmentation,Bounding Box Annotation,Weakly Supervised Learning,Fully Convolutional Network (FCN),Pelvic Organ,CT",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,5.337,"CONVOLUTIONAL,NEURAL-NETWORK,SEGMENTATION,PROSTATE,REGISTRATION,CUT",IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8195631,
10,Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis,67,10,2735-2744,"Liu Hangfan,Li Hongming,Habes Mohamad,Li Yuemeng,Boimel Pamela,Janopaul-Naylor James,Xiao Ying,Ben-Josef Edgar,Fan Yong","Liu HF,Li HM,Habes M,Li YM,Boimel P,Janopaul-Naylor J,Xiao Y,Ben-Josef E,Fan Y",Fan Y,10.1109/TBME.2020.2969839,University of Pennsylvania,"Feature dimensionality reduction plays an important role in radiomic studies with a large number of features. However, conventional radiomic approaches may suffer from noise, and feature dimensionality reduction techniques are not equipped to utilize latent supervision information of patient data under study, such as differences in patients, to learn discriminative low dimensional representations. To achieve robustness to noise and feature dimensionality reduction with improved discriminative power, we develop a robust collaborative clustering method to simultaneously cluster patients and radiomic features into distinct groups respectively under adaptive sparse regularization. Our method is built upon matrix tri-factorization enhanced by adaptive sparsity regularization for simultaneous feature dimensionality reduction and denoising. Particularly, latent grouping information of patients with distinct radiomic features is learned and utilized as supervision information to guide the feature dimensionality reduction, and noise in radiomic features is adaptively isolated in a Bayesian framework under a general assumption of Laplacian distributions of transform-domain coefficients. Experiments on synthetic data have demonstrated the effectiveness of the proposed approach in data clustering, and evaluation results on an FDG-PET/CT dataset of rectal cancer patients have demonstrated that the proposed method outperforms alternative methods in terms of both patient stratification and prediction of patient clinical outcomes.","Radiomics,Collaboration,Dimensionality reduction,Matrix decomposition,Feature extraction,Cancer,Dictionaries,Sparsity,collaborative clustering,unsupervised learning,nonnegative matrix tri-factorization,radiomics",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Engineering,,5.337,"DISTANT,METASTASIS,SELECTION,SURVIVAL,IMAGE,SET",IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8048106,
