,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Machine learning technique for early detection of Alzheimer's disease,26,12,3935-3944,"Kumari Rashmi,Nigam Akriti,Pushkar Shashank","Kumari R,Nigam A,Pushkar S",Kumari R,10.1007/s00542-020-04888-5,Birla Institute of Technology Mesra,"Alzheimer's disease (AD) is non-repairable brain disorder which impacts a person's thinking along with shrinking the size of the brain, ultimately resulting in the death of the patient. It is necessary for the treatment of initial stages in AD so that the further degeneration could be delayed. This diagnosis can be achieved with the application of machine learning techniques which employ various optimization and probabilistic techniques. Hence with an objective of distinguishing people with normal brain ageing from those who would develop Alzheimer's disease, this paper presents an effective machine learning model that successfully diagnosed AD, cMCI, ncMCI and CN which are being detected during pre-stages by itself.","FEATURE REPRESENTATION,CLASSIFICATION",Article,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Engineering,Science & Technology - Other Topics,Materials Science,Physics",,1.826,"FEATURE,REPRESENTATION,CLASSIFICATION",MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,,
2,Deep super resolution crack network (SrcNet) for improving computer vision-based automated crack detectability in in situ bridges,20,4,1428-1442,"Bae Hyunjin,Jang Keunyoung,An Yun-Kyu","Bae H,Jang K,An YK",An YK,10.1177/1475921720917227,Sejong University,"This article proposes a new end-to-end deep super-resolution crack network (SrcNet) for improving computer vision-based automated crack detectability. The digital images acquired from large-scale civil infrastructures for crack detection using unmanned robots often suffer from motion blur and lack of pixel resolution, which may degrade the corresponding crack detectability. The proposed SrcNet is able to significantly enhance the crack detectability by augmenting the pixel resolution of the raw digital image through deep learning. SrcNet basically consists of two phases: phase I-deep learning-based super resolution (SR) image generation and phase II-deep learning-based automated crack detection. Once the raw digital images are obtained from a target bridge surface, phase I of SrcNet generates the corresponding SR images to the raw digital images. Then, phase II automatically detects cracks from the generated SR images, making it possible to remarkably improve the crack detectability. SrcNet is experimentally validated using the digital images obtained using a climbing robot and an unmanned aerial vehicle from in situ concrete bridges located in South Korea. The validation test results reveal that the proposed SrcNet shows 24% better crack detectability compared to the crack detection results using the raw digital images.","SrcNet,super resolution,digital image,automated crack detection,deep learning,in situ bridge test,climbing robot,unmanned aerial vehicle",Article,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",,,5.861,"IMAGE,SUPERRESOLUTION,DAMAGE,DETECTION",STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,,
3,,,,,,,,,,,,,,,,,,,,
4,A Model Developed for Predicting Uniformity of Kyphoplasty Balloon Wall Thickness Based on the Orthogonal Test,2020,,,"Dai Guanghui,Zhang Qingqing,Jin Guobao","Dai GH,Zhang QQ,Jin GB",Dai GH,10.1155/2020/1643080,Chaohu University,"In order to optimize the wall thickness distribution of medical balloon, kyphoplasty balloon was chosen as the research object, the uniformity of wall thickness distribution was taken as the evaluation index, and the influence of stretch blow molding process on the uniformity of kyphoplasty balloon was investigated. In this paper, 16 sets of orthogonal test schemes were studied by selecting four main parameters such as forming temperature, forming pressure, stretching distance, and holding time of stretch blow molding process based on the L-16(4(4)) Taguchi method orthogonal table. The statistical analysis showed that the forming temperature was an utmost parameter on the uniformity, while an optimal scheme was obtained and an optimal balloon with the uniformity of 95.86% was formed under the scheme. To further quantify the relationship between the uniformity and the parameters, artificial neural network (ANN) and nonlinear regression (NLR) models were developed to predict the uniformity of the balloon based on orthogonal test results. A feed-forward neural network based on backpropagation (BP) was made up of 4 input neurons, 11 hidden neurons, and one output neuron, an objective function of the NLR model was developed using second-order polynomial, and the BFGS method was used to solve the function. Adequacy of models was tested using hypothesis tests, and their performances were evaluated using the R-2 value. Results show that both predictive models can be used for predicting the uniformity of the balloon with a higher reliability. However, the NLR model showed a slightly better performance than the ANN model.","SURFACE-ROUGHNESS,OPTIMIZATION,REGRESSION,PRESSURE",Article,"HINDAWI LTD, ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, W1T 5HF, ENGLAND",Materials Science,,,"SURFACE-ROUGHNESS,OPTIMIZATION,REGRESSION,PRESSURE",ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,https://downloads.hindawi.com/journals/amse/2020/1643080.pdf,
5,Deep learning for fabrication and maturation of 3D bioprinted tissues and organs,15,3,340-358,"Ng Wei Long,Chan Alvin,Ong Yew Soon,Chua Chee Kai","Ng WL,Chan A,Ong YS,Chua CK",Ng WL,10.1080/17452759.2020.1771741,Nanyang Technological University & National Institute of Education (NIE) Singapore,"Bioprinting is a relatively new and promising tissue engineering approach to solve the problem of donor shortage for organ transplantation. It is a highly-advanced biofabrication system that enables the printing of materials in the form of biomaterials, living cells and growth factors in a layer-by-layer manner to manufacture 3D tissue-engineered constructs. The current workflow involves a myriad of manufacturing complexities, from medical image processing to optimisation of printing parameters and refinements during post-printing tissue maturation. Deep learning is a powerful machine learning technique that has fuelled remarkable progress in image and language applications over the past decade. In this perspective paper, we highlight the integration of deep learning into 3D bioprinting technology and the implementation of practical guidelines. We address potential adoptions of deep learning into various 3D bioprinting processes such as image-processing and segmentation, optimisation andin-situcorrection of printing parameters and lastly refinement of the tissue maturation process. Finally, we discuss implications that deep learning has on the adoption and regulation of 3D bioprinting. The synergistic interactions among the field of biology, material and deep learning-enabled computational design will eventually facilitate the fabrication of biomimetic patient-specific tissues/organs, making 3D bioprinting of tissues/organs an impending reality.","3D bioprinting,3D printing,biofabrication,deep learning,machine learning",Review,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Engineering,Materials Science",,9.881,"MECHANICAL,STIMULATION,HIGH-RESOLUTION,MACHINE,DESIGN,OPTIMIZATION,CONSTRUCTS,POLYMERS,PROMOTES,CELLS",VIRTUAL AND PHYSICAL PROTOTYPING,,
6,Shear-induced ordering in systems with competing interactions: A machine learning study,152,20,,"Pekalski J.,Rzadkowski W.,Panagiotopoulos A. Z.","Pekalski J,Rzadkowski W,Panagiotopoulos AZ",Pekalski J,10.1063/5.0005194,Polish Academy of Sciences,"When short-range attractions are combined with long-range repulsions in colloidal particle systems, complex microphases can emerge. Here, we study a system of isotropic particles, which can form lamellar structures or a disordered fluid phase when temperature is varied. We show that, at equilibrium, the lamellar structure crystallizes, while out of equilibrium, the system forms a variety of structures at different shear rates and temperatures above melting. The shear-induced ordering is analyzed by means of principal component analysis and artificial neural networks, which are applied to data of reduced dimensionality. Our results reveal the possibility of inducing ordering by shear, potentially providing a feasible route to the fabrication of ordered lamellar structures from isotropic particles.","MOLECULAR-DYNAMICS SIMULATIONS,COLLOIDAL SYSTEMS,EQUILIBRIUM,RELAXATION,PHASES",Article,"AMER INST PHYSICS, 1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA","Chemistry,Physics",,,"MOLECULAR-DYNAMICS,SIMULATIONS,COLLOIDAL,SYSTEMS,EQUILIBRIUM,RELAXATION,PHASES",JOURNAL OF CHEMICAL PHYSICS,http://arxiv.org/pdf/2002.07294,
7,Application of explainable ensemble artificial intelligence model to categorization of hemodialysis-patient and treatment using nationwide-real-world data in Japan,15,5,,"Kanda Eiichiro,Epureanu Bogdan I.,Adachi Taiji,Tsuruta Yuki,Kikuchi Kan,Kashihara Naoki,Abe Masanori,Masakane Ikuto,Nitta Kosaku","Kanda E,Epureanu BI,Adachi T,Tsuruta Y,Kikuchi K,Kashihara N,Abe M,Masakane I,Nitta K",Kanda E,10.1371/journal.pone.0233491,Kawasaki Medical School,"Background
Although dialysis patients are at a high risk of death, it is difficult for medical practitioners to simultaneously evaluate many inter-related risk factors. In this study, we evaluated the characteristics of hemodialysis patients using machine learning model, and its usefulness for screening hemodialysis patients at a high risk of one-year death using the nation-wide database of the Japanese Society for Dialysis Therapy.
Materials and methods
The patients were separated into two datasets (n = 39,930, 39,930, respectively). We categorized hemodialysis patients in Japan into new clusters generated by the K-means clustering method using the development dataset. The association between a cluster and the risk of death was evaluated using multivariate Cox proportional hazards models. Then, we developed an ensemble model composed of the clusters and support vector machine models in the model development phase, and compared the accuracy of the prediction of mortality between the machine learning models in the model validation phase.
Results
Average age of the subjects was 65.7 +/- 12.2 years; 32.7% had diabetes mellitus. The five clusters clearly distinguished the groups on the basis of their characteristics: Cluster 1, young male, and chronic glomerulonephritis; Cluster 2, female, and chronic glomerulonephritis; Cluster 3, diabetes mellitus; Cluster 4, elderly and nephrosclerosis; Cluster 5, elderly and protein energy wasting. These clusters were associated with the risk of death; Cluster 5 compared with Cluster 1, hazard ratio 8.86 (95% Cl 7.68, 10.21). The accuracy of the ensemble model for the prediction of 1-year death was 0.948 and higher than those of logistic regression model (0.938), support vector machine model (0.937), and deep learning model (0.936).
Conclusions
The clusters clearly categorized patient on their characteristics, and reflected their prognosis. Our real-world-data-based machine learning system is applicable to identifying high-risk hemodialysis patients in clinical settings, and has a strong potential to guide treatments and improve their prognosis.","MORTALITY,OUTCOMES",Article,"PUBLIC LIBRARY SCIENCE, 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",Science & Technology - Other Topics,,3.788,"MORTALITY,OUTCOMES",PLOS ONE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7259704,
8,Dynamic image reconstruction and synthesis framework using deep learning algorithm,14,7,1219-1226,"Jeyaraj Pandia Rajan,Nadar Edward Rajan Samuel","Jeyaraj PR,Nadar ERS",Jeyaraj PR,10.1049/iet-ipr.2019.0900,Mepco Schlenk Engineering College,"This research study shows an effective deformable complex 3D image reconstruction and image synthesis technique by consolidating needed high-level features from a deep convolutional neural network (CNN) system. By recognising the inherent deep features in image patches lead to information discovery in medicinal imaging. Utilising the ADNI and LONI imaging datasets, the performance of the proposed deep learning algorithm image reconstruction and synthesis performance was verified. For validation, various performance indices obtained with the proposed deep learning algorithm were compared with two conventional algorithms namely support vector machine and CNN. Likewise, to reveal the adaptability of the proposed image reconstruction and synthesis system, synthesis and reconstruction experiments were directed on the 7 T cerebrum magnetic resonance image. As presented in the study outcomes, the proposed method can accomplish predominant performance compared with other cutting-edge techniques with either low- or high-level features in terms of the synthesis and reconstruction rate. The proposed algorithm has a training time of 5 s with a structural similarity index of 0.97. In all investigations, the outcome shows that the proposed image reconstruction framework reliably exhibited progressively precise outcomes when contrasted with best in class. Hence, it can be used for possible precise image reconstruction and synthesis related applications.","biomedical MRI,learning (artificial intelligence),neural nets,medical image processing,image classification,brain,image reconstruction,support vector machines,synthesis framework,image synthesis technique,high-level features,deep convolutional neural network system,image patches,medicinal imaging,deep learning algorithm image reconstruction,synthesis performance,synthesis system,reconstruction experiments,reconstruction rate,image reconstruction framework,cerebrum magnetic resonance image,LONI imaging dataset,ADNI imaging dataset",Article,"INST ENGINEERING TECHNOLOGY-IET, MICHAEL FARADAY HOUSE SIX HILLS WAY STEVENAGE, HERTFORD SG1 2AY, ENGLAND","Computer Science,Engineering,Imaging Science & Photographic Technology",,2.481,NETWORKS,IET IMAGE PROCESSING,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/iet-ipr.2019.0900,
9,Optimisation analysis of pulmonary nodule diagnostic test based on deep belief nets,14,7,1227-1232,"Yang Wei,Xia Wenhua,Xie Yuanliang,Mao Shilong,Li Rong","Yang W,Xia WH,Xie YL,Mao SL,Li R",Li R,10.1049/iet-ipr.2019.1022,Huazhong University of Science & Technology,"At present, the rate of missed diagnosis of lung cancer is high. The reason is that the pulmonary nodule phenomenon cannot be effectively monitored due to various interference factors in the actual detection process. In order to improve the detection accuracy, this study combined with the actual situation to analyse the diversity of nodular shape and constructed a deep belief network-based diagnosis model for pulmonary nodules. At the same time, in order to improve the detection effect, this study sets the model to have multi-layer non-linear structure and analyses the previous clinical data to improve the model learning rate and training effect. In addition, in order to verify the performance of the model, the diagnostic effect of the model is studied by comparative experiments. The research shows that the model proposed in this study is higher than the traditional algorithm in detection accuracy, which can provide theoretical reference for subsequent related research.","medical image processing,belief networks,lung,learning (artificial intelligence),patient diagnosis,cancer,fault diagnosis,pulmonary nodule phenomenon,interference factors,actual detection process,detection accuracy,nodular shape,deep belief network-based diagnosis model,pulmonary nodules,detection effect,multilayer nonlinear structure,previous clinical data,model learning rate,training effect,diagnostic effect,optimisation analysis,pulmonary nodule diagnostic test,deep belief nets,missed diagnosis,lung cancer",Article,"INST ENGINEERING TECHNOLOGY-IET, MICHAEL FARADAY HOUSE SIX HILLS WAY STEVENAGE, HERTFORD SG1 2AY, ENGLAND","Computer Science,Engineering,Imaging Science & Photographic Technology",,2.481,"LUNG-CANCER,IMAGE,FEATURES,ACCURACY,BIOPSY",IET IMAGE PROCESSING,,
10,Support vector machine combined with magnetic resonance imaging for accurate diagnosis of paediatric pancreatic cancer,14,7,1233-1239,"Zhang Yuling,Wang Shuchang,Qu Shuqiang,Zhang Hongli","Zhang YL,Wang SC,Qu SQ,Zhang HL",Zhang YL,10.1049/iet-ipr.2019.1041,"Habin Med Univ, Affiliated Hosp 2, Dept Pediat, Habin 150086, Peoples R China.","When performing paediatric pancreatic cancer (PC) diagnosis, magnetic resonance imaging (MRI) will be interfered by many factors, resulting in poor diagnosis. In order to improve the diagnostic effect of MRI on PC, this study is based on machine learning and combines SVM (support vector machine) and MRI detection with the support of image processing technology and improves the diagnostic accuracy of MRI for PC by the computer-assisted method. At the same time, in the research, this study combines the characteristics of MRI detection to construct an MRI detection model based on SVM. In addition, this study obtains test samples through data collection, analyses the performance of the algorithm model through actual cases, and combines image processing to improve the detection effect. Studies have shown that the algorithm model proposed in this study can effectively improve the accuracy of MRI diagnosis of PC and provide a theoretical reference for subsequent related research.","medical image processing,learning (artificial intelligence),cancer,patient diagnosis,paediatrics,support vector machines,biomedical MRI,image processing technology,PC,computer-assisted method,MRI detection model,algorithm model,combines image processing,detection effect,MRI diagnosis,support vector machine,magnetic resonance imaging,performing paediatric pancreatic cancer diagnosis,poor diagnosis,diagnostic effect,machine learning,SVM",Article,"INST ENGINEERING TECHNOLOGY-IET, MICHAEL FARADAY HOUSE SIX HILLS WAY STEVENAGE, HERTFORD SG1 2AY, ENGLAND","Computer Science,Engineering,Imaging Science & Photographic Technology",,2.481,"MRI,RISK,THERAPY,CT",IET IMAGE PROCESSING,,
