,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,A brave new world for archaeological survey: Automated machine learning-based potsherd detection using high-resolution drone imagery,112,,,"Orengo H. A.,Garcia-Molsosa A.","Orengo HA,Garcia-Molsosa A",Orengo HA,10.1016/j.jas.2019.105013,Universitat Rovira i Virgili,"Archaeological pedestrian survey is one of the most popular techniques available for primary detection of archaeological sites and description of past landscape use. As such it is an essential tool not just for the understanding of past human distribution, economy, demography and so on but also for cultural heritage management and protection. The most common type of pedestrian surface survey consists of fieldwalking relatively large tracts of land, recording the dispersion of items of material culture, predominantly pottery fragments, by teams of archaeologists and students. This paper presents the first proof of concept for the automated recording of material culture dispersion across large areas using high resolution drone imagery, photogrammetry and a combination of machine learning and geospatial analysis that can be run using the Google Earth Engine geospatial cloud computing platform. The results show the potential of this technique, under appropriate field circumstances, to produce accurate distribution maps of individual potsherds opening a new horizon for the application of archaeological survey. The paper also discusses current limitations and future developments of this method.","Landscape archaeology,Archaeological survey,Drone survey,Photogrammetry,Machine learning,Cloud distributed computing,Automated site detection",Article,"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD, 24-28 OVAL RD, LONDON NW1 7DX, ENGLAND","Anthropology,Archaeology,Geology",,3.545,"FEATURES,HERITAGE",JOURNAL OF ARCHAEOLOGICAL SCIENCE,https://doi.org/10.1016/j.jas.2019.105013,
2,Comparison between logistic regression and machine learning algorithms on survival prediction of traumatic brain injuries,54,,110-116,"Feng Jin-zhou,Wang Yu,Peng Jin,Sun Ming-wei,Zeng Jun,Jiang Hua","Feng JZ,Wang Y,Peng J,Sun MW,Zeng J,Jiang H",Jiang H,10.1016/j.jcrc.2019.08.010,Sichuan Provincial People's Hospital,"Purpose: To compare twenty-two machine learning (ML) models against logistic regression on survival prediction in severe traumatic brain injury (STBI) patients in a single center study.
Materials and methods: Data was collected from STBI patients admitted to the Sichuan Provincial People's Hospital between December 2009 and November 2011. Twenty-two machine learning (ML) models were tested, and their predictive performance compared with logistic regression (LR) model. Receiver operating characteristics (ROC), area under curve (AUC), accuracy, F-score, precision, recall and Decision Curve Analysis (DCA) were used as performance metrics.
Results: A total of 117 patients were enrolled. AUC of all ML models ranged from 86.3% to 94%. AUC of LR was 83%, and accuracy was 88%. The AUC of Cubic SVM, Quadratic SVM and Linear SVM were higher than that of LR. The precision ratio of LR was 95% and recall ratio was 91%, both were lower than most ML models. The F-Score of LR was 0.93, which was only slightly better than that of Linear Discriminant and Quadratic Discriminant.
Conclusions: The twenty-two ML models selected have capabilities comparable to classical LR model for outcome prediction in STBI patients. Of these, Cubic SVM, Quadratic SVM, Linear SVM performed significantly better than LR. (C) 2019 Elsevier Inc. All rights reserved.","Traumatic brain injury,Machine learning,Logistic regression,Survival prediction,Support vector machine,Critical illness",Article,"W B SAUNDERS CO-ELSEVIER INC, 1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, PA 19103-2899 USA",General & Internal Medicine,,,"OUTCOME,PREDICTION,PERFORMANCE,VALIDATION,MODELS",JOURNAL OF CRITICAL CARE,,
3,Rapid and nondestructive detection of freshness quality of postharvest spinaches based on machine vision and electronic nose,39,6,,"Huang Xingyi,Yu Shanshan,Xu Haixia,Aheto Joshua H.,Bonah Ernest,Ma Mei,Wu Mengzi,Zhang Xiaorui","Huang XY,Yu SS,Xu HX,Aheto JH,Bonah E,Ma M,Wu MZ,Zhang XR",Huang XY,10.1111/jfs.12708,Jiangsu University,"Artificial sensory evaluation and physicochemical analysis tend to be tedious and time consuming. Therefore, this study employs machine vision, electronic nose (E-nose), and multisensory data fusion to rapidly and nondestructively detect spinach freshness during storage. Spinach freshness during refrigeration was classified into four grades by 10 trained panelists. Machine vision and E-nose were then used to obtain the image and odor information of the samples, respectively. K-nearest neighbor (KNN), support vector machine (SVM), and back-propagation artificial neural network (BPNN) were applied to predict spinach freshness. Result from the BPNN model based on machine vision achieved the same result as the KNN model with a classification accuracy of 85.42%. The BPNN model based on E-nose achieved a better result than the SVM model with classification accuracies of 81.25% and 75.00%, respectively. Furthermore, the BPNN model based on multisensory data fusion greatly improved the detection accuracy of spinach freshness with a classification accuracy of 93.75%. Multisensory data fusion approaches based on machine vision and E-nose are capable of intelligently detecting the freshness of postharvest spinach during storage. The main advantage is to allow a rapid and nondestructive detection of spinach freshness without using any chemical pretreatments. Practical Applications Fresh spinach is an important source of minerals, vitamins, carotenes, and other nutrients. Timely and accurately knowing the grade of spinach freshness before decay is of great interest in ensuring edible quality and reducing economic losses. Traditional analytical methods of spinach freshness tend to be tedious and time consuming. Novel analytical techniques such as machine vision and electronic nose (E-nose) showed good feasibility in detecting spinach freshness during refrigerated storage. The detection accuracy could be highly improved based on the multisensory data fusion of machine vision and E-nose. The results of this study confirmed that machine vision and E-nose could constitute a rapid and nondestructive method to detect spinach freshness during storage instead of tedious and time-consuming methods. The method of combining machine vision and E-nose could be applied in the fruit and vegetable industry in the future.","SENSOR ARRAY,LEAVES,INSPECTION,STORAGE,TONGUE,SYSTEM,MEAT,LIFE",Article,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Biotechnology & Applied Microbiology,Food Science & Technology",,1.946,"SENSOR,ARRAY,LEAVES,INSPECTION,STORAGE,TONGUE,SYSTEM,MEAT,LIFE",JOURNAL OF FOOD SAFETY,,
4,Iterative Learning-Based Admittance Control for Autonomous Excavation,96,3-4,493-500,"Fernando Heshan,Marshall Joshua A.,Larsson Johan","Fernando H,Marshall JA,Larsson J",Fernando H,10.1007/s10846-019-00994-3,Queens University - Canada,"This paper presents the development and field validation of an iterative learning-based admittance control algorithm for autonomous excavation in fragmented rock using robotic wheel loaders. An admittance control strategy is augmented with iterative learning, which automatically updates control parameters based on the error between a target bucket fill weight and the measured fill weight at the end of each excavation pass. The algorithm was validated through full-scale autonomous excavation experiments with a 14-tonne capacity load-haul-dump (LHD) machine and two different types of excavation materials: fragmented rock and gravel. In both excavation scenarios, the iterative learning algorithm is able to update the admittance control parameters for a specified target bucket fill weight, eliminating the need to manually re-tune control parameters as material characteristics change. These results have practical significance for increasing the autonomy of robotic wheel loaders used in mining and construction.","Autonomous excavation,Iterative learning,Admittance control,Mining robotics",Article,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Computer Science,Robotics",,2.888,ROBOTS,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,https://qspace.library.queensu.ca/bitstream/1974/26315/1/FerMarLar-IRS-2018.pdf,
5,Comparative evaluation of the predictability of neural network methods on the flammability characteristics of extruded polystyrene from microscale combustion calorimetry,138,5,3055-3064,"Mensah Rhoda Afriyie,Jiang Lin,Asante-Okyere Solomon,Xu Qiang,Jin Cong","Mensah RA,Jiang L,Asante-Okyere S,Xu Q,Jin C",Jiang L; Xu Q,10.1007/s10973-019-08335-0,Nanjing University of Science & Technology,"Predictions of both combustible material flammability and heat release parameters have been long goals in fire safety research, for its complex heat, mass transfer and chemical reaction process in gas phase. In this study, neural network method is employed to predict materials flammability considering its wide application in predicting key properties of engineering problems. The use of group method of data handling (GMDH) and feed forward back-propagation (FFBP) neural networks in predicting the heat of combustion and heat release capacity (HRC) from microscale combustion calorimetry has been examined. The study presented models with excellent predictability though GMDH out-performed FFBP. The deviation of the predicted and measured HRC data from this study was compared with the results of other predictive modelling techniques used in flammability studies. The GMDH neural network results presented the least mean deviation of 4.01 signifying accurate predictions. Hence, this study proposed the use of GMDH in predicting flammability characteristics of materials.","Heat of combustion,Heat release capacity,Microscale combustion calorimetry,Group method of data handling,Feed forward back-propagation neural network",Article,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Thermodynamics,Chemistry",,,"STRUCTURE-PROPERTY,RELATIONSHIPS,GENERALIZED,REGRESSION,PREDICTION,PERFORMANCE,POLYMERS,DESIGN,POINT,TOOL",JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,,
6,Structural and elastic properties of amorphous carbon from simulated quenching at low rates,27,8,,"Jana Richard,Savio Daniele,Deringer Volker L.,Pastewka Lars","Jana R,Savio D,Deringer VL,Pastewka L",Pastewka L,10.1088/1361-651X/ab45da,Helmholtz Association,"We generate representative structural models of amorphous carbon (a-C) from constant-volume quenching from the liquid with subsequent relaxation of internal stresses in molecular dynamics simulations using empirical and machine-learning interatomic potentials. By varying volume and quench rate we generate structures with a range of density and amorphous morphologies. We find that all a-C samples show a universal relationship between hybridization, bulk modulus and density despite having distinctly different cohesive energies. Differences in cohesive energy are traced back to slight changes in the distribution of bondangles that is likely linked to thermal stability of these structures.","amorphous carbon,elastic properties,liquid quench,molecular dynamics simulations",Article,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","Materials Science,Physics",,,"DIAMOND-LIKE,CARBON,INTERATOMIC,POTENTIALS,MECHANICAL-PROPERTIES,GROUND-STATE,ULTRA-THIN,FILMS,MODULUS,NANOINDENTATION,CONSTANTS,STRESS",MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING,http://arxiv.org/pdf/1907.05032,
7,Fashion clothes matching scheme based on Siamese Network and AutoEncoder,25,6,593-602,"Gao Guangyu,Liu Liling,Wang Li,Zhang Yihang","Gao GY,Liu LL,Wang L,Zhang YH",Gao GY,10.1007/s00530-019-00617-9,Beijing Institute of Technology,"Owing to the rise of living standard, people attach greater importance to personal appearance, especially clothes matching. With image processing and machine learning technology, we can analyze the pattern of clothes matching for recommendation on clothes images. However, we still face great challenges. To be more specific, there exist excessive complicated factors influencing relation among clothes items, such as color or material, and we also struggle against the problem about how to extract efficient and accurate features. Thus, with the purpose of dealing with such challenges, this paper proposes an efficient clothes matching scheme with Siamese Network and AutoEncoder based on both labeled data from dataset FashionVC and unlabeled data from MicroBlog. More specifically, at first, except for clothes suiting with text from FashionVC, the gallery data also include matching clothes outfits recommended by fashionista in MicroBlog (MbFashion). Meanwhile, a semi-supervised clustering based on assembling was also proposed to generate negative samples to form a comprehensive dataset. Secondly, with consideration of matching patterns from MbFashion, we promoted the Siamese Network properly to more efficiently extract vision features on the constructed training dataset. After that, the traditional features are also extracted, while the Triple AutoEncoder and Bayesian Personalized Ranking are used to map the three kinds of features into the same latent space to learn the compatibility between tops and bottoms. Finally, we conducted a series of experiments and evaluated our results to demonstrate the usefulness and effectiveness of the whole scheme on FashionVC and MbFashion.","Clothes matching,Fashion analysis,Siamese Network,AutoEncoder",Article,"SPRINGER, ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",Computer Science,,1.863,,MULTIMEDIA SYSTEMS,,
8,Iterative optimization of photonic crystal nanocavity designs by using deep neural networks,8,12,2243-2256,"Asano Takashi,Noda Susumu","Asano T,Noda S",Asano T,10.1515/nanoph-2019-0308,Kyoto University,"Devices based on two-dimensional photonic-crystal nanocavities, which are defined by their air hole patterns, usually require a high quality (Q) factor to achieve high performance. We demonstrate that hole patterns with very high Q factors can be efficiently found by the iteration procedure consisting of machine learning of the relation between the hole pattern and the corresponding Q factor and new dataset generation based on the regression function obtained by machine learning. First, a dataset comprising randomly generated cavity structures and their first principles Q factors is prepared. Then a deep neural network is trained using the initial dataset to obtain a regression function that approximately predicts the Q factors from the structural parameters. Several candidates for higher Q factors are chosen by searching the parameter space using the regression function. After adding these new structures and their first principles Q factors to the training dataset, the above process is repeated. As an example, a standard silicon-based L3 cavity is optimized by this method. A cavity design with a high Q factor exceeding 11 million is found within 101 iteration steps and a total of 8070 cavity structures. This theoretical Q factor is more than twice the previously reported record values of the cavity designs detected by the evolutionary algorithm and the leaky mode visualization method. It is found that structures with higher Q factors can be detected within less iteration steps by exploring not only the parameter space near the present highest-Q structure but also that distant from the present dataset.","optimization,neural network,photonic crystals,nanocavities,Q factor",Article,"WALTER DE GRUYTER GMBH, GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY","Science & Technology - Other Topics,Materials Science,Optics,Physics",,8.902,"INVERSE,DESIGN,MICROCAVITIES,VISUALIZATION,DEFECT",NANOPHOTONICS,http://arxiv.org/pdf/1908.03702,
9,Recent advances in high-throughput superconductivity research,32,12,,"Yuan Jie,Stanev Valentin,Gao Chen,Takeuchi Ichiro,Jin Kui","Yuan J,Stanev V,Gao C,Takeuchi I,Jin K",Yuan J,10.1088/1361-6668/ab51b1,Chinese Academy of Sciences,"Applications are being found for superconducting materials in a rapidly growing number of technological areas, and the search for novel superconductors remains a major scientific task. However, the steady increase in the complexity of candidate materials presents a big challenge to researchers. In particular, conventional experimental methods are not well suited to an efficient search for candidates in a compositional space growing exponentially with the number of elements; neither do they permit a quick extraction of reliable multidimensional phase diagrams delineating the physical parameters that control superconductivity. New research paradigms that can boost the speed and the efficiency of research into superconducting materials are urgently needed. High-throughput methods for the rapid screening and optimization of materials have aided the acceleration of research in bioinformatics and the pharmaceutical industry, yet remain rare in quantum materials research. In this paper we briefly review the history of high-throughput research and then focus on some recent applications of this paradigm in superconductivity research. We consider the role these methods can play in all stages of materials development, including high-throughput computation, synthesis, characterization, and the emerging field of machine learning for materials. The high-throughput paradigm will undoubtedly become an indispensable tool in superconductivity research in the near future.","superconductivity,high-throughput,machine learning,combinatorial film,rapid screening",Review,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND",Physics,,3.16,"MAGNETIC,FORCE,MICROSCOPY,PRESSURE-INDUCED,SUPERCONDUCTIVITY,COMBINATORIAL,MATERIALS,CUPRATE,SUPERCONDUCTORS,INTEGRATED,MATERIALS,ELECTRONIC-STRUCTURE,RAPID,CONSTRUCTION,FUNCTIONAL,OXIDES,PHASE-DIAGRAMS,CHIP,APPROACH",SUPERCONDUCTOR SCIENCE & TECHNOLOGY,http://arxiv.org/pdf/1912.09006,
10,Identifying Factors That Affect Patient Survival After Orthotopic Liver Transplant Using Machine-Learning Techniques,17,6,775-783,"Kazemi Azar,Kazemi Kourosh,Sami Ashkan,Sharifian Roxana","Kazemi A,Kazemi K,Sami A,Sharifian R",Sharifian R,10.6002/ect.2018.0170,"Sch Management & Med Informat Sci, Almas Bldg,Alley 29,Qasrodasht Ave, Shiraz, Iran.","Objectives: Survival after liver transplant depends on pretransplant, peritransplant, and posttransplant factors. Identifying effective factors for patient survival after transplant can help transplant centers make better decisions.
Materials and Methods: Our study included 902 adults who received livers from deceased donors from March 2011 to March 2014 at the Shiraz Organ Transplant Center (Shiraz, Iran). In a 3-step feature selection method, effective features of 6-month survival were extracted by (1) F statistics, Pearson chi-square, and likelihood ratio chi-square and by (2) 5 machine-learning techniques. To evaluate the performance of the machine-learning techniques, Cox regression was applied to the data set. Evaluations were based on the area under the receiver operating characteristic curve and sensitivity of models. (3) We also constructed a model using all factors identified in the previous step.
Results: The model predicted survival based on 26 identified effective factors. In the following order, graft failure, Aspergillus infection, acute renal failure and vascular complications after transplant, as well as graft failure diagnosis interval, previous diabetes mellitus, Model for End-Stage Liver Disease score, donor inotropic support, units of packed cell received, and previous recipient dialysis, were found to be predictive factors in patient survival. The area under the receiver operating characteristic curve and model sensitivity were 0.90 and 0.81, respectively.
Conclusions: Data mining analyses can help identify effective features of patient survival after liver transplant and build models with equal or higher performance than Cox regression. The order of influential factors identified with the machine-learning model was close to clinical experiments.","Cox regression,Data mining,Deceased-donor transplant,Feature selection",Article,"BASKENT UNIV, TASKENT CADDESI NO 77, KAT 4, BAHCELIEVLER, ANKARA, 06490, TURKEY",Transplantation,,0.973,"DIABETES-MELLITUS,MELD,SCORE,HEPATOCELLULAR-CARCINOMA,POSTTRANSPLANT,SURVIVAL,PREDICT,SURVIVAL,GRAFT,FAILURE,PRETRANSPLANT,DONOR,RISK,TRANSFUSION",EXPERIMENTAL AND CLINICAL TRANSPLANTATION,,
