,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,A Multi-Scale Directional Line Detector for Retinal Vessel Segmentation,19,22,,"Khawaja Ahsan,Khan Tariq M.,Khan Mohammad A. U.,Nawaz Syed Junaid","Khawaja A,Khan TM,Khan MAU,Nawaz SJ",Khawaja A,10.3390/s19224949,COMSATS University Islamabad (CUI),"The assessment of transformations in the retinal vascular structure has a strong potential in indicating a wide range of underlying ocular pathologies. Correctly identifying the retinal vessel map is a crucial step in disease identification, severity progression assessment, and appropriate treatment. Marking the vessels manually by a human expert is a tedious and time-consuming task, thereby reinforcing the need for automated algorithms capable of quick segmentation of retinal features and any possible anomalies. Techniques based on unsupervised learning methods utilize vessel morphology to classify vessel pixels. This study proposes a directional multi-scale line detector technique for the segmentation of retinal vessels with the prime focus on the tiny vessels that are most difficult to segment out. Constructing a directional line-detector, and using it on images having only the features oriented along the detector's direction, significantly improves the detection accuracy of the algorithm. The finishing step involves a binarization operation, which is again directional in nature, helps in achieving further performance improvements in terms of key performance indicators. The proposed method is observed to obtain a sensitivity of 0.8043, 0.8011, and 0.7974 for the Digital Retinal Images for Vessel Extraction (DRIVE), STructured Analysis of the Retina (STARE), and Child Heart And health Study in England (CHASE_DB1) datasets, respectively. These results, along with other performance enhancements demonstrated by the conducted experimental evaluation, establish the validity and applicability of directional multi-scale line detectors as a competitive framework for retinal image segmentation.","directional filter bank,image segmentation,multi-scale line detector,vessel segmentation",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Engineering,Instruments & Instrumentation",,3.735,"BLOOD-VESSELS,GRAY-LEVEL,IMAGES,EXTRACTION",SENSORS,https://www.mdpi.com/1424-8220/19/22/4949/pdf,
2,Optimised dispensing of predatory mites by multirotor UAVs in wind: A distribution pattern modelling approach for precision pest management,187,,226-238,"Teske April L.,Chen Gang,Nansen Christian,Kong Zhaodan","Teske AL,Chen G,Nansen C,Kong ZD",Kong ZD,10.1016/j.biosystemseng.2019.09.009,University of California System,"Multirotor unmanned aerial vehicles (UAVs), or drones, are increasingly being used to spray liquid pesticides to control emerging pest infestations in field crops. In recent years, UAVs have been used to release predatory mites and other natural enemies to optimise and promote sustainable pest management practices by relying less on conventional insecticides. Drone dispensed samples of predatory mites are typically mixed with a granular material, vermiculite, which serves as a filler. The low density of the vermiculite and weather conditions (mainly wind), influences the distribution pattern of predatory mites when delivered by a UAV-based system. The purpose of this paper is to present a data driven methodology to develop a mathematical model that can be used to optimise UAV-based autonomous dispensing of predatory mites. The model characterises the distribution of vermiculite as a function of wind speed and direction, and the UAVs altitude and forward speed. The model is constructed by first conducting outdoor experiments and then using machine-learning techniques on the collected data. The constructed model produced an average generalisation error of 12.8%, RMSE. Due to its parametric and predictive nature, the model is amenable for the future design of UAV flight controllers that can compensate for the targeting error caused by wind. The proposed modelling methodology could be useful not only for the dispensing of predatory mites, but also for other UAV dispensing applications, such as liquid or granular pesticide deliveries. (C) 2019 IAgrE. Published by Elsevier Ltd. All rights reserved.","Unmanned aerial vehicle,Precision pest management,Machine learning,Natural enemies,Precision agriculture,Predatory mites",Article,"ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",Agriculture,,4.508,"UNMANNED,AERIAL,VEHICLE",BIOSYSTEMS ENGINEERING,,
3,Patch-Based Adaptive Background Subtraction for Vascular Enhancement in X-Ray Cineangiograms,23,6,2563-2575,"Song Shuang,Yang Jian,Ai Danni,Du Chenbing,Huang Yong,Song Hong,Zhang Luosha,Han Yechen,Wang Yongtian,Frangi Alejandro F.","Song S,Yang J,Ai DN,Du CB,Huang Y,Song H,Zhang LS,Han YC,Wang YT,Frangi AF",Yang J; Ai DN; Wang YT,10.1109/JBHI.2019.2892072,Beijing Institute of Technology,"Objective: Automatic vascular enhancement in X-ray cineangiography is of crucial interest, for instance, for better visualizing and quantifying coronary arteries in diagnostic and interventional procedures. Methods: A novel patch-based adaptive background subtraction method (PABSM) is proposed automatically enhancing vessels in coronary X-ray cineangiography. First, pixels in the cineangiogram are described by the vesselness and Gabor features. Second, a classifier is utilized to separate the cineangiogram into the rough vascular and non-vascular region. Dilation is applied to the classified binary image to include more vascular region. Third, a patch-based background synthesis is utilized to fill the removed vascular region. Results: A database containing 320 cineangiograms of 175 patients was collected, and then an interventional cardiologist annotated all vascular structures. The performance of PABSM is compared with six state-of-the-art vascular enhancement methods regarding the precisionrecall curve and C-value. The area under the precisionrecall curve is $0.7133$ , and the C-value is $0.9659$ . Conclusion: PABSM can automatically enhance the coronary artery in the cineangiograms. It preserves the integrity of vascular topological structures, particularly in complex vascular regions, and removes noise caused by the non-uniform gray-level distribution in the cineangiogram. Significance: PABSM can avoid the motion artifacts and it eases the subsequent vascular segmentation, which is crucial for the diagnosis and interventional procedures of coronary artery diseases.","Arteries,Feature extraction,Training,Standards,Image edge detection,Eigenvalues and eigenfunctions,Gabor filters,Learning,adaptive background,enhancement,coronary cineangiography",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Computer Science,Mathematical & Computational Biology,Medical Informatics",,6.018,"VESSEL,ENHANCEMENT,ROTATIONAL,ANGIOGRAPHY,LAYER,SEPARATION,SEGMENTATION,TREE,3D,RECONSTRUCTION,EXTRACTION,FILTERS",IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,http://eprints.whiterose.ac.uk/141139/7/Patch-based_Adaptive_Background_Subtraction_for_Vascular_Enhancement_in_.._%20%28002%29.pdf,
4,Bayesian inference of metabolic kinetics from genome-scale multiomics data,15,11,,"St John Peter C.,Strutz Jonathan,Broadbelt Linda J.,Tyo Keith E. J.,Bomble Yannick J.","St John PC,Strutz J,Broadbelt LJ,Tyo KEJ,Bomble YJ",Bomble YJ,10.1371/journal.pcbi.1007424,United States Department of Energy (DOE),"Modern biological tools generate a wealth of data on metabolite and protein concentrations that can be used to help inform new strain designs. However, learning from these data to predict how a cell will respond to genetic changes, a key need for engineering, remains challenging. A promising technique for leveraging omics measurements in metabolic modeling involves the construction of kinetic descriptions of the enzymatic reactions that occur within a cell. Parameterizing these models from biological data can be computationally difficult, since methods must also quantify the uncertainty in model parameters resulting from the observed data. While the field of Bayesian inference offers a wide range of methods for efficiently estimating distributions in parameter uncertainty, such techniques are poorly suited to traditional kinetic models due to their complex rate laws and resulting nonlinear dynamics. In this paper, we employ linear-logarithmic kinetics to simplify the calculation of steady-state flux distributions and enable efficient sampling and inference methods. We demonstrate that detailed information on the posterior distribution of parameters can be obtained efficiently at a variety of problem scales, including nearly genome-scale kinetic models trained on multiomics datasets. These results allow modern Bayesian machine learning tools to be leveraged in understanding biological data and in developing new, efficient strain designs.
Author Summary Genetic engineering of microbes is a promising strategy to enable more efficient and environmentally friendly production routes for chemicals and materials traditionally produced from petroleum. While the tools to both edit microbial genomes and measure the resulting changes to cellular physiology are growing increasingly efficient, our ability to predict which genetic interventions will have the greatest likelihood of achieving the desired phenotype is still lacking. In particular, computational methods are needed that are able to efficiently ingest the increasing amount of data generated from large biological datasets to guide subsequent rounds of experiments. This study presents an efficient algorithm coupled to modern computational tools that permits a closer integration of modeling in the design, build, test, and learn cycle of genetic engineering.","FLUX CONTROL COEFFICIENTS,ESCHERICHIA-COLI,LINEAR RELATION,UNCERTAINTY,FRAMEWORK,MODELS,ELASTICITIES,PARAMETERS,REDESIGN",Article,"PUBLIC LIBRARY SCIENCE, 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA","Biochemistry & Molecular Biology,Mathematical & Computational Biology",,5.379,"FLUX,CONTROL,COEFFICIENTS,ESCHERICHIA-COLI,LINEAR,RELATION,UNCERTAINTY,FRAMEWORK,MODELS,ELASTICITIES,PARAMETERS,REDESIGN",PLOS COMPUTATIONAL BIOLOGY,https://europepmc.org/articles/pmc6855570?pdf=render,
5,Burned area detection and mapping using Sentinel-1 backscatter coefficient and thermal anomalies,233,,,"Belenguer-Plomer Miguel A.,Tanase Mihai A.,Fernandez-Carrillo Angel,Chuvieco Emilio","Belenguer-Plomer MA,Tanase MA,Fernandez-Carrillo A,Chuvieco E",Belenguer-Plomer MA,10.1016/j.rse.2019.111345,Universidad de Alcala,"This paper presents a burned area mapping algorithm based on change detection of Sentinel-1 backscatter data guided by thermal anomalies. The algorithm self-adapts to the local scattering conditions and it is robust to variations of input data availability. The algorithm applies the Reed-Xiaoli detector (RXD) to distinguish anomalous changes of the backscatter coefficient. Such changes are linked to fire events, which are derived from thermal anomalies (hotspots) acquired during the detection period by the Moderate Resolution Imaging Spectroradiometer (MODIS) and the Visible Infrared Imaging Radiometer Suite (VIIRS) sensors. Land cover maps were used to account for changing backscatter behaviour as the RXD is class dependent. A machine learning classifier (random forests) was used to detect burned areas where hotspots were not available. Burned area perimeters derived from optical images (Landsat-8 and Sentinel-2) were used to validate the algorithm results. The validation dataset covers 21 million hectares in 18 locations that represent the main biomes affected by fires, from boreal forests to tropical and sub-tropical forests and savannas. A mean Dice coefficient (DC) over all studied locations of 0.59 +/- 0.06 (+/- confidence interval, 95%) was obtained. Mean omission (OE) and commission errors (CE) were 0.43 +/- 0.08 and 0.37 +/- 0.06, respectively. Comparing results with the MODIS based MCD64A1 Version 6, our detections are quite promising, improving on average DC by 0.13 and reducing OE and CE by 0.12 and 0.06, respectively.","Burned area detection,Sentinel-1,Backscatter coefficient,SAR,Random forests,Reed-Xiaoli detector,Fire",Article,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Environmental Sciences & Ecology,Remote Sensing,Imaging Science & Photographic Technology",,11.057,"RANDOM,FOREST,CLASSIFIER,GLOBAL,FIRE,EMISSIONS,BAND,SAR,BACKSCATTER,C-BAND,RADIOFREQUENCY,INTERFERENCE,SCATTERING,MODEL,BOREAL,FORESTS,CLIMATE,SEVERITY,ALGORITHM",REMOTE SENSING OF ENVIRONMENT,https://doi.org/10.1016/j.rse.2019.111345,
6,Computer-aided diagnosis for the identification of breast cancer using thermogram images: A comprehensive review,102,,,"Raghavendra U.,Gudigar Anjan,Rao Tejaswi N.,Ciaccio Edward J.,Ng E. Y. K.,Acharya U. Rajendra","Raghavendra U,Gudigar A,Rao TN,Ciaccio EJ,Ng EYK,Acharya UR",Gudigar A,10.1016/j.infrared.2019.103041,Manipal Academy of Higher Education (MAHE),"Breast cancer is a cancer that can form in the cells of breasts. It is much more common in females than in males. The typical periods of cancer development are during puberty, pregnancy, and breastfeeding. Thermography can be utilized for breast analysis, and provides useful data on the location of hyperthermia and the vascular state of the tissue. Computer-aided diagnosis is an algorithmic approach which can be assistive during routine screening, so that human error in breast analysis for cancer detection is reduced. In early-stage cancer, the accuracy of the assessment then increases, enabling clinicians to make an improved diagnosis of benign versus malignant classification. Herein, we have reviewed thermogram-based computer-aided diagnostic systems developed during the last two decades for breast cancer screening and analysis. We explore the quantitative and qualitative performances of machine learning based approaches, which include segmentation based and feature extraction based methods, dimensionality reduction, and various classification schemes, as proposed in the literature. We also describe the limitations, as well as future requirements to improve current techniques, which can help researchers and clinicians to be apprised of quantitative developments and to plan for the future.","Breast cancer,Computer-aided diagnosis tools,Thermograms",Review,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Instruments & Instrumentation,Optics,Physics",,2.581,"TEXTURE,FEATURES,NEURAL-NETWORK,FEATURE-EXTRACTION,CLASSIFICATION,SEGMENTATION,DATABASE,SYSTEM,BENIGN,TUMOR",INFRARED PHYSICS & TECHNOLOGY,,
7,A Stochastic Model for Virtual Data Generation of Crack Patterns in the Ceramics Manufacturing Process,56,6,596-600,"Park Youngho,Hyun Sangil,Hong Youn-Woo","Park Y,Hyun S,Hong YW",Hyun S,10.4191/kcers.2019.56.6.12,Korea Institute of Ceramic Engineering & Technology,"Artificial intelligence with a sufficient amount of realistic big data in certain applications has been demonstrated to play an important role in designing new materials or in manufacturing high-quality products. To reduce cracks in ceramic products using machine learning, it is desirable to utilize big data in recently developed data-driven optimization schemes. However, there is insufficient big data for ceramic processes. Therefore, we developed a numerical algorithm to make ""virtual"" manufacturing data sets using indirect methods such as computer simulations and image processing. In this study, a numerical algorithm based on the random walk was demonstrated to generate images of cracks by adjusting the conditions of the random walk process such as the number of steps, changes in direction, and the number of cracks.","Cracks,Random walk,Virtual big data,AI",Article,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",Materials Science,,1.304,"MATERIALS,SCIENCE",JOURNAL OF THE KOREAN CERAMIC SOCIETY,https://www.jkcs.or.kr/upload/pdf/kcers-2019-56-6-12.pdf,
8,Efficient Detection of Ventricular Late Potentials on ECG Signals Based on Wavelet Denoising and SVM Classification,10,11,,"Giorgio Agostino,Rizzi Maria,Guaragnella Cataldo","Giorgio A,Rizzi M,Guaragnella C",Guaragnella C,10.3390/info10110328,Politecnico di Bari,"The analysis of cardiac signals is still regarded as attractive by both the academic community and industry because it helps physicians in detecting abnormalities and improving the diagnosis and therapy of diseases. Electrocardiographic signal processing for detecting irregularities related to the occurrence of low-amplitude waveforms inside the cardiac signal has a considerable workload as cardiac signals are heavily contaminated by noise and other artifacts. This paper presents an effective approach for the detection of ventricular late potential occurrences which are considered as markers of sudden cardiac death risk. Three stages characterize the implemented method which performs a beat-to-beat processing of high-resolution electrocardiograms (HR-ECG). Fifteen lead HR-ECG signals are filtered and denoised for the improvement of signal-to-noise ratio. Five features were then extracted and used as inputs of a classifier based on a machine learning approach. For the performance evaluation of the proposed method, a HR-ECG database consisting of real ventricular late potential (VLP)-negative and semi-simulated VLP-positive patterns was used. Experimental results show that the implemented system reaches satisfactory performance in terms of sensitivity, specificity accuracy, and positive predictivity; in fact, the respective values equal to 98.33%, 98.36%, 98.35%, and 98.52% were achieved.","ventricular late potential (VLP),HR-ECG,computer-aided detection (CAD),wavelet transform,support vector machine (SVM),machine learning,accuracy",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",Computer Science,,,"TO-BEAT,DETECTION,AVERAGED,ELECTROCARDIOGRAM,FREQUENCY-DOMAIN,ARRHYTHMIC,EVENTS,HIGH-RESOLUTION,IDENTIFICATION,RISK,QRS,TACHYCARDIA,INFARCTION",INFORMATION,https://www.mdpi.com/2078-2489/10/11/328/pdf,
9,Survey on Social Relationship Recognition Based on Images,55,21,36-45,",","Gao Jianjun,Qing Linbo",,,Gao Jianjun,"Social relationship is the general term for the relationship between people in the process of common material and spiritual activities. So far, all the researches have been done before are all related to the fields like social science, face recognition, impression recognition, motion recognition, scene recognition, object detection. As for this paper, start with a definition of different categories of relationships, it is divided into 4 parts from simple relation to difficult one by summarizing the researches relating to the topic. It introduces the method to extract the features and classification based on both traditional machine learning and deep learning. Meanwhile, the paper concludes the datasets and mechanism for different categories and compares the results, advantages and disadvantages of every work. This paper discusses the utilization of relationship recognition in real world and the possible direction that can be studied in the future.","social relationship; relationship recognition; computer vision; ,machine learning,; image classification",Review,,,,,,,,
10,Management Information System for Predicting Quantity Martials,8,4,1143-1149,"Shannaq Boumedyen,Al Shamsi Ibrahim,Majeed Saif Nabhan Abdul","Shannaq B,Al Shamsi I,Majeed SNA",Shannaq B,10.18421/TEM84-06,"Univ Burimi, Fac Coll Business MIS, Alburimi, Oman.","The purpose of this research work is to present in a systematic way the use of the integration method comprising the information system and prediction model towards optimizing the accuracy of Quantity Survey (QS) calculation. The main attention is paid to applied value of the considered methodology, to profitable interpretation and clarification of the results obtained. In order to achieve the goals, information system with the prediction model has been developed and integrated, which predicts the volume of concrete and steel materials using comprehensive experiments over a set of prediction shared algorithms. A new approach to prediction is proposed, based on the use of results of an automatic Information system capable to generate featured to improve the accuracy in the prediction problem. It was experimentally shown that in some cases this approach can be quite effective to significantly improve the quality of prediction and classification.","Prediction,Information system,QS,Neural networks,Machine learning",Article,"ASSOC INFORMATION COMMUNICATION TECHNOLOGY EDUCATION & SCIENCE, HILMA ROZAJCA 15, NOVI PAZAR, 36300, SERBIA",Computer Science,,,,TEM JOURNAL-TECHNOLOGY EDUCATION MANAGEMENT INFORMATICS,,
