,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Lymph node detection method based on multisource transfer learning and convolutional neural network,30,2,298-310,"Ma Yingran,Peng Yanjun","Ma YR,Peng YJ",Peng YJ,10.1002/ima.22371,Shandong University of Science & Technology,"Recently years, convolutional neural networks (CNNs) have proven to be powerful tools for a broad range of computer vision tasks. However, training a CNN from scratch is difficult because it requires a large amount of labeled training data, which remains a challenge in medical imaging domain. To this end, deep transfer learning (TL) technique is widely used for many medical image tasks. In this paper, we propose a novel multisource transfer learning CNN model for lymph node detection. The mechanism behind it is straightforward. Point-wise (1 x 1) convolution is used to fuse multisource transfer learning knowledge. Concretely, we view the transferred features as priori domain knowledge and 1 x 1 convolutional operation is implemented after pre-trained convolution layers to adaptively combine the transfer information for target task. In order to learn non-linear transferred features and prevent over-fitting, we present an encode process for the pre-trained convolution kernels. At last, based on convolutional factorization technique, we train the proposed CNN model and the encoder process jointly, which improves the feasibility of our approach. The effectiveness of the proposed method is verified on lymph node (LN) dataset: 388 mediastinal LNs labeled by radiologists in 90 patient CT scans, and 595 abdominal LNs in 86 patient CT scans for LN detection. Our method demonstrates sensitivities of about 85%/71% at 3 FP/vol. and 92%/85% at 6 FP/vol. for mediastinum and abdomen respectively, which compares favorably to previous methods.","convolutional neural network,lymph node detection,multisource transfer learning,point-wise convolutional operation",Article,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Engineering,Optics,Imaging Science & Photographic Technology",,2.03,SEGMENTATION,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,,
2,On the effects of pseudorandom and quantum-random number generators in soft computing,24,12,9243-9256,"Bird Jordan J.,Ekart Aniko,Faria Diego R.","Bird JJ,Ekart A,Faria DR",Bird JJ,10.1007/s00500-019-04450-0,Aston University,"In this work, we argue that the implications of pseudorandom and quantum-random number generators (PRNG and QRNG) inexplicably affect the performances and behaviours of various machine learning models that require a random input. These implications are yet to be explored in soft computing until this work. We use a CPU and a QPU to generate random numbers for multiple machine learning techniques. Random numbers are employed in the random initial weight distributions of dense and convolutional neural networks, in which results show a profound difference in learning patterns for the two. In 50 dense neural networks (25 PRNG/25 QRNG), QRNG increases over PRNG for accent classification at + 0.1%, and QRNG exceeded PRNG for mental state EEG classification by + 2.82%. In 50 convolutional neural networks (25 PRNG/25 QRNG), the MNIST and CIFAR-10 problems are benchmarked, and in MNIST the QRNG experiences a higher starting accuracy than the PRNG but ultimately only exceeds it by 0.02%. In CIFAR-10, the QRNG outperforms PRNG by + 0.92%. The n-random split of a Random Tree is enhanced towards and new Quantum Random Tree (QRT) model, which has differing classification abilities to its classical counterpart, 200 trees are trained and compared (100 PRNG/100 QRNG). Using the accent and EEG classification data sets, a QRT seemed inferior to a RT as it performed on average worse by - 0.12%. This pattern is also seen in the EEG classification problem, where a QRT performs worse than a RT by - 0.28%. Finally, the QRT is ensembled into a Quantum Random Forest (QRF), which also has a noticeable effect when compared to the standard Random Forest (RF). Ten to 100 ensembles of trees are benchmarked for the accent and EEG classification problems. In accent classification, the best RF (100 RT) outperforms the best QRF (100 QRF) by 0.14% accuracy. In EEG classification, the best RF (100 RT) outperforms the best QRF (100 QRT) by 0.08% but is extremely more complex, requiring twice the amount of trees in committee. All differences are observed to be situationally positive or negative and thus are likely data dependent in their observed functional behaviour.","Quantum computing,Soft computing,Machine learning,Neural networks,Classification",Article,"SPRINGER, ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",Computer Science,,3.518,"COLONY,OPTIMIZATION,ALGORITHM,NEURAL-NETWORKS,MODEL",SOFT COMPUTING,https://link.springer.com/content/pdf/10.1007/s00500-019-04450-0.pdf,
3,BoVSG: bag of visual SubGraphs for remote sensing scene classification,41,5,1986-2003,"Amiri Khitem,Farah Mohamed,Leloglu Ugur Murat","Amiri K,Farah M,Leloglu UM",Amiri K,10.1080/01431161.2019.1681602,Universite de la Manouba,"Remote sensing scene classification is gaining much more interest in the recent few years for many strategic fields such as security, land cover and land use monitoring. Several methods have been proposed in the literature and they can be divided into three main classes based on the features used: handcrafted features, features obtained by unsupervised learning and those obtained from deep learning. Handcrafted features are generally time consuming and suboptimal. Unsupervised learning based features which have been proposed later gave better results but their performances are still limited because they mainly rely on shallow networks and are not able to extract powerful features. Deep learning based features are recently investigated and gave interesting results. But, they cannot be usually used because of the scarcity of labelled remote sensing images and are also computationally expensive. Most importantly, whatever kind of feature is used, the neighbourhood information of them is ignored. In this paper, we propose a novel remote sensing scene representation and classification approach called Bag of Visual SubGraphs (BoVSG). First, each image is segmented into superpixels in order to summarize the image content while retaining relevant information. Then, the superpixels from all images are clustered according to their colour and texture features and a random label is assigned to each cluster that probably corresponds to some material or land cover type. Thus superpixels belonging to the same cluster have the same label. Afterwards, each image is modelled with a graph where nodes correspond to labelled superpixels and edges model spatial neighbourhoods. Finally, each image is represented by a histogram of the most frequent subgraphs corresponding to land cover adjacency patterns. This way, local spatial relations between the nodes are also taken into account. Resultant feature vectors are classified using standard classification algorithms. The proposed approach is tested on three popular datasets and its performance outperforms state-of-the-art methods, including deep learning methods. Besides its accuracy, the proposed approach is computationally much less expensive than deep learning methods.","CONVOLUTIONAL NEURAL-NETWORKS,ALGORITHM,CLIQUES,CUTS",Article,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Remote Sensing,Imaging Science & Photographic Technology",,,"CONVOLUTIONAL,NEURAL-NETWORKS,ALGORITHM,CLIQUES,CUTS",INTERNATIONAL JOURNAL OF REMOTE SENSING,,
4,Prediction of medical device performance using machine learning techniques: infant incubator case study,10,1,151-155,"Kovacevic Zivorad,Pokvic Lejla Gurbeta,Spahic Lemana,Badnjevic Almir","Kovacevic Z,Pokvic LG,Spahic L,Badnjevic A",Pokvic LG,10.1007/s12553-019-00386-5,"Int Burch Univ, Sarajevo, Bosnia & Herceg.","With development in the area of electronics and artificial intelligence (AI), medical devices (MD) have been sophisticated as well. MD management strategies today are very different than decades ago, so it is reasonable to consider how we can prepare for where we are going in the future. This paper presents the result of application of machine learning (ML) techniques in management of infant incubators in healthcare institutions. A total of 140 samples was used for development of Expert system based on ML classifiers. These samples were collected during 2015-2017 period, as part of yearly inspections of incubators in healthcare institutions by ISO 17020 accredited laboratory. Dataset division 80-20 was used for classifiers development and validation. Performance of the following machine learning algorithms was investigated: Naive Bayes (NB), Decision Tree (DT), Random Forest (RF), k-Nearest Neighbour (kNN), and Support Vector Machine (SVM). Resulting classifiers were compared by performance and classifier based on Decision Tree algorithm yielded highest accuracy (98.5%) among other tested systems. Obtained results suggest that by introducing ML algorithms in MD management strategies benefit healthcare institution firstly in terms of increase of safety and quality of patient diagnosis and treatments, but also in cost optimization and resource management.","Medical device,Machine learning,Prediction,Clinical engineering",Article,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",Medical Informatics,,,,HEALTH AND TECHNOLOGY,,
5,Ultimate Shear Resistance of Silty Sands Improved by Stone Columns Estimation Using Neural Network and Imperialist Competitive Algorithm,38,2,1485-1496,"Ardakani Alireza,Dinarvand Reza,Namaei Ali","Ardakani A,Dinarvand R,Namaei A",Namaei A,10.1007/s10706-019-01104-8,Imam Khomeini International University,"One of the most popular soil improvement methods is stone columns. So as to investigate the performance of this approach under different types of loadings, it is essential to obtain the displacement-load curve of the stone columns. In this paper, the effect of geotextile-encased stone columns has been evaluated based on 39 large scale tests in sand with different silt content. Furthermore, artificial neural network is carried on to estimate the shear resistance of the modeled stone columns by considering some factors such as fine content of bed soil, area replacement of stone columns, and normal stress on the sample. In the present research, artificial neural networks optimized by colonial competitive algorithm (ANN-ICA) were used and their results were compared with other methods. The obtained results showed that ICA-based artificial neural networks predicted lateral bearing capacity of short piles with a correlation coefficient of 0.9738 for training data and 0.9913 for test data. Moreover, the results of the model showed the superiority of ICA-based artificial neural networks compared to back-propagation artificial neural network methods.","Geotextile-encased stone columns,Sand,Shear resistance,Neural network",Article,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",Engineering,,,"SOFT,CLAY,ARTIFICIAL-INTELLIGENCE,NUMERICAL-SIMULATION,BEARING,CAPACITY,PREDICTION,BEHAVIOR,PILE,TESTS",GEOTECHNICAL AND GEOLOGICAL ENGINEERING,,
6,Optimization and prediction of surface quality and cutting forces in the milling of aluminum alloys using ANFIS and interval type 2 neuro fuzzy network coupled with population-based meta-heuristic learning methods,105,5-6,2271-2287,"Asadi Reza,Yeganefar Ali,Niknam Seyed Ali","Asadi R,Yeganefar A,Niknam SA",Niknam SA,10.1007/s00170-019-04309-6,Iran University Science & Technology,"Milling is among the most commonly used, flexible, and complex machining methods; and adequate selection of process parameters, modeling, and optimization of milling is challenging. Due to complex morphology of cutting process, edge and surface defects and elevated cutting forces and temperature are the main observations if non-adequate cutting parameters are selected. Therefore, modeling surface roughness and cutting forces in the milling process are of prime importance. Due to the ability of neuro-fuzzy networks to maintain appropriate modeling with investigation of uncertainties and the capacity of meta-heuristic approaches to set the coefficients of these networks precisely, in the present study, the coupled models of adaptive neuro-fuzzy inference system (ANFIS-type fuzzy neural networks) and interval type 2 fuzzy neural networks with evolutionary learning algorithms including particle swarm optimization (PSO) and genetic algorithm (GA) were used to predict the mean values of directional cutting forces as well as average surface roughness (Ra) in milling aluminum alloys (AA6061, AA2024, AA7075) under various cutting conditions and insert coatings. The main innovation of the present study refers to implementation of IT2FNN- PSO method in the machining operations. No similar research in this regards was found in the literature. According to the results, it was found that the proposed methods led to excellent and precise modeling results with high correlation rates with experimental outputs. The use of IT2FNN-PSO led to better performance as compared to observations made in other two ANFIS-based models aforementioned.","ANFIS,Interval type 2 fuzzy neural networks,Milling,Surface quality,Cutting force",Article,"SPRINGER LONDON LTD, 236 GRAYS INN RD, 6TH FLOOR, LONDON WC1X 8HL, ENGLAND","Automation & Control Systems,Engineering",,3.32,"ROUGHNESS,PREDICTION,MULTIPLE-REGRESSION,GENETIC,ALGORITHM,INFERENCE,SYSTEM,CNC",INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,,
7,"Modeling color fading ozonation of reactive-dyed cotton using the Extreme Learning Machine, Support Vector Regression and Random Forest",90,7-8,896-908,"He Zhenglei,Kim-Phuc Tran,Thomassey Sebastien,Zeng Xianyi,Xu Jie,Yi Changhai","He ZL,Tran KP,Thomassey S,Zeng XY,Xu J,Yi CH",He ZL,10.1177/0040517519883059,"GEMTEX, 2 Rue Louise & Victor Champier, F-59056 Roubaix, France.","Textile products with a faded effect achieved via ozonation are increasingly popular nowadays. In order to better understand and apply this process, the complex factors and effects of color fading ozonation are investigated via process modeling in terms of pH, temperature, water pick-up, time (of process) and original color (of textile) affecting the color performance (K/S, L*, a*, b* values) of reactive-dyed cotton using the Extreme Learning Machine (ELM), Support Vector Regression (SVR) and Random Forest (RF), respectively. It is found that the RF and SVR perform better than the ELM as the latter were very unstable in the case of predicting a certain single output. Both the RF and SVR are potentially applicable, but SVR would be more recommended to be used in the real application due to its balancer predicting performance and lower training time cost.","modeling,color fading,ozonation,Extreme Learning Machine,Support Vector Regression,Random Forest",Article,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",Materials Science,,2.057,"PREDICTION,FABRICS,STRENGTH",TEXTILE RESEARCH JOURNAL,,
8,Biomass fuel identification using flame spectroscopy and tree model algorithms,193,6,1055-1072,"Ge Hong,Li Xinli,Li Yijiao,Lu Gang,Yan Yong","Ge H,Li XL,Li YJ,Lu G,Yan Y",Li XL,10.1080/00102202.2019.1680654,North China Electric Power University,"This paper presents an identification method for types of fuel such as biomass by combining flame spectroscopic monitoring and tree model algorithms. The features of the flame spectra are extracted, including the spectral intensity of flame radicals [OH* (310.85 nm), CN* (390.00 nm), CH* (430.57 nm) and C-2* (515.23 nm, 545.59 nm)], flame radiation intensity and flame radiation energy (integration of spectral intensity). The identification models are built using four tree model algorithms, i.e., decision tree, random forest, extremely randomized trees, and gradient boost decision tree. The different type of biomass and spectra features of combustion flames are composed of sample pairs to train identification models. Experiments are carried out on a laboratory-scale biomass-air combustion test rig. Four different biomass fuels, including corncob, willow, peanut shell, and wheat straw are burnt. The results demonstrate that the identification models proposed is capable of identifying types of biomass fuels correctly with the average identification success rate of 98% in 10 trials.","Fuel identification,flame spectroscopy,flame radicals,tree model algorithm,biomass",Article,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Thermodynamics,Energy & Fuels,Engineering",,1.946,"COMPONENT,ANALYSIS,PREDICTION,EMISSIONS",COMBUSTION SCIENCE AND TECHNOLOGY,,
9,A Deep Convolutional Neural Network for Annotation of Magnetic Resonance Imaging Sequence Type,33,2,439-446,"Ranjbar Sara,Singleton Kyle W.,Jackson Pamela R.,Rickertsen Cassandra R.,Whitmire Scott A.,Clark-Swanson Kamala R.,Mitchell J. Ross,Swanson Kristin R.,Hu Leland S.","Ranjbar S,Singleton KW,Jackson PR,Rickertsen CR,Whitmire SA,Clark-Swanson KR,Mitchell JR,Swanson KR,Hu LS",Ranjbar S,10.1007/s10278-019-00282-4,Mayo Clinic,"The explosion of medical imaging data along with the advent of big data analytics has launched an exciting era for clinical research. One factor affecting the ability to aggregate large medical image collections for research is the lack of infrastructure for automated data annotation. Among all imaging modalities, annotation of magnetic resonance (MR) images is particularly challenging due to the non-standard labeling of MR image types. In this work, we aimed to train a deep neural network to annotate MR image sequence type for scans of brain tumor patients. We focused on the four most common MR sequence types within neuroimaging: T1-weighted (T1W), T1-weighted post-gadolinium contrast (T1Gd), T2-weighted (T2W), and T2-weighted fluid-attenuated inversion recovery (FLAIR). Our repository contains images acquired using a variety of pulse sequences, sequence parameters, field strengths, and scanner manufacturers. Image selection was agnostic to patient demographics, diagnosis, and the presence of tumor in the imaging field of view. We used a total of 14,400 two-dimensional images, each visualizing a different part of the brain. Data was split into train, validation, and test sets (9600, 2400, and 2400 images, respectively) and sets consisted of equal-sized groups of image types. Overall, the model reached an accuracy of 99% on the test set. Our results showed excellent performance of deep learning techniques in predicting sequence types for brain tumor MR images. We conclude deep learning models can serve as tools to support clinical research and facilitate efficient database management.","Artificial intelligence,Deep learning,Magnetic resonance imaging,Sequence type,Automated annotation,Image database",Article,"SPRINGER, ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES","Radiology, Nuclear Medicine & Medical Imaging",,3.977,,JOURNAL OF DIGITAL IMAGING,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7165226,
10,Artificial intelligence in pediatric surgery Present and future,91,3,222-228,"Goedeke Jan,Muensterer Oliver,Rohleder S.","Godeke J,Muensterer O,Rohleder S",Godeke J,10.1007/s00104-019-01051-3,Johannes Gutenberg University of Mainz,"Background Artificial intelligence, automatization and digital transformation increasingly dominate the business models of almost all enterprises. Even in medicine and medical technology, companies also no longer close their minds to this development as the advantages provided by the new ideas and processes in medicine and particularly in compact disciplines, such as pediatric surgery have occasionally been recognized. Objective This article gives a status quo analysis of artificial intelligence in international pediatric surgery with a discussion of future perspectives and suggestions from the authors' perspective. Material and methods Appraisal and discussion of international publications, external expert opinions and personal experiences of the authors. Results A wide spectrum of applications using artificial intelligence in surgery is internationally available. Many of these developments can also be further adapted for use in pediatric surgery. The experience using artificial intelligence for special pediatric surgical indications is currently limited to isolated cases. Conclusion Disciplines such as pediatric surgery cannot disregard the trend towards the application of artificial intelligence in daily practice. In addition to the establishment of current developments, the requirements of pediatric surgery should also be taken into account. These were some of the impulses that led to the founding of the working group on digitalization of the German Association for Pediatric Surgery in September 2019.","Machine learning,Digitalization,Telemedicine,Image recognition,Speech recognition",Article,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",Surgery,,0.847,"MULTIPHOTON,MICROSCOPY,NEURAL,NETWORKS,VIDEO",CHIRURG,,
