,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Holistic decomposition convolution for effective semantic segmentation of medical volume images,57,,149-164,"Zeng Guodong,Zheng Guoyan","Zeng GD,Zheng GY",Zeng GD,10.1016/j.media.2019.07.003,Shanghai Jiao Tong University,"Convolutional Neural Networks (CNNs) have achieved state-of-the-art performance in many different 2D medical image analysis tasks. In clinical practice, however, a large part of the medical imaging data available is in 3D, e.g, magnetic resonance imaging (MRI) data, computed tomography (CT) data and data generated by many other modalities. This has motivated the development of 3D CNNs for volumetric image segmentation in order to benefit from more spatial context. Due to GPU memory restrictions caused by moving to fully 3D, state-of-the-art methods depend on subvolume/patch processing and the size of the input patch is usually small, limiting the incorporation of larger context information for a better performance. In this paper, we propose a novel Holistic Decomposition Convolution (HDC), which learns a number of separate kernels within the same layer and can be regarded as an inverse operation to the previously introduced Dense Upsampling Convolution (DUC), for an effective and efficient semantic segmentation of medical volume images. HDC consists of a periodic down-shuffling operation followed by a conventional 3D convolution. HDC has the advantage of significantly reducing the size of the data for sub-sequential processing while using all the information available in the input irrespective of the down-shuffling factors. We apply HDC directly to the input data, whose output will be used as the input to sub-sequential CNNs. In order to achieve volumetric dense prediction at final output, we need to recover full resolution, which is done by using DUC. We show that both HDC and DUC are network agnostic and can be combined with different CNNs for an improved performance in both training and testing phases. Results obtained from comprehensive experiments conducted on both MRI and CT data of different anatomical regions demonstrate the efficacy of the present approach. (C) 2019 Elsevier B.V. All rights reserved.","Semantic segmentation,Volume images,Deep learning,Convolutional neural networks",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Computer Science,Engineering,Radiology, Nuclear Medicine & Medical Imaging",,11.22,"INTERVERTEBRAL,DISC,LOCALIZATION,3D,MR-IMAGES,AUTOMATIC,SEGMENTATION,NEURAL-NETWORKS,CARTILAGE",MEDICAL IMAGE ANALYSIS,,
2,TOP-GAN: Stain-free cancer cell classification using deep learning with a small training set,57,,176-185,"Rubin Moran,Stein Omer,Turko Nir A.,Nygate Yoav,Roitshtain Darina,Karako Lidor,Barnea Itay,Giryes Raja,Shaked Natan T.","Rubin M,Stein O,Turko NA,Nygate Y,Roitshtain D,Karako L,Barnea I,Giryes R,Shaked NT",Shaked NT,10.1016/j.media.2019.06.014,Tel Aviv University,"We propose a new deep learning approach for medical imaging that copes with the problem of a small training set, the main bottleneck of deep learning, and apply it for classification of healthy and cancer cell lines acquired by quantitative phase imaging. The proposed method, called transferring of pre-trained generative adversarial network (TOP-GAN), is hybridization between transfer learning and generative adversarial networks (GANs). Healthy cells and cancer cells of different metastatic potential have been imaged by low-coherence off-axis holography. After the acquisition, the optical path delay maps of the cells are extracted and directly used as inputs to the networks. In order to cope with the small number of classified images, we use GANs to train a large number of unclassified images from another cell type (sperm cells). After this preliminary training, we change the last layers of the network and design automatic classifiers for the correct cell type (healthy/primary cancer/metastatic cancer) with 90-99% accuracies, although small training sets of down to several images are used. These results are better in comparison to other classic methods that aim at coping with the same problem of a small training set. We believe that our approach makes the combination of holographic microscopy and deep learning networks more accessible to the medical field by enabling a rapid, automatic and accurate classification in stain-free imaging flow cytometry. Furthermore, our approach is expected to be applicable to many other medical image classification tasks, suffering from a small training set. (C) 2019 Published by Elsevier B.V.","Holography,Quantitative phase imaging,Deep learning,Image classification,Biological cells",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Computer Science,Engineering,Radiology, Nuclear Medicine & Medical Imaging",,11.22,"QUANTITATIVE,PHASE,MICROSCOPY,CONVOLUTIONAL,NEURAL-NETWORKS,IDENTIFICATION,VISUALIZATION,RECOGNITION,COMPACT",MEDICAL IMAGE ANALYSIS,,
3,Accurate and robust deep learning-based segmentation of the prostate clinical target volume in ultrasound images,57,,186-196,"Karimi Davood,Zeng Qi,Mathur Prateek,Avinash Apeksha,Mandavi Sara,Spadinger Ingrid,Abolmaesumi Purang,Salcudean Septimiu E.","Karimi D,Zeng Q,Mathur P,Avinash A,Mandavi S,Spadinger I,Abolmaesumi P,Salcudean SE",Karimi D,10.1016/j.media.2019.07.005,University of British Columbia,"The goal of this work was to develop a method for accurate and robust automatic segmentation of the prostate clinical target volume in transrectal ultrasound (TRUS) images for brachytherapy. These images can be difficult to segment because of weak or insufficient landmarks or strong artifacts. We devise a method, based on convolutional neural networks (CNNs), that produces accurate segmentations on easy and difficult images alike. We propose two strategies to achieve improved segmentation accuracy on difficult images. First, for CNN training we adopt an adaptive sampling strategy, whereby the training process is encouraged to pay more attention to images that are difficult to segment. Secondly, we train a CNN ensemble and use the disagreement among this ensemble to identify uncertain segmentations and to estimate a segmentation uncertainty map. We improve uncertain segmentations by utilizing the prior shape information in the form of a statistical shape model. Our method achieves Hausdorff distance of 2.7 +/- 2.3 mm and Dice score of 93.9 +/- 3.5%. Comparisons with several competing methods show that our method achieves significantly better results and reduces the likelihood of committing large segmentation errors. Furthermore, our experiments show that our approach to estimating segmentation uncertainty is better than or on par with recent methods for estimation of prediction uncertainty in deep learning models. Our study demonstrates that estimation of model uncertainty and use of prior shape information can significantly improve the performance of CNN-based medical image segmentation methods, especially on difficult images. (C) 2019 Elsevier B.V. All rights reserved.","Image segmentation,Model uncertainty,Shape models,Clustering,Deep learning",Article; Proceedings Paper,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Computer Science,Engineering,Radiology, Nuclear Medicine & Medical Imaging",,11.22,"ACTIVE,SHAPE,MODELS,BRACHYTHERAPY,FRAMEWORK,RECOMMENDATIONS,OPTIMIZATION,INFORMATION,ALGORITHM",MEDICAL IMAGE ANALYSIS,,
4,Towards quantitative imaging biomarkers of tumor dissemination: A multi-scale parametric modeling of multiple myeloma,57,,214-225,"Piraud Marie,Wennmann Markus,Kintzele Laurent,Hillengass Jens,Keller Ulrich,Langs Georg,Weber Marc-Andre,Menze Bjoern H.","Piraud M,Wennmann M,Kintzele L,Hillengass J,Keller U,Langs G,Weber MA,Menze BH",Piraud M,10.1016/j.media.2019.07.001,Technical University of Munich,"The advent of medical imaging and automatic image analysis is bringing the full quantitative assessment of lesions and tumor burden at every clinical examination within reach. This opens avenues for the development and testing of functional disease models, as well as their use in the clinical practice for personalized medicine. In this paper, we introduce a Bayesian statistical framework, based on mixed-effects models, to quantitatively test and learn functional disease models at different scales, on population longitudinal data. We also derive an effective mathematical model for the crossover between initially detected lesions and tumor dissemination, based on the Iwata-Kawasaki-Shigesada model. We finally propose to leverage this descriptive disease progression model into model-aware biomarkers for personalized risk-assessment, taking all available examinations and relevant covariates into account. As a use case, we study Multiple Myeloma, a disseminated plasma cell cancer, in which proper diagnostics is essential, to differentiate frequent precursor state without end-organ damage from the rapidly developing disease requiring therapy. After learning the best biological models for local lesion growth and global tumor burden evolution on clinical data, and computing corresponding population priors, we use individual model parameters as biomarkers, and can study them systematically for correlation with external covariates, such as sex or location of the lesion. On our cohort of 63 patients with smoldering Multiple Myeloma, we show that they perform substantially better than other radiological criteria, to predict progression into symptomatic Multiple Myeloma. Our study paves the way for modeling disease progression patterns for Multiple Myeloma, but also for other metastatic and disseminated tumor growth processes, and for analyzing large longitudinal image data sets acquired in oncological imaging. It shows the unprecedented potential of model-based biomarkers for better and more personalized treatment decisions and deserves being validated on larger cohorts to establish its role in clinical decision making. (C) 2019 Elsevier B.V. All rights reserved.","FOCAL LESIONS,GROWTH,MANAGEMENT,DIAGNOSIS,CRITERIA,DISEASE,VERSION,RISK",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Computer Science,Engineering,Radiology, Nuclear Medicine & Medical Imaging",,11.22,"FOCAL,LESIONS,GROWTH,MANAGEMENT,DIAGNOSIS,CRITERIA,DISEASE,VERSION,RISK",MEDICAL IMAGE ANALYSIS,https://doi.org/10.1101/613869,
5,Road pothole extraction and safety evaluation by integration of point cloud and images derived from mobile mapping sensors,42,,,"Wu Hangbin,Yao Lianbi,Xu Zeran,Li Yayun,Ao Xinran,Chen Qichao,Li Zhengning,Meng Bin","Wu HB,Yao LB,Xu ZR,Li YY,Ao XR,Chen QC,Li ZN,Meng B",Yao LB,10.1016/j.aei.2019.100936,Tongji University,"The automatic detection and extraction of road pothole distress is an important issue regarding healthy road structures, monitoring, and maintenance. In this paper, a new algorithm that integrates the mobile point cloud and images is proposed for the detection of road potholes. The algorithm includes three steps: 2D candidate pothole extraction from the images using a deep learning method, 3D candidate pothole extraction via a point cloud, and pothole determination by depth analysis. Because the texture features of the pothole and asphalt or concrete patches greatly differ from those of a normal road, pothole or patch distress images are used to establish a training set and train and test the deep learning system. Subsequently, the 2D candidate pothole is extracted from the images and labeled via the trained DeepLabv3 + , a state-of-the-art pixel-wise classification (semantic segmentation) network. The edge of the candidate pothole in the image is then used to establish the relationship between the mobile point cloud and images. The original road point cloud around the edge of the candidate pothole is categorized into two groups, that is, interior and exterior points, according to the relationship between the point cloud and images. The exterior points are used to fit the road plane and calculate the accurate 3D shape of the candidate potholes. Finally, the interior points of a candidate pothole are used to analyze the depth distribution to determine if the candidate pothole is a pothole or patch. To verify the proposed method, two cases, including real and simulation cases, are selected. The real case is an expressway in Shanghai with a length of 26.4 km. Based on the proposed method, 77 candidate potholes are extracted by the DeepLabv3 + system; 49 potholes and 28 patches are finally filtered. The affected lanes and pothole locations are analyzed. The simulation case is selected to verify the geometric accuracy of the detected potholes. The results show that the mean accuracy of the detected potholes is similar to 1.5-2.8 cm.","Candidate pothole,Patch,Image segmentation,Point cloud,Depth distribution",Article,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Computer Science,Engineering",,5.936,"AUTOMATIC,PAVEMENT,CRACK,WAVELET,TRANSFORM,SYSTEM,CLASSIFICATION",ADVANCED ENGINEERING INFORMATICS,,
6,A new machine learning technique for an accurate diagnosis of coronary artery disease,179,,,"Abdar Moloud,Ksiazek Wojciech,Acharya U. Rajendra,Tan Ru-San,Makarenkov Vladimir,Plawiak Pawel","Abdar M,Ksiazek W,Acharya UR,Tan RS,Makarenkov V,Plawiak P",Plawiak P,10.1016/j.cmpb.2019.104992,Cracow University of Technology,"Background and objective: Coronary artery disease (CAD) is one of the commonest diseases around the world. An early and accurate diagnosis of CAD allows a timely administration of appropriate treatment and helps to reduce the mortality. Herein, we describe an innovative machine learning methodology that enables an accurate detection of CAD and apply it to data collected from Iranian patients.
Methods: We first tested ten traditional machine learning algorithms, and then the three-best performing algorithms (three types of SVM) were used in the rest of the study. To improve the performance of these algorithms, a data preprocessing with normalization was carried out. Moreover, a genetic algorithm and particle swarm optimization, coupled with stratified 10-fold cross-validation, were used twice: for optimization of classifier parameters and for parallel selection of features.
Results: The presented approach enhanced the performance of all traditional machine learning algorithms used in this study. We also introduced a new optimization technique called N2Genetic optimizer (a new genetic training). Our experiments demonstrated that N2Genetic-nuSVM provided the accuracy of 93.08% and F1-score of 91.51% when predicting CAD outcomes among the patients included in a well-known Z-Alizadeh Sani dataset. These results are competitive and comparable to the best results in the field.
Conclusions: We showed that machine-learning techniques optimized by the proposed approach, can lead to highly accurate models intended for both clinical and research use. (C) 2019 Elsevier B.V. All rights reserved.","Coronary artery disease (CAD),Machine learning,Normalization,Genetic algorithm,Particle swarm optimization,Feature selection,Classification",Article,"ELSEVIER IRELAND LTD, ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND","Computer Science,Engineering,Medical Informatics",,5.034,"MYOCARDIAL-INFARCTION,GENETIC,ALGORITHM,NEURAL-NETWORK,HEART-DISEASE,ECG,SIGNALS,COMPUTED-TOMOGRAPHY,AUTOMATED,DETECTION,COGNITIVE,ANALYSIS,PARTICLE,SWARM,CLASSIFICATION",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,,
7,Group-representative functional network estimation from multi-subject fMRI data via MRF-based image segmentation,179,,,"Tang Bingjing,Iyer Aditi,Rao Vinayak,Kong Nan","Tang BJ,Iyer A,Rao V,Kong N",Kong N,10.1016/j.cmpb.2019.07.004,Purdue University System,"Background and objective: There has been growing interest in using functional connectivity patterns, determined from fMRI data to characterize groups of individuals exhibiting common traits. However, the present challenge lies in efficient and accurate identification of distinct patterns observed consistently across multiple subjects. Existing approaches either impose strong assumptions, require aligning images before processing, or require data-intensive machine learning algorithms with manually labeled training datasets. In this paper, we propose a more principled and flexible approach to address this.
Methods: Our approach redefines the problem of estimating the group-representative functional network as an image segmentation problem. After employing an improved clustering-based ICA scheme to preprocess the dataset of individual functional network images, we use a maximum a posteriori-Markov random field (MAP-MRF) framework to solve the image segmentation problem. In this framework, we propose a probabilistic model of the individual pixels of the fMRI data, with the model involving a latent group-representative functional network image. Given an observed dataset, we apply a novel and efficient variational Bayes algorithm to recover the associated latent group image. Our methodology seeks to overcome limitations in more traditional schemes by exploiting spatial relationships underlying the connectivity maps and accounting for uncertainty in the estimation process.
Results: We validate our approach using synthetic, simulated and real data. First, we generate datasets from the proposed forward model with subject-specific binary masking and measurement noise, as well as from a variant of the model without measurement noise. We use both datasets to evaluate our model, along with two algorithms: coordinate-ascent algorithm and variational Bayes algorithm. We conclude that our proposed model with variational Bayes outperforms other competitors, even under model-misspecification. Using variational Bayes offers a significant improvement in performance, with almost no additional computational overhead. We next test our approach on simulated fMRI data. We show our approach is robust to initialization and can recover a solution close to the ground truth. Finally, we apply our proposed methodology along with baselines to a real dataset of fMRI recordings of individuals from two groups, a control group and a group suffering from depression, with recordings made while individuals were subjected to musical stimuli. Our methodology is able to identify group differences that are less clear under competing methods.
Conclusions: Our model-based approach demonstrates the advantage of probabilistic models and modern algorithms that account for uncertainty in accurate identification of group-representative connectivity maps. The variational Bayes methodology yields highly accurate results without increasing the computational load compared to traditional methods. In addition, it is robust to model misspecification, and increases the ability to avoid local optima in the solution. (C) 2019 Elsevier B.V. All rights reserved.","Functional MRI,Functional connectivity,Independent component analysis,Markov random field,Variational Bayes",Article,"ELSEVIER IRELAND LTD, ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND","Computer Science,Engineering,Medical Informatics",,5.034,"INDEPENDENT,COMPONENT,ANALYSIS,PARCELLATION,INFERENCES,DISTANCE",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,http://arxiv.org/pdf/1809.01046,
8,Automatic identification of atherosclerosis subjects in a heterogeneous MR brain imaging data set,62,,18-27,"Bento Mariana,Souza Roberto,Salluzzi Marina,Rittner Leticia,Zhang Yunyan,Frayne Richard","Bento M,Souza R,Salluzzi M,Rittner L,Zhang YY,Frayne R",Bento M,10.1016/j.mri.2019.06.007,University of Calgary,"Carotid-artery atherosclerosis (CA) contributes significantly to overall morbidity and mortality in ischemic stroke. We propose a machine learning technique to automatically identify subjects with CA from a heterogeneous cohort of magnetic resonance brain images. The cohort includes 190 subjects with CA, white mater hyperintensites of presumed vascular origin or multiple sclerosis, as well as 211 presumed healthy subjects. We determined a set of handcrafted and convolutional discriminant features to perform this task. A support vector machine (SVM) was used to perform this four-class classification task. Our approach had an accuracy rate of 97.5% (higher than chance accuracy of 52.6% for guessing majority class), sensitivity of 96.4% and specificity of 97.9% in identifying subjects with CA, suggesting that the proposed combination of features may be used as an imaging biomarker for characterizing atherosclerotic disease on brain imaging.","Brain image processing,Carotid artery atherosclerotic disease,Machine learning,Feature extraction,Multi-center data set",Article,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Radiology, Nuclear Medicine & Medical Imaging",,2.608,"MULTICENTER,SEGMENTATION,MACHINE,CLASSIFICATION",MAGNETIC RESONANCE IMAGING,,
9,Anatomical context improves deep learning on the brain age estimation task,62,,70-77,"Bermudez Camilo,Plassard Andrew J.,Chaganti Shikha,Huo Yuankai,Aboud Katherine S.,Cutting Laurie E.,Resnick Susan M.,Landman Bennett A.","Bermudez C,Plassard AJ,Chaganti S,Huo YK,Aboud KS,Cutting LE,Resnick SM,Landman BA",Bermudez C,10.1016/j.mri.2019.06.018,"2301 Vanderbilt Pl,POB 351679 Stn B, Nashville, TN 37235 USA.","Deep learning has shown remarkable improvements in the analysis of medical images without the need for engineered features. In this work, we hypothesize that deep learning is complementary to traditional feature estimation. We propose a network design to include traditional structural imaging features alongside deep convolutional ones and illustrate this approach on the task of imaging-based age prediction in two separate contexts: Tl-weighted brain magnetic resonance imaging (MRI) (N = 5121, ages 4-96, healthy controls) and computed tomography (CT) of the head (N = 1313, ages 1-97, healthy controls). In brain MRI, we can predict age with a mean absolute error of 4.08 years by combining raw images along with engineered structural features, compared to 5.00 years using image-derived features alone and 8.23 years using structural features alone. In head CT, we can predict age with a median absolute error of 9.99 years combining features, compared to 11.02 years with image-derived features alone and 13.28 years with structural features alone. These results show that we can complement traditional feature estimation using deep learning to improve prediction tasks. As the field of medical image processing continues to integrate deep learning, it will be important to use the new techniques to complement traditional imaging features instead of fully displacing them.","Deep learning,Convolutional neural networks,Brain age,Medical image processing",Article,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Radiology, Nuclear Medicine & Medical Imaging",,,,MAGNETIC RESONANCE IMAGING,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689246,
10,A multivoxel pattern analysis framework with mutual connectivity analysis investigating changes in resting state connectivity in patients with HIV associated neurocognitve disorder,62,,121-128,"DSouza Adora M.,Abidin Anas Z.,Schifitto Giovanni,Wismueller Axel","DSouza AM,Abidin AZ,Schifitto G,Wismuller A",DSouza AM,10.1016/j.mri.2019.06.001,University of Rochester,"Functional MRI (fMRI) quantifies brain activity non-invasively by measuring the blood oxygen level dependent (BOLD) response to neuronal activity. It was recently demonstrated, on realistic fMRI simulations, that nonlinear connectivity approaches, such as Mutual Connectivity Analysis with Local Models (MCA-LM), are better suited for extracting connectivity measures than conventional techniques of cross-correlating time-series pairs. In this work, we investigate the application of MCA-LM in extracting meaningful connectivity measures aiding in distinguishing healthy controls from individuals presenting with symptoms of HIV Associated Neurocognitive Disorder (HAND), which occurs as a result of HIV infection of the central nervous system. The pairwise connectivity measures provide a high-dimensional representation of connectivity profiles for subjects and are used as features for classification. We adopt feature selection (FS) techniques reducing the number of redundant and noisy features, while also controlling the complexity of the classifiers. We investigate three FS techniques: 1) Kendall's tau, 2) Information Gain Attribute selection 3) ReliefF and two classifiers:1) AdaBoost and 2) Random Forests. Our results demonstrate that MCA-LM consistently outperforms correlation in terms of Area under the Receiver Operating Characteristic Curve and accuracy. Improved performance with MCA-LM suggests that such a nonlinear approach is better at capturing meaningful connectivity relationships between brain regions. This demonstrates potential for developing novel neuroimaging-derived biomarkers for HAND. Furthermore, FS helps identify connections between anatomical regions that are affected by HAND. In this work, we show that the regions of the basal ganglia and frontal cortex, which are known to be affected by HAND according to current literature, are identified as most discriminative.","Resting-state fMRI,Functional connectivity,Mutual connectivity analysis,BOLD fMRI,Machine learning,Feature selection",Article,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Radiology, Nuclear Medicine & Medical Imaging",,,"HUMAN-IMMUNODEFICIENCY-VIRUS,FUNCTIONAL,CONNECTIVITY,ANTIRETROVIRAL,THERAPY,BRAIN,NETWORKS,HEAD,MOTION,FMRI,SCHIZOPHRENIA,ABNORMALITIES,NONLINEARITY,PARCELLATION",MAGNETIC RESONANCE IMAGING,,
