,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Machine learning-based modeling and operation for ALD of SiO2 thin-films using data from a multiscale CFD simulation,151,,131-145,"Ding Yangyao,Zhang Yichi,Ren Yi Ming,Orkoulas Gerassimos,Christofides Panagiotis D.","Ding YY,Zhang YC,Ren YM,Orkoulas G,Christofides PD",Christofides PD,10.1016/j.cherd.2019.09.005,University of California System,"Atomic layer deposition (ALD) is a widely utilized deposition technology in the semiconductor industry due to its superior ability to generate highly conformal films and to deposit materials into high aspect-ratio geometric structures. However, ALD experiments remain expensive and time-consuming, and the existing first-principles based models have not yet been able to provide solutions to key process outputs that are computationally efficient, which is necessary for on-line optimization and real-time control. In this work, a multiscale data-driven model is proposed and developed to capture the macroscopic process domain dynamics with a linear parameter varying model, and to characterize the microscopic domain film growth dynamics with a feed-forward artificial neural network (ANN) model. The multiscale data-driven model predicts the transient deposition rate from the following four key process operating parameters that can be manipulated, measured or estimated by process engineers: precursor feed flow rate, operating pressure, surface heating, and transient film coverage. Our results demonstrate that the multiscale data-driven model can efficiently characterize the transient input-output relationship for the SiO2 thermal ALD process using bis(tertiary-butylamino)silane (BTBAS) as the Si precursor. The multiscale data-driven model successfully reduces the computational time from 0.6 to 1.2 h for each time step, which is required for the first-principles based multiscale computational fluid dynamics (CFD) model, to less than 0.1 s, making its real-time usage feasible. The developed data-driven modeling methodology can be further generalized and used for other thermal ALD or similar deposition systems, which will greatly enhance the feasibility of industrial manufacturing processes. (C) 2019 Institution of Chemical Engineers. Published by Elsevier B.V. All rights reserved.","Atomic layer deposition,Multiscale modeling,Computational fluid dynamics modeling,Kinetic Monte Carlo modeling,ALD operation",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",Engineering,,3.805,"ATOMIC,LAYER,DEPOSITION,KINETIC,MONTE-CARLO,LATTICE-SIZE,GROWTH,DEPENDENCE,DYNAMICS,SLOPE",CHEMICAL ENGINEERING RESEARCH & DESIGN,https://www.sciencedirect.com/science/article/am/pii/S0263876219304125,
2,Automatic damage type classification and severity quantification using signal based and nonlinear model based damage sensitive features,83,,136-146,"Ghrib Meriem,Rebillat Marc,des Roches Guillaume Vermot,Mechbal Nazih","Ghrib M,Rebillat M,des Roches GV,Mechbal N",Rebillat M,10.1016/j.jprocont.2018.08.002,Arts et Metiers Institute of Technology,"Structural health monitoring (SHM) is an emerging technology designed to automate the inspection process undertaken to assess the health condition of structures. The SHM process is classically decomposed into four sequential steps: damage detection, localization, classification, and quantification. This paper addresses damage type classification and severity quantification issues as classification problems whereby each class corresponds to a given damage type or a certain damage extent. A Support Vector Machine (SVM) is used to perform multi-class classification task. Classically, Signal Based Features (SBF) are used to train SVMs when approaching SHM from a machine learning perspective. In this work, starting from the assumption that damage causes a structure to exhibit nonlinear response, it is investigated whether the use of Nonlinear Model Based Features (NMBF) increases classification performance. NMBF are computed based on parallel Hammerstein models which are identified with an Exponential Sine Sweep (ESS) signal. A study of the sensitivity of classification performance to the noise contained in output signals is also conducted. Dimension reduction of features vector using Principal Component Analysis (PCA) is carried out in order to find out if it allows robustifying the classification/quantification process suggested in this work. Simulated data on a cantilever beam with various damage types and severities as well as experimental data coming from a composite aeronautic plate with various damage severities generated with a unique and original laser process are considered for demonstration. For both application cases, results show that by introducing NMBF, classification performance is improved. Furthermore, PCA allows for high recognition rates while reducing features vector dimension. (C) 2018 Elsevier Ltd. All rights reserved.","Damage type classification,Damage severity quantification,SBF,NMBF,SVM,PCA,Output noise,Cantilever beam,Simulation",Article; Proceedings Paper,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Automation & Control Systems,Engineering",,3.716,"LEAST-SQUARES,TRANSMISSIBILITY,LOCATION",JOURNAL OF PROCESS CONTROL,https://hal.archives-ouvertes.fr/hal-03065251/file/PIMM_JPC_2019_REBILLAT.pdf,
3,Semi-supervised defect classification of steel surface based on multi-training and generative adversarial network,122,,294-302,"He Yu,Song Kechen,Dong Hongwen,Yan Yunhui","He Y,Song KC,Dong HW,Yan YH",Song KC; Yan YH,10.1016/j.optlaseng.2019.06.020,Northeastern University - China,"Defect inspection is very important for guaranteeing the surface quality of industrial steel products, but related methods are based primarily on supervised learning which requires ample labeled samples for training. However, there can be no doubt that inspecting defects on steel surface is always a data-limited task due to difficult sample collection and expensive expert labeling. Unlike the previous works in which only labeled samples are treated using supervised classifiers, we propose a semi-supervised learning (SSL) defect classification approach based on multi-training of two different networks: a categorized generative adversarial network (GAN) and a residual network. This method uses the GAN to generate a large number of unlabeled samples. And then the multitraining algorithm that uses two classifiers based on different learning strategies is proposed to integrate both labeled and unlabeled into SSL process. Finally, through the multiple training process, our SSL method can acquire higher accuracy and better robustness than the supervised one using only limited labeled samples. Experimental results clearly demonstrate that the effectiveness of our proposed method, achieving the classification accuracy of 99.56%.","Defect classification,Steel surface inspection,Semi-supervised learning,Generative adversarial network,Multi-training",Article,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",Optics,,4.894,"LOCAL,BINARY,PATTERNS,RECOGNITION",OPTICS AND LASERS IN ENGINEERING,https://www.sciencedirect.com/science/article/am/pii/S0143816619306499,
4,Comparison of machine learning classifiers for differentiation of grade 1 from higher gradings in meningioma: A multicenter radiomics study,63,,244-249,"Hamerla Gordian,Meyer Hans-Jonas,Schob Stefan,Ginat Daniel T.,Altman Ashley,Lim Tchoyoson,Gihr Georg Alexander,Horvath-Rizea Diana,Hoffmann Karl-Titus,Surov Alexey","Hamerla G,Meyer HJ,Schob S,Ginat DT,Altman A,Lim T,Gihr GA,Horvath-Rizea D,Hoffmann KT,Surov A",Hamerla G,10.1016/j.mri.2019.08.011,Leipzig University,"Background and purpose: Advanced imaging analysis for the prediction of tumor biology and modelling of clinically relevant parameters using computed imaging features is part of the emerging field of radiomics research. Here we test the hypothesis that a machine learning approach can distinguish grade 1 from higher gradings in meningioma patients using radiomics features derived from a heterogenous multicenter dataset of multi-paramedic MRI.
Methods: A total of 138 patients from 5 international centers that underwent MRI prior to surgical resection of intracranial meningiomas were included. Segmentation was performed manually on co-registered multi-parametric MR images using apparent diffusion coefficient (ADC) maps, T1-weighted (T1), post-contrast T1-weighted (T1c), subtraction maps (Sub, T1c - T1), T2-weighted fluid-attenuated inversion recovery (FLAIR) and T2-weighted (T2) images. Feature selection was performed and using cross-validation to separate training from testing data, four machine learning classifiers were scored on combinations of MRI modalities: random forest (RF), extreme gradient boosting (XGBoost), support vector machine (SVM) and multilayer perceptron (MLP).
Results: The best AUC of 0.97 (1.0 and 0.97 for sensitivity and specificity) was observed for the combination of ADC, ADC of the peritumoral edema, T1, T1c, Sub and FLAIR-derived features using only 16 of the 10,914 possible features and XGBoost.
Conclusions: Machine learning using radiomics features derived from multi-parametric MRI is capable of high AUC scores with high sensitivity and specificity in classifying meningiomas between low and higher gradings despite heterogeneous protocols across different centers. Feature selection can be performed effectively even when extracting a large amount of data for radiomics fingerprinting.","Random forest,Support vector machine,Multilayer perceptron,XGBoost,Machine learning,Meningioma,Grading,Feature selection",Article,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Radiology, Nuclear Medicine & Medical Imaging",,2.608,"APPARENT,DIFFUSION-COEFFICIENT,CENTRAL-NERVOUS-SYSTEM,SURVIVAL,CANCER,IMAGES,TUMORS,BRAIN,KI-67,MRI",MAGNETIC RESONANCE IMAGING,,
5,"Application of a convolutional neural network in permeability prediction: A case study in the Jacksonburg-Stringtown oil field, West Virginia, USA",84,6,B363-B373,"Zhong Zhi,Carr Timothy R.,Wu Xinming,Wang Guochang","Zhong Z,Carr TR,Wu XM,Wang GC",Wu XM,10.1190/GEO2018-0588.1,Chinese Academy of Sciences,"Permeability is a critical parameter for understanding subsurface fluid flow behavior, managing reservoirs, enhancing hydrocarbon recovery, and sequestering carbon dioxide. In general, permeability is measured in the laboratory based on subsurface core samples, calculated from well logs or estimated from well tests. However, laboratory measurements and well tests are expensive, time-consuming, and usually limited to a few core samples or wells in a hydrocarbon field or carbon storage site. Machine-learning techniques are good options for generating a rapid, robust, and cost-effective permeability prediction model because of their strengths to recognize the potential interrelationships between input and output variables. Convolutional neural networks (CNN), as a good pattern recognition algorithm, are widely used in image processing, natural language processing, and speech recognition, but are rarely used with regression problems and even less often in reservoir characterization. We have developed a CNN regression model to estimate the permeability in the Jacksonburg-Stringtown oil field, West Virginia, which is a potential carbon storage site and enhanced oil recovery operations field. We also evaluate the concept of the geologic feature image, which is converted from geophysical well logs. Five variables, including two commonly available conventional well logs (the gamma rays [GRs] and bulk density) and three well-log-derived variables (the slopes of the GR and bulk density curves, and shale content), are used to generate a geologic feature image. The CNN treats the geologic feature image as the input and the permeability as the desired output. In addition, the permeability predicted using traditional backpropagation artificial neural networks, which are optimized by genetic algorithms and particle swarm optimization, is compared with the permeability estimated using our CNN. Our results indicate that the CNN regression model provides more accurate permeability predictions than the traditional neural network.","RESERVOIR CHARACTERIZATION,CARBON SEQUESTRATION,POROSITY,PRESSURE,MODEL,ROCK,CLASSIFICATION,ARCHITECTURE,UNCERTAINTY,TRANSPORT",Article,"SOC EXPLORATION GEOPHYSICISTS, 8801 S YALE ST, TULSA, OK 74137 USA",Geochemistry & Geophysics,,3.281,"RESERVOIR,CHARACTERIZATION,CARBON,SEQUESTRATION,POROSITY,PRESSURE,MODEL,ROCK,CLASSIFICATION,ARCHITECTURE,UNCERTAINTY,TRANSPORT",GEOPHYSICS,,
6,Dynamics reconstruction and classification via Koopman features,33,6,1710-1735,"Zhang Wei,Yu Yao-Chi,Li Jr-Shin","Zhang W,Yu YC,Li JS",Li JS,10.1007/s10618-019-00639-x,Washington University (WUSTL),"Knowledge discovery and information extraction of large and complex datasets has attracted great attention in wide-ranging areas from statistics and biology to medicine. Tools from machine learning, data mining, and neurocomputing have been extensively explored and utilized to accomplish such compelling data analytics tasks. However, for time-series data presenting active dynamic characteristics, many of the state-of-the-art techniques may not perform well in capturing the inherited temporal structures in these data. In this paper, integrating the Koopman operator and linear dynamical systems theory with support vector machines, we develop a novel dynamic data mining framework to construct low-dimensional linear models that approximate the nonlinear flow of high-dimensional time-series data generated by unknown nonlinear dynamical systems. This framework then immediately enables pattern recognition, e.g., classification, of complex time-series data to distinguish their dynamic behaviors by using the trajectories generated by the reduced linear systems. Moreover, we demonstrate the applicability and efficiency of this framework through the problems of time-series classification in bioinformatics and healthcare, including cognitive classification and seizure detection with fMRI and EEG data, respectively. The developed Koopman dynamic learning framework then lays a solid foundation for effective dynamic data mining and promises a mathematically justified method for extracting the dynamics and significant temporal structures of nonlinear dynamical systems.","Koopman operators,Dynamic data mining,Data-driven methods,Dimensionality reduction,Spectral methods,Time-series classification,Healthcare,Bioinformatics",Article,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",Computer Science,,4.418,"VOXEL,PATTERN-ANALYSIS,SPECTRAL,PROPERTIES,EPILEPTIC,SEIZURES,FMRI,DATA,SYSTEMS,RECOGNITION,SELECTION,FRAMEWORK,ONSET",DATA MINING AND KNOWLEDGE DISCOVERY,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7390473,
7,A deep supervised approach for ischemic lesion segmentation from multimodal MRI using Fully Convolutional Network,84,,,"Karthik R.,Gupta Utkarsh,Jha Ashish,Rajalakshmi R.,Menaka R.","Karthik R,Gupta U,Jha A,Rajalakshmi R,Menaka R",Menaka R,10.1016/j.asoc.2019.105685,VIT Chennai,"The principle restorative step in the treatment of ischemic stroke depends on how fast the lesion is delineated from the Magnetic Resonance Imaging (MRI) images. This will serve as a vital aid to estimate the extent of damage caused to the brain cells. However, manual delineation of the lesion is time-consuming and it is subjected to intra-observer and inter-observer variability. Most of the existing methods for ischemic lesion segmentation rely on extracting handcrafted features followed by application of a machine learning algorithm. Identifying such features demand multidomain expertise in Neuro-radiology as well as Image processing. This can be accomplished by learning the features automatically using Convolutional Neural Network (CNN). To perform segmentation, the spatial arrangement of pixel needs to be preserved in addition to learning local features of an image. Hence, a deep supervised Fully Convolutional Network (FCN) is presented in this work to segment the ischemic lesion. The highlight of this research is the application of Leaky Rectified Linear Unit activation in the last two layers of the network for a precise reconstruction of the ischemic lesion. By doi ng so, the network was able to learn additional features which are not considered in the existing U-Net architecture. Also, an extensive analysis was conducted in this research to select optimal hyperparameters for training the FCN. A mean segmentation accuracy of 0.70 has been achieved from the experiments conducted on ISLES 2015 dataset. Experimental observations show that our proposed FCN method is 10% better than the existing works in terms of Dice Coefficient. (C) 2019 Elsevier B.V. All rights reserved.","Ischemic lesion,FCN,Segmentation,Deep learning,CNN,Brain MRI",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",Computer Science,,6.607,"COMPUTER-AIDED,DETECTION,NEURAL-NETWORKS,STROKE,IMAGES,ALGORITHM",APPLIED SOFT COMPUTING,,
8,Automated classification of histopathology images using transfer learning,101,,,Talo Muhammed,Talo M,Talo M,10.1016/j.artmed.2019.101743,Firat University,"Early and accurate diagnosis of diseases can often save lives. Diagnosis of diseases from tissue samples is done manually by pathologists. Diagnostics process is usually time consuming and expensive. Hence, automated analysis of tissue samples from histopathology images has critical importance for early diagnosis and treatment. The computer aided systems can improve the quality of diagnoses and give pathologists a second opinion for critical cases. In this study, a deep learning based transfer learning approach has been proposed to classify histopathology images automatically. Two well-known and current pre-trained convolutional neural network (CNN) models, ResNet-50 and DenseNet-161, have been trained and tested using color and grayscale images. The DenseNet-161 tested on grayscale images and obtained the best classification accuracy of 97.89%. Additionally, ResNet-50 pre-trained model was tested on the color images of the Kimia Path24 dataset and achieved the highest classification accuracy of 98.87%. According to the obtained results, it may be said that the proposed pre-trained models can be used for fast and accurate classification of histopathology images and assist pathologists in their daily clinical tasks.","Medical image classification,Histopathology,Deep learning,Transfer learning,CNN",Article,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Computer Science,Engineering,Medical Informatics",,5.602,"DEEP,CANCER,DIAGNOSIS",ARTIFICIAL INTELLIGENCE IN MEDICINE,http://arxiv.org/pdf/1903.10035,
9,Detection of dental diseases from radiographic 2d dental image using hybrid graph-cut technique and convolutional neural network,146,,333-342,"Al Kheraif Abdulaziz A.,Wahba Ashraf A.,Fouad H.","Al Kheraif AA,Wahba AA,Fouad H",Wahba AA,10.1016/j.measurement.2019.06.014,Egyptian Knowledge Bank (EKB),"In the present scenario the major oral health issues of man is crucial an area of research. The Data mining techniques, image processing, and Computational intelligence techniques are playing a vital role in biomedical research. Dental image processing helps to improve the early detection and classification of the diagnostic process to make accurate decisions. The radiographic 2d dental image is widely utilized for analytic thinking of several dental disorders. In this paper traces the complete steps such as classification and segmentation as well as pre-processing of dental images has been carried out. In the pre-processing, histogram based on adaptive approach is used to stretch the contrast and equalize the brightness throughout the radiographic X-ray 2d dental Image. This operation is useful to distinguish the foreground teeth and the regions of background bones. Separation of dental 2d images into regions corresponding to the objects is a fundamental step of segmentation. The hybrid graph cut segmentation is used to segment the oral cavity and its tissues. In this research deep learning based convolution neural network (CNN) has been used to process the dental image and shows promising outcomes with 97.07% accuracy. (C) 2019 Elsevier Ltd. All rights reserved.","2d-X-ray image,Dental,Deep learning,CNN,Segmentation,Classification",Article,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Engineering,Instruments & Instrumentation",,3.778,"TEETH,SEGMENTATION,CLASSIFICATION,PREDICTION,CARIES",MEASUREMENT,,
10,Classification of tree species and stock volume estimation in ground forest images using Deep Learning,166,,,"Liu Jiazheng,Wang Xuefeng,Wang Tian","Liu JZ,Wang XF,Wang T",Wang XF,10.1016/j.compag.2019.105012,Chinese Academy of Forestry,"Tree species classification and estimation of stock volume are two very important tasks in forest management. Currently, Ground Surveys' Development (GSD) is the basic and most common approach employed by foresters. However, GSD is time-consuming and inefficient as it requires great human effort. In this research, digital cameras have been used, to obtain images of the ground forest. The classification and accumulation of tree species is performed, by considering extracted relevant image information. The purpose of this effort is not only to improve research efficiency, but to reduce the consumption of human and material resources as well. This research uses the UNET network which is pre-trained by the VGG16 model. The aim is to semantically segment the image containing the ground forest and the species and then to accurately identify the number of trees contained in the image. The proportion of the number of pixels in the trunk of each segment is estimated by considering the total number of pixels in the image. The nonlinear mixed effect model is used to estimate the growing stock volume. The differences in the growing stock volume caused by different forest types, are resolved by using the growing stock volume estimation equations, related to different tree species. The experimental results show that the tree species' classification accuracy in testing is 96.03% and the average IoU (Intersection over Union) is 86%. The R-2 and RMSE of the growing stock volume prediction model are equal to 80.70% and 30.539 (m(3)/ha) respectively. Therefore, it is concluded that the method proposed in this research can be used as an effective tool for tree species' image segmentation and classification, and that the growing stock volume is predicted accurately by the extracted tree pixel information. The combination of the two approaches provides a new method for forestry ground investigation work.","Ground forest image,Deep Learning,UNET,Tree species classification,Nonlinear mixed effect model,Growing stock volume",Article,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Agriculture,Computer Science",,5.494,"LIDAR,DATA,BIOMASS,GROWTH,STANDS",COMPUTERS AND ELECTRONICS IN AGRICULTURE,,
