,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Arterial Spin Labeling Images Synthesis From sMRI Using Unbalanced Deep Discriminant Learning,38,10,2338-2351,"Huang Wei,Luo Mingyuan,Liu Xi,Zhang Peng,Ding Huijun,Xue Wufeng,Ni Dong","Huang W,Luo MY,Liu X,Zhang P,Ding HJ,Xue WF,Ni D",Ni D,10.1109/TMI.2019.2906677,Shenzhen University,"Adequate medical images are often indispensable in contemporary deep learning-based medical imaging studies, although the acquisition of certain image modalities may be limited due to several issues including high costs and patients issues. However, thanks to recent advances in deep learning techniques, the above tough problem can be substantially alleviated by medical images synthesis, by which various modalities including T1/T2/DTI MRI images, PET images, cardiac ultrasound images, retinal images, and so on, have already been synthesized. Unfortunately, the arterial spin labeling (ASL) image, which is an important fMRI indicator in dementia diseases diagnosis nowadays, has never been comprehensively investigated for the synthesis purpose yet. In this paper, ASL images have been successfully synthesized from structural magnetic resonance images for the first time. Technically, a novel unbalanced deep discriminant learning-based model equipped with new ResNet sub-structures is proposed to realize the synthesis of ASL images from structural magnetic resonance images. The extensive experiments have been conducted. Comprehensive statistical analyses reveal that: 1) this newly introduced model is capable to synthesize ASL images that are similar towards real ones acquired by actual scanning; 2) synthesized ASL images obtained by the new model have demonstrated outstanding performance when undergoing rigorous tests of region-based and voxel-based corrections of partial volume effects, which are essential in ASL images processing; and 3) it is also promising that the diagnosis performance of dementia diseases can be significantly improved with the help of synthesized ASL images obtained by the new model, based on a multi-modal MRI dataset containing 355 demented patients in this paper.","Deep learning,Dementia,Biomedical imaging,Medical diagnosis,Magnetic resonance imaging,Magnetic resonance imaging (MRI),brain,machine learning",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Computer Science,Engineering,Imaging Science & Photographic Technology,Radiology, Nuclear Medicine & Medical Imaging",,10.332,"POSITRON-EMISSION-TOMOGRAPHY,ALZHEIMERS-DISEASE,CLASSIFICATION,GENERATION,PREDICTION,SEQUENCES,TIME",IEEE TRANSACTIONS ON MEDICAL IMAGING,,
2,Latent Representation Learning for Alzheimer's Disease Diagnosis With Incomplete Multi-Modality Neuroimaging and Genetic Data,38,10,2411-2422,"Zhou Tao,Liu Mingxia,Thung Kim-Han,Shen Dinggang","Zhou T,Liu MX,Thung KH,Shen DG",Shen DG,10.1109/TMI.2019.2913158,University of North Carolina,"The fusion of complementary information contained in multi-modality data [e.g., magnetic resonance imaging (MRI), positron emission tomography (PET), and genetic data] has advanced the progress of automated Alzheimer's disease (AD) diagnosis. However, multi-modality based AD diagnostic models are often hindered by the missing data, i.e., not all the subjects have complete multi-modality data. One simple solution used by many previous studies is to discard samples with missing modalities. However, this significantly reduces the number of training samples, thus leading to a sub-optimal classification model. Furthermore, when building the classification model, most existing methods simply concatenate features from different modalities into a single feature vector without considering their underlying associations. As features from different modalities are often closely related (e.g., MRI and PET features are extracted from the same brain region), utilizing their inter-modality associations may improve the robustness of the diagnostic model. To this end, we propose a novel latent representation learning method for multi-modality based AD diagnosis. Specifically, we use all the available samples (including samples with incomplete modality data) to learn a latent representation space. Within this space, we not only use samples with complete multi-modality data to learn a common latent representation, but also use samples with incomplete multi-modality data to learn independent modality-specific latent representations. We then project the latent representations to the label space for AD diagnosis. We perform experiments using 737 subjects from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database, and the experimental results verify the effectiveness of our proposed method.","Magnetic resonance imaging,Feature extraction,Genetics,Neuroimaging,Alzheimer's disease,Positron emission tomography,Alzheimer's disease,multi-modality data,incomplete multi-modality data,latent representation space",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Computer Science,Engineering,Imaging Science & Photographic Technology,Radiology, Nuclear Medicine & Medical Imaging",,10.332,"MILD,COGNITIVE,IMPAIRMENT,CANONICAL,CORRELATION-ANALYSIS,FEATURE-SELECTION,CLASSIFICATION,MRI,SEGMENTATION,FEATURES,PREDICT,FUSION",IEEE TRANSACTIONS ON MEDICAL IMAGING,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8034601,
3,Classification of People who Suffer Schizophrenia and Healthy People by EEG Signals using Deep Learning,10,10,511-516,"Torres Naira Carlos Alberto,Lopez Del Alamo Cristian Jose","Naira CAT,Del Alamo CJL",Naira CAT,,Universidad Nacional de San Agustin de Arequipa,"More than 21 million people worldwide suffer from schizophrenia. This serious mental disorder exposes people to stigmatization, discrimination, and violation of their human rights. Different works on classification and diagnosis of mental illnesses use electroencephalogram signals (EEG) because it reflects brain functioning, and how these diseases affect it. Due to the information provided by the EEG signals and the performance demonstrated by Deep Learning algorithms, the present work proposes a model for the classification of schizophrenic and healthy people through EEG signals using Deep Learning methods. Considering the properties of an EEG, high-dimensional and multichannel, we applied the Pearson Correlation Coefficient (PCC) to represent the relations between the channels, this way instead of using the large amount of data that an EEG provides, we used a shorter matrix as an input of a Convolutional Neural Network (CNN). Finally, results demonstrated that the proposed EEG-based classification model achieved Accuracy, Specificity, and Sensitivity of 90%, 90%, and 90%, respectively.","Convolutional Neural Network (CNN),electroencephalography,Electroencephalogram Signals (EEG),deep learning,schizophrenia,classification,Pearson Correlation Coefficient (PCC),Universidad Nacional de San Agustin (UNSA)",Article,"SCIENCE & INFORMATION SAI ORGANIZATION LTD, 19 BOLLING RD, BRADFORD, WEST YORKSHIRE, 00000, ENGLAND",Computer Science,,,NETWORKS,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,,
4,Calibration and Verification of Dynamic Particle Flow Parameters by the Back-Propagation Neural Network Based on the Genetic Algorithm: Recycled Polyurethane Powder,12,20,,"He Ping,Fan Yiwei,Pan Banglong,Zhu Yinfeng,Liu Jing,Zhu Darong","He P,Fan YW,Pan BL,Zhu YF,Liu J,Zhu DR",He P; Fan YW,10.3390/ma12203350,Anhui Jianzhu University,"The discrete element method (DEM) is commonly used to study various powders in motion during transportation, screening, mixing, etc.; this requires several microscopic parameters to characterize the complex mechanical behavior of the particles. Herein, a new discrete element parameter calibration method is proposed to calibrate the ultrafine agglomerated powder (recycled polyurethane powder). Optimal Latin hypercube sampling and virtual simulation experiments were conducted using the commercial DEM software; the microscopic variables included the static friction coefficient between the particles, collision recovery coefficient, Johnson-Kendall-Roberts surface energy, static friction coefficient between the particles and wall, and collision recovery coefficient. A predictive model based on genetic-algorithm-optimized feedforward neural network (back propagation) was developed to calibrate the microscopic DEM simulation parameters. The cycle search algorithm and mean-shift cluster analysis were used to confirm the input parameters' range by comparing the mean value of the dynamic angle of repose measured via the batch accumulation test. These parameters were verified by the baffle lifting method and the rotating drum method. This calibration method, once successfully developed, will be suitable for use in a variety of fine viscous powder dynamic flow conditions.","discrete element method,ultrafine agglomerated powder,dynamic angle of repose,predictive model,mean-shift clustering analysis",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Chemistry,Materials Science,Metallurgy & Metallurgical Engineering,Physics",,3.92,"DEM,INPUT,PARAMETERS,CONTACT,MODEL,SIMULATIONS,ADHESIVE,DESIGN",MATERIALS,https://www.mdpi.com/1996-1944/12/20/3350/pdf,
5,Deep Self-Learning Network for Adaptive Pansharpening,11,20,,"Hu Jie,He Zhi,Wu Jiemin","Hu J,He Z,Wu JM",He Z,10.3390/rs11202395,Sun Yat Sen University,"Deep learning (DL)-based paradigms have recently made many advances in image pansharpening. However, most of the existing methods directly downscale the multispectral (MSI) and panchromatic (PAN) images with default blur kernel to construct the training set, which will lead to the deteriorative results when the real image does not obey this degradation. In this paper, a deep self-learning (DSL) network is proposed for adaptive image pansharpening. First, rather than using the fixed blur kernel, a point spread function (PSF) estimation algorithm is proposed to obtain the blur kernel of the MSI. Second, an edge-detection-based pixel-to-pixel image registration method is designed to recover the local misalignments between MSI and PAN. Third, the original data is downscaled by the estimated PSF and the pansharpening network is trained in the down-sampled domain. The high-resolution result can be finally predicted by the trained DSL network using the original MSI and PAN. Extensive experiments on three images collected by different satellites prove the superiority of our DSL technique, compared with some state-of-the-art approaches.","pansharpening,deep learning,PSF estimation,image registration,convolutional neural network",Article,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Environmental Sciences & Ecology,Geology,Remote Sensing,Imaging Science & Photographic Technology",,5.353,"HYPERSPECTRAL,IMAGE,SUPERRESOLUTION,FUSION,TRANSFORM,MODEL,MS",REMOTE SENSING,https://doi.org/10.3390/rs11202395,
6,Tolerance factor and phase stability of the garnet structure,75,,1353-1358,"Song Zhen,Zhou Dandan,Liu Quanlin","Song Z,Zhou DD,Liu QL",Liu QL,10.1107/S2053229619011975,University of Science & Technology Beijing,"We introduce a structural descriptor, the tolerance factor, for the prediction and systematic description of the phase stability with the garnet structure. Like the tolerance factor widely adopted for the perovskite structure, it is a compositional parameter derived from the geometrical relationship between multi-type polyhedra in the garnet structure, and the calculation only needs the information of the ionic radius. A survey of the tolerance factor over 130 garnet-type compounds reveals that the data points are scattered in a narrow range. The tolerance factor is helpful in understanding the crystal chemistry of some garnet-type compounds and could serve as a guide for predicting the stability of the garnet phase. The correlation between the tolerance factor and the garnet-phase stability could be utilized by machine learning or high-throughput screening methods in material design and discovery.","garnet,tolerance factor,crystal structure,phase stability",Article,"INT UNION CRYSTALLOGRAPHY, 2 ABBEY SQ, CHESTER, CH1 2HU, ENGLAND","Chemistry,Crystallography",,7.319,"LIGHT-EMITTING-DIODES,CRYSTAL-CHEMISTRY,IONIC-RADII,LUMINESCENCE,PHOSPHORS,ELECTROLYTE,EMISSION,ALUMINUM,YTTRIUM,OXIDE",ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,,
7,Vision-Based Method for Automatic Quantification of Parkinsonian Bradykinesia,27,10,1952-1961,"Liu Yu,Chen Jiansheng,Hu Chunhua,Ma Yu,Ge Dongyun,Miao Suhua,Xue Youze,Li Luming","Liu Y,Chen JS,Hu CH,Ma Y,Ge DY,Miao SH,Xue YZ,Li LM",Hu CH,10.1109/TNSRE.2019.2939596,Tsinghua University,"Non-volitional discontinuation of motion, namely bradykinesia, is a common motor symptom among patients with Parkinson's disease (PD). Evaluating bradykinesia severity is an important part of clinical examinations on PD patients in both diagnosis and monitoring phases. However, subjective evaluations from different clinicians often show low consistency. The research works that explore objective quantification of bradykinesia are mostly based on highly-integrated sensors. Although these sensor-based methods demonstrate applaudable performance, it is unrealistic to promote them for wide use because the special devices they require are far from popularized in daily lives. In this paper, we take advantage of computer vision and machine learning technologies, proposing a vision-based method to automatically and objectively quantify bradykinesia severity. Three bradykinesia-related items are investigated in our study: finger tapping, hand clasping and hand pro/supination. In our method, human pose estimation technology is utilized to extract kinematic characteristics and supervised-learning-based classifiers are employed to generate score ratings. Clinical experiment on 60 patients shows that the scoring accuracy of our method over 360 examination videos is 89.7%, which is competitive with other related works. The devices our method requires are only a camera for instrumentation and a laptop for data processing. Therefore, our method can produce reliable assessment results on Parkinsonian bradykinesia with minimal device requirement, showing great potential of realizing long-term remote monitoring on patients' condition.","Parkinsonian bradykinesia,automatic quantification,human pose estimation",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Engineering,Rehabilitation",,4.735,,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,,
8,Deep Multi-View Feature Learning for EEG-Based Epileptic Seizure Detection,27,10,1962-1972,"Tian Xiaobin,Deng Zhaohong,Ying Wenhao,Choi Kup-Sze,Wu Dongrui,Qin Bin,Wang Jun,Shen Hongbin,Wang Shitong","Tian XB,Deng ZH,Ying WH,Choi KS,Wu DR,Qin B,Wang J,Shen HB,Wang ST",Deng ZH,10.1109/TNSRE.2019.2940485,Jiangnan University,"Epilepsy is a neurological illness caused by abnormal discharge of brain neurons, where epileptic seizure can lead to life-threatening emergencies. By analyzing the encephalogram (EEG) signals of patients with epilepsy, their conditions can be monitored and seizure can be detected and intervened in time. As the identification of effective features in EEG signals is important for accurate seizure detection, this paper proposes a multi-view deep feature extraction method in attempt to achieve this goal. The method first uses fast Fourier transform (FFT) and wavelet packet decomposition (WPD) to construct the initial multi-view features. Convolutional neural network (CNN) is then used to automatically learn deep features from the initial multi-view features, which reduces the dimensionality and obtain the features with better seizure identification ability. Furthermore, the multi-view Takagi-Sugeno-Kang fuzzy system (MV-TSK-FS), an interpretable rule-based classifier, is used to construct a classification model with strong generalizability based on the deep multi-view features obtained. Experimental studies show that the classification accuracy of the proposed multi-view deep feature extraction method is at least 1% higher than that of common feature extraction methods such as principal component analysis (PCA), FFT and WPD. The classification accuracy is also at least 4% higher than the average accuracy achieved with single-view deep features.","EEG,seizure detection,multi-view,feature extracting,deep learning",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Engineering,Rehabilitation",,4.735,"CLASSIFICATION,IDENTIFICATION",IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,,
9,Modulation Effect of Acupuncture on Functional Brain Networks and Classification of Its Manipulation With EEG Signals,27,10,1973-1984,"Yu Haitao,Li Xiang,Lei Xinyu,Wang Jiang","Yu HT,Li X,Lei XY,Wang J",Wang J,10.1109/TNSRE.2019.2939655,Tianjin University,"Acupuncture manipulation is the key of Chinese medicine acupuncture therapy. In clinical practice, different acupuncture manipulations are required to achieve different therapeutic effects, which means it is crucial to distinguish different acupuncture manipulations. In this paper, we proposed a classification framework for different acupuncture manipulations, which employed the graph theory and machine learning method. Multichannel EEG signals evoked by acupuncture at ""Zusanli"" acupoint were recorded from healthy humans by two acupuncture manipulations: twirling-rotating (TR) and lifting-thrusting (LT). Phase locking value was used to estimate the phase synchronization of pair-wise EEG channels. It was found that acupunctured by TR manipulation exhibit significantly higher synchronization degree than acupunctured by LT manipulation. With the construction of functional brain network, the topological features of graph theory were extracted. Taken the network features as inputs, machine learning classifiers were established to classify acupuncture manipulations. The highest accuracy can achieve 92.14% with support vector machine. By further optimizing the network features utilized in machine learning classifiers, it was found that the combination of node betweenness and small world network index is the most effective factor for acupuncture manipulations classification. These findings suggested that our approach provides new ideas for automatically identify acupuncture manipulations from the perspective of functional brain networks and machine learning methods.","Acupuncture manipulation,EEG,functional brain network,graph theory,machine learning",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Engineering,Rehabilitation",,4.735,"SUPPORT,VECTOR,MACHINES,SYNCHRONIZATION,LIKELIHOOD,HEALTHY-SUBJECTS,FMRI,DATA,CONNECTIVITY,STIMULATION,SPECIFICITY,PATTERNS,SEIZURES,ST36",IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,,
10,A Multi-Branch 3D Convolutional Neural Network for EEG-Based Motor Imagery Classification,27,10,2164-2177,"Zhao Xinqiao,Zhang Hongmiao,Zhu Guilin,You Fengxiang,Kuang Shaolong,Sun Lining","Zhao XQ,Zhang HM,Zhu GL,You FX,Kuang SL,Sun LN",Kuang SL,10.1109/TNSRE.2019.2938295,Suzhou University,"One of the challenges in motor imagery (MI) classification tasks is finding an easy-handled electroencephalogram (EEG) representation method which can preserve not only temporal features but also spatial ones. To fully utilize the features on various dimensions of EEG, a novel MI classification framework is first introduced in this paper, including a new 3D representation of EEG, a multi-branch 3D convolutional neural network (3D CNN) and the corresponding classification strategy. The 3D representation is generated by transforming EEG signals into a sequence of 2D array which preserves spatial distribution of sampling electrodes. The multi-branch 3D CNN and classification strategy are designed accordingly for the 3D representation. Experimental evaluation reveals that the proposed framework reaches state-of-the-art classification kappa value level and significantly outperforms other algorithms by 50% decrease in standard deviation of different subjects, which shows good performance and excellent robustnesson different subjects. The framework also shows great performance with only nine sampling electrodes, which can significantly enhance its practicality. Moreover, the multi-branch structure exhibits its low latency and a strong ability in mitigating overfitting issues which often occur in MI classification because of the small training dataset.","Electroencephalogram (EEG),motor imagery (MI),3D convolutional neural network (3D CNN),multi-branch structure",Article,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Engineering,Rehabilitation",,4.735,"FEATURE-EXTRACTION,WAVELET,TRANSFORM,BRAIN,POTENTIALS",IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,,
