,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,ESTIMATING REPRODUCIBLE FUNCTIONAL NETWORKS ASSOCIATED WITH TASK DYNAMICS USING UNSUPERVISED LSTMS,,,1395-1398,"Dvornek Nicha C.,Ventola Pamela,Duncan James S.","Dvornek NC,Ventola P,Duncan JS",Dvornek NC,,Yale University,"We propose a method for estimating more reproducible functional networks that are more strongly associated with dynamic task activity by using recurrent neural networks with long short term memory (LSTMs). The LSTM model is trained in an unsupervised manner to learn to generate the functional magnetic resonance imaging (fMRI) time-series data in regions of interest. The learned functional networks can then be used for further analysis, e.g., correlation analysis to determine functional networks that are strongly associated with an fMRI task paradigm. We test our approach and compare to other methods for decomposing functional networks from fMRI activity on 2 related but separate datasets that employ a biological motion perception task. We demonstrate that the functional networks learned by the LSTM model are more strongly associated with the task activity and dynamics compared to other approaches. Furthermore, the patterns of network association are more closely replicated across subjects within the same dataset as well as across datasets. More reproducible functional networks are essential for better characterizing the neural correlates of a target task.","Functional Networks,Task fMRI,Recurrent Neural Networks,Unsupervised Learning",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,,,http://arxiv.org/pdf/2105.02869,
2,OPTIMIZE CNN MODEL FOR FMRI SIGNAL CLASSIFICATION VIA ADANET-BASED NEURAL ARCHITECTURE SEARCH,,,1399-1403,"Dai Haixing,Ge Fangfei,Li Qing,Zhang Wei,Liu Tianming","Dai HX,Ge FF,Li Q,Zhang W,Liu TM",Dai HX,,University System of Georgia,"Recent studies showed that convolutional neural network (CNN) models possess remarkable capability of differentiating and characterizing fMRI signals from cortical gyri and sulci. In addition, visualization and analysis of the filters in the learned CNN models suggest that sulcal fMRI signals are more diverse and have higher frequency than gyral signals. However, it is not clear whether the gyral fMRI signals can be further divided into sub-populations, e.g., 3-hinge areas vs 2-hinge areas. It is also unclear whether the CNN models of two classes (gyral vs sulcal) classification can be further optimized for three classes (3-hinge gyral vs 2-hinge gyral vs sulcal) classification. To answer these questions, in this paper, we employed the AdaNet framework to design a neural architecture search (NAS) system for optimizing CNN models for three classes fMRI signal classification. The core idea is that AdaNet adaptively learns both the optimal structure of the CNN network and its weights so that the learnt CNN model can effectively extract discriminative features that maximize the classification accuracies of three classes of 3-hinge gyral, 2-hinge gyral and sulcal fMRI signals. We evaluated our framework on the Autism Brain Imaging Data Exchange ( ABIDE) dataset, and experiments showed that our framework can obtained significantly better results, in terms of both classification accuracy and extracted features.","Neural Architecture Search,Auto ML,CNN,3-hinge,2-hinge",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,,,,
3,A NOVEL FRAMEWORK FOR GRADING AUTISM SEVERITY USING TASK-BASED FMRI,,,1404-1407,"Haweel Reem,Dekhil Omar,Shalaby Ahmed,Mahmoud Ali,Ghazal Mohammed,Khalil Ashraf,Keynton Robert,Barnes Gregory,El-Baz Ayman","Haweel R,Dekhil O,Shalaby A,Mahmoud A,Ghazal M,Khalil A,Keynton R,Barnes G,El-Baz A",Haweel R,,University of Louisville,"Autism is a developmental disorder associated with difficulties in communication and social interaction. Currently, the gold standard in autism diagnosis is the autism diagnostic observation schedule (ADOS) interviews that assign a score indicating the level of severity for each individual. However, current researchers investigate developing objective technologies to diagnose autism employing brain image modalities. One of such image modalities is task-based functional MRI which exhibits alterations in functional activity that is believed to be important in explaining autism causative factors. Although autism is defined over a wide spectrum, previous diagnosis approaches only divide subjects into normal or autistic. In this paper, a novel framework for grading the severity level of autistic subjects using task-based fMRI data is presented. A speech experiment is used to obtain local features related to the functional activity of the brain. According to ADOS reports, the adopted dataset of 39 subjects is classified to three groups (13 subjects per group): mild, moderate and severe. Individual analysis with the general linear model (GLM) is used for feature extraction for each 246 brain areas according to the Brainnetome atlas (BNT). Our classification results are obtained by random forest classifier after recursive feature elimination (RFE) with 72% accuracy. Finally, we validate our selected features by applying higher level group analysis to prove how informative they are and to infer the significant statistical differences between groups","Task-based fMRI,ASD,FSL,Machine learning",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,,,,
4,MULTI-CONTRAST MR RECONSTRUCTION WITH ENHANCED DENOISING AUTOENCODER PRIOR LEARNING,,,1432-1436,"Liu Xiangshun,Zhang Minghui,Liu Qiegen,Xiao Taohui,Zheng Hairong,Ying Leslie,Wang Shanshan","Liu XS,Zhang MH,Liu QG,Xiao TH,Zheng HR,Ying LL,Wang SS",Wang SS,,Chinese Academy of Sciences,"This paper proposes an enhanced denoising autoencoder prior (EDAEP) learning framework for accurate multi-contrast MR image reconstruction. A multi-model structure with various noise levels is designed to capture features of different scales from different contrast images. Furthermore, a weighted aggregation strategy is proposed to balance the impact of different model outputs, making the performance of the proposed model more robust and stable while facing noise attacks. The model was trained to handle three different sampling patterns and different acceleration factors on two public datasets. Results demonstrate that our proposed method can improve the quality of reconstructed images and outperform the previous state-of-the-art approaches. The code is available at https://github.com/yqx7150.","Multi-contrast MR reconstruction,Autoencoder prior,deep learning",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,"RESONANCE,IMAGE-RECONSTRUCTION",,,
5,BENCHMARKING DEEP NETS MRI RECONSTRUCTION MODELS ON THE FASTMRI PUBLICLY AVAILABLE DATASET,,,1441-1445,"Ramzi Zaccharie,Ciuciu Philippe,Starck Jean-Luc","Ramzi Z,Ciuciu P,Starck JL",Ramzi Z,,CEA,"The MRI reconstruction field lacked a proper data set that allowed for reproducible results on real raw data (i.e. complex-valued), especially when it comes to deep learning (DL) methods as this kind of approaches require much more data than classical Compressed Sensing (CS) reconstruction. This lack is now filled by the fastMRI data set, and it is needed to evaluate recent DL models on this benchmark. Besides, these networks are written in different frameworks and repositories (if publicly available), it is therefore needed to have a common tool, publicly available, allowing a reproducible benchmark of the different methods and ease of building new models. We provide such a tool that allows the benchmark of different reconstruction deep learning models.","MRI reconstruction,Deep learning,fastMRI",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,NETWORKS,,https://hal.inria.fr/hal-02436223/document,
6,DeepMRS: An End-to-End Deep Neural Network for Dementia Disease Detection using MRS Data,,,1459-1463,"Ben Ahmed Olfa,Fezzani Seifeddine,Guillevin Carole,Fezai Lobna,Naudin Mathieu,Gianelli Benoit,Fernandez-Maloigne Christine","Ben Ahmed O,Fezzani S,Guillevin C,Fezai L,Naudin M,Gianelli B,Fernandez-Maloigne C",Ben Ahmed O,,Universite de Poitiers,"Alzheimer's disease (AD) is the most common form of dementia. Neuroimaging data is an integral part of the clinical assessment providing a way for clinicians to detect brain abnormalities for AD diagnosis. Anatomical MRI has been widely used to assess structural brain atrophy for AD detection and prediction. In addition to structural changes, metabolic changes in some brain regions such as the Posterior Cingulate Cortex (PCC) could be a good bio-marker for an early AD detection. Recently, proton Magnetic Resonance Spectroscopy (1H-MRS) have been proved to be effective to reveal a wealth of brain metabolic information. In this paper, we propose an end-to-end deep leaning Network for early AD and Normal Control (NC) subjects classification using 1H-MRS raw data from the PCC area. This work is the first investigation of 1H-MRS data with deep-learning technique for early AD detection. Data of 135 subjects, collected in Poitiers university hospital, are used to learn the proposed DeepMRS network. Our classification of patients with early AD versus NC subjects achieves an AUC of 94; 74%, a sensitivity of 100% and a specificity of 89; 47% demonstrating a promising early dementia detection performance.","Alzheimer's disease,deep learning,MRS,computer-aided diagnosis",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,"MAGNETIC-RESONANCE-SPECTROSCOPY,MILD,COGNITIVE,IMPAIRMENT,ALZHEIMERS-DISEASE,DIAGNOSIS,IMAGES",,,
7,EFFICIENT DETECTION OF EMVI IN RECTAL CANCER VIA RICHER CONTEXT INFORMATION AND FEATURE FUSION,,,1464-1468,"Li Shuai,Zhang Zhengdong,Lu Yun","Li S,Zhang ZD,Lu Y",Zhang ZD,,Beihang University,"It is vital to automatically detect the Extramural Vascular Invasion (EMVI) in rectal cancer before surgery, which facilitates to guide the patient's treatment planning. Nevertheless, there are few studies about EMVI detection through magnetic resonance imaging (MRI). Moreover, since EMVI has three main characteristics: highly-variable appearances, relatively-small sizes and similar shapes with surrounding tissues, current deep learning based methods can not be directly used. In this paper, we propose a novel and efficient EMVI detection framework, which gives rise to three main contributions. Firstly, we introduce a self-attention module to capture dependencies ranging from local to global. Secondly, we design a parallel atrous convolution (PAC) block and a global pyramid pooling (GPP) module to encode richer context information at multiple scales. Thirdly, we fuse the whole-scene and local-region information together to improve the feature representation ability. Experimental results show that our framework can significantly improve the detection accuracy and outperform other state-of-the-art methods.","Rectal cancer,EMVI detection,Richer Context information,Feature fusion,Deep learning",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,INVASION,,,
8,DEEP LEARNING BASED DETECTION OF ACUTE AORTIC SYNDROME IN CONTRAST CT IMAGES,,,1474-1477,"Yellapragada Manikanta Srikar,Xie Yiting,Graf Benedikt,Richmond David,Krishnan Arun,Sitek Arkadiusz","Yellapragada MS,Xie YT,Graf B,Richmond D,Krishnan A,Sitek A",Yellapragada MS,,New York University,"Acute aortic syndrome (AAS) is a group of life threatening conditions of the aorta. We have developed an end-to-end automatic approach to detect AAS in computed tomography (CT) images. Our approach consists of two steps. At first, we extract N cross sections along the segmented aorta centerline for each CT scan. These cross sections are stacked together to form a new volume which is then classified using two different classifiers, a 3D convolutional neural network (3D CNN) and a multiple instance learning (MIL). We trained, validated, and compared two models on 2291 contrast CT volumes. We tested on a set aside cohort of 230 normal and 50 positive CT volumes. Our models detected AAS with an Area under Receiver Operating Characteristic curve (AUC) of 0.965 and 0.985 using 3DCNN and MIL, respectively.","Acute aortic syndrome,dissection,CT imaging,deep learning,radiology reports",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,DISSECTION,,http://arxiv.org/pdf/2004.01648,
9,SEMI-SUPERVISED MULTI-DOMAIN MULTI-TASK TRAINING FOR METASTATIC COLON LYMPH NODE DIAGNOSIS FROM ABDOMINAL CT,,,1478-1481,"Glaser Saskia,Maicas Gabriel,Bedrikovetski Sergei,Sammour Tank,Carneiro Gustavo","Glaser S,Maicas G,Bedrikovetski S,Sammour T,Carneiro G",Carneiro G,,University of Adelaide,"The diagnosis of the presence of metastatic lymph nodes from abdominal computed tomography (CT) scans is an essential task performed by radiologists to guide radiation and chemotherapy treatment. State-of-the-art deep learning classifiers trained for this task usually rely on a training set containing CT volumes and their respective image-level (i.e., global) annotation. However, the lack of annotations for the localisation of the regions of interest (ROIs) containing lymph nodes can limit classification accuracy due to the small size of the relevant ROIs in this problem. The use of lymph node ROIs together with global annotations in a multi-task training process has the potential to improve classification accuracy, but the high cost involved in obtaining the ROI annotation for the same samples that have global annotations is a roadblock for this alternative. We address this limitation by introducing a new training strategy from two data sets: one containing the global annotations, and another (publicly available) containing only the lymph node ROI localisation. We term our new strategy semi-supervised multi-domain multi-task training, where the goal is to improve the diagnosis accuracy on the globally annotated data set by incorporating the ROI annotations from a different domain. Using a private data set containing global annotations and a public data set containing lymph node ROI localisation, we show that our proposed training mechanism improves the area under the ROC curve for the classification task compared to several training method baselines.","semi-supervised,multi-task,multiple domain,ROI annotations,weak annotations,colon cancer,lymph node diagnosis,abdominal CT",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,,,http://arxiv.org/pdf/1910.10371,
10,COMPUTER AIDED DIAGNOSIS OF CLINICALLY SIGNIFICANT PROSTATE CANCER IN LOW-RISK PATIENTS ON MULTI-PARAMETRIC MR IMAGES USING DEEP LEARNING,,,1482-1485,"Arif Muhammad,Schoots Ivo G.,Castillo Jose M. T.,Roobol Monique J.,Niessen Wiro,Veenland Jifke F.","Arif M,Schoots IG,Castillo TJM,Roobol MJ,Niessen W,Veenland JF",Arif M,,Erasmus University Rotterdam,"The purpose of this study was to develop a quantitative method for detection and segmentation of clinically significant (ISUP grade >= 2) prostate cancer (PCa) in low-risk patient. A consecutive cohort of 356 patients ( active surveillance) was selected and divided in two groups: 1) MRI and targeted-biopsy positive PCa, 2) MRI and standard-biopsy negative PCa. A 3D convolutional neural network was trained in three-fold cross validation with MRI and targeted-biopsy positive patient's data using two mp-MRI sequences (T2-weighted, DWI-b800) and ADC map as input. After training, the model was tested on separate positive and negative patients to evaluate the performance. The model achieved an average area under the curve (AUC) of the receiver operating characteristics is 0.78 (sensitivity = 85%, specificity = 72%). The diagnostic performance of the proposed method in segmenting significant PCa and to conform non-significant PCa in low-risk patients is characterized by a good AUC and negative-predictive-value.","Prostate Cancer,Segmentation,Active Surveillance,Convolutional Neural Network,Multi-parametric MRI",Proceedings Paper,"IEEE, 345 E 47TH ST, NEW YORK, NY 10017 USA","Engineering,Radiology, Nuclear Medicine & Medical Imaging",,,,,,
