,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Overnight airway obstruction severity prediction centered on acoustic properties of smart phone: validation with esophageal pressure,41,10,,"Markandeya Mrunal N.,Abeyratne Udantha R.,Hukins Craig","Markandeya MN,Abeyratne UR,Hukins C",Abeyratne UR,10.1088/1361-6579/abb75f,University of Queensland,"Objective: Obstructive sleep apnea is characterized by a number of airway obstructions. Esophageal pressure manometry (EPM) based estimation of consecutive peak to trough differences (Delta Pes) is the gold standard method to quantify the severity of airway obstructions. However, the procedure is rarely available in sleep laboratories due to invasive nature. There is a clinical need for a simplified, scalable technology that can quantify the severity of airway obstructions. In this paper, we address this and propose a pioneering technology, centered on sleep related respiratory sound (SRS) to predict overnight Delta Pes signal. Approach: We recorded streams of SRS using a bedside iPhone 7 smartphone from subjects undergoing diagnostic polysomnography (PSG) studies and EPM was performed concurrently. Overnight data was divided into epochs of 10 s duration with 50% overlap. Altogether, we extracted 42 181 such epochs from 13 subjects. Acoustic features and features from the two PSG signals serve as an input to train a machine learning algorithm to achieve mapping between non-invasive features and Delta Pes values. A testing dataset of 14 171 epochs from four new subjects was used for validation. Main results: The SRS based model predicted the Delta Pes with a median of absolute error of 6.75 cmH2O (+/- 0.59, r = 0.83(+/- 0.03)). When information from the PSG were combined with the SRS, the model performance became: 6.37cmH2O (+/- 1.02, r = 0.85(+/- 0.04)). Significance: The smart phone based SRS alone, or in combination with routinely collected PSG signals can provide a non-invasive method to predict overnight Delta Pes. The method has the potential to be automated and scaled to provide a low-cost alternative to EPM.","OSA snoring sounds,upper airway obstruction,esophageal pressure signal,airway obstruction severity analysis",Article,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","Biophysics,Engineering,Physiology",,2.866,"APNEA-HYPOPNEA,INDEX,SLEEP-APNEA,ASSOCIATION,RISK",PHYSIOLOGICAL MEASUREMENT,,
2,Can Unified Medical Language System-based semantic representation improve automated identification of patient safety incident reports by type and severity?,27,10,1502-1509,"Wang Ying,Coiera Enrico,Magrabi Farah","Wang Y,Coiera E,Magrabi F",Magrabi F,10.1093/jamia/ocaa082,Macquarie University,"Objective: The study sought to evaluate the feasibility of using Unified Medical Language System (UMLS) semantic features for automated identification of reports about patient safety incidents by type and severity.
Materials and Methods: Binary support vector machine (SVM) classifier ensembles were trained and validated using balanced datasets of critical incident report texts (n_type = 2860, n_severity = 1160) collected from a state-wide reporting system. Generalizability was evaluated on different and independent hospital-level reporting system. Concepts were extracted from report narratives using the UMLS Metathesaurus, and their relevance and frequency were used as semantic features. Performance was evaluated by F-score, Hamming loss, and exact match score and was compared with SVM ensembles using bag-of-words (BOW) features on 3 testing datasets (type/severity: n_benchmark = 286/116, n_original = 444/4837, n_independent =6000/5950).
Results: SVMs using semantic features met or outperformed those based on BOW features to identify 10 different incident types (F-score [semantics/BOW]: benchmark = 82.6%/69.4%; original = 77.9%/68.8%; independent = 78.0%/67.4%) and extreme-risk events (F-score [semantics/BOW]: benchmark = 87.3%/87.3%; original = 25.5%/19.8%; independent = 49.6%/52.7%). For incident type, the exact match score for semantic classifiers was consistently higher than BOW across all test datasets (exact match [semantics/BOW]: benchmark = 48.9%/39.9%; original = 57.9%/44.4%; independent = 59.5%/34.9%). Discussion: BOW representations are not ideal for the automated identification of incident reports because they do not account for text semantics. UMLS semantic representations are likely to better capture information in report narratives, and thus may explain their superior performance.
Conclusions: UMLS-based semantic classifiers were effective in identifying incidents by type and extreme-risk events, providing better generalizability than classifiers using BOW.","UMLS,semantics,patient safety,incident reporting,text classification,natural language processing",Article,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Computer Science,Health Care Sciences & Services,Information Science & Library Science,Medical Informatics",,5.178,"CLASSIFICATION,QUALITY",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7566533,
3,The 2019 National Natural language processing (NLP) Clinical Challenges (n2c2)/Open Health NLP (OHNLP) shared task on clinical concept normalization for clinical records,27,10,1529-1537,"Henry Sam,Wang Yanshan,Shen Feichen,Uzuner Ozlem","Henry S,Wang YS,Shen FC,Uzuner O",Henry S,10.1093/jamia/ocaa106,George Mason University,"Objective: The 2019 National Natural language processing (NLP) Clinical Challenges (n2c2)/Open Health NLP (OHNLP) shared task track 3, focused on medical concept normalization (MCN) in clinical records. This track aimed to assess the state of the art in identifying and matching salient medical concepts to a controlled vocabulary. In this paper, we describe the task, describe the data set used, compare the participating systems, present results, identify the strengths and limitations of the current state of the art, and identify directions for future research.
Materials and Methods: Participating teams were provided with narrative discharge summaries in which text spans corresponding to medical concepts were identified. This paper refers to these text spans as mentions. Teams were tasked with normalizing these mentions to concepts, represented by concept unique identifiers, within the Unified Medical Language System. Submitted systems represented 4 broad categories of approaches: cascading dictionary matching, cosine distance, deep learning, and retrieve-and-rank systems. Disambiguation modules were common across all approaches.
Results: A total of 33 teams participated in the MCN task. The best-performing team achieved an accuracy of 0.8526. The median and mean performances among all teams were 0.7733 and 0.7426, respectively.
Conclusions: Overall performance among the top 10 teams was high. However, several mention types were challenging for all teams. These included mentions requiring disambiguation of misspelled words, acronyms, abbreviations, and mentions with more than 1 possible semantic type. Also challenging were complex mentions of long, multi-word terms that may require new ways of extracting and representing mention meaning, the use of domain knowledge, parse trees, or hand-crafted rules.","natural language processing,clinical narratives,machine learning,concept normalization",Article,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Computer Science,Health Care Sciences & Services,Information Science & Library Science,Medical Informatics",,5.178,"HEART-DISEASE,RISK-FACTORS,TERMINOLOGY,NARRATIVES,DATABASE,CORPUS,SYSTEM",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647359,
4,Clinical concept normalization with a hybrid natural language processing system combining multilevel matching and machine learning ranking,27,10,1576-1584,"Chen Long,Fu Wenbo,Gu Yu,Sun Zhiyong,Li Haodan,Li Enyu,Jiang Li,Gao Yuan,Huang Yang","Chen L,Fu WB,Gu Y,Sun ZY,Li HD,Li EY,Jiang L,Gao Y,Huang Y",Huang Y,10.1093/jamia/ocaa155,"Med Data Quest Inc, 10590 West Ocean Air Dr,Suite 220, San Diego, CA 92130 USA.","Objective: Normalizing clinical mentions to concepts in standardized medical terminologies, in general, is challenging due to the complexity and variety of the terms in narrative medical records. In this article, we introduce our work on a clinical natural language processing (NLP) system to automatically normalize clinical mentions to concept unique identifier in the Unified Medical Language System. This work was part of the 2019 n2c2 (National NLP Clinical Challenges) Shared-Task and Workshop on Clinical Concept Normalization.
Materials and Methods: We developed a hybrid clinical NLP system that combines a generic multilevel matching framework, customizable matching components, and machine learning ranking systems. We explored 2 machine leaning ranking systems based on either ensemble of various similarity features extracted from pretrained encoders or a Siamese attention network, targeting at efficient and fast semantic searching/ranking. Besides, we also evaluated the performance of a general-purpose clinical NLP system based on Unstructured Information Management Architecture.
Results: The systems were evaluated as part of the 2019 n2c2 challenge, and our original best system in the challenge obtained an accuracy of 0.8101, ranked fifth in the challenge. The improved system with newly designed machine learning ranking based on Siamese attention network improved the accuracy to 0.8209.
Conclusions: We demonstrate the successful practice of combining multilevel matching and machine learning ranking for clinical concept normalization. Our results indicate the capability and interpretability of our proposed approach, as well as the limitation, suggesting the opportunities of achieving better performance by combining general clinical NLP systems.","clinical natural language processing,concept normalization,attention,CUI,UMLS",Article,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Computer Science,Health Care Sciences & Services,Information Science & Library Science,Medical Informatics",,5.178,INFORMATION,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647369,
5,Representation of EHR data for predictive modeling: a comparison between UMLS and other terminologies,27,10,1593-1599,"Rasmy Laila,Tiryaki Firat,Zhou Yujia,Xiang Yang,Tao Cui,Xu Hua,Zhi Degui","Rasmy L,Tiryaki F,Zhou YJ,Xiang Y,Tao C,Xu H,Zhi DG",Zhi DG,10.1093/jamia/ocaa180,"UTHlth Sch Biomed Informat, 7000 Fannin St, Houston, TX 77030 USA.","Objective: Predictive disease modeling using electronic health record data is a growing field. Although clinical data in their raw form can be used directly for predictive modeling, it is a common practice to map data to standard terminologies to facilitate data aggregation and reuse. There is, however, a lack of systematic investigation of how different representations could affect the performance of predictive models, especially in the context of machine learning and deep learning.
Materials and Methods: We projected the input diagnoses data in the Cerner HealthFacts database to Unified Medical Language System (UMLS) and 5 other terminologies, including CCS, CCSR, ICD-9, ICD-10, and Phe-WAS, and evaluated the prediction performances of these terminologies on 2 different tasks: the risk prediction of heart failure in diabetes patients and the risk prediction of pancreatic cancer. Two popular models were evaluated: logistic regression and a recurrent neural network.
Results: For logistic regression, using UMLS delivered the optimal area under the receiver operating characteristics (AUROC) results in both dengue hemorrhagic fever (81.15%) and pancreatic cancer (80.53%) tasks. For recurrent neural network, UMLS worked best for pancreatic cancer prediction (AUROC 82.24%), second only (AUROC 85.55%) to PheWAS (AUROC 85.87%) for dengue hemorrhagic fever prediction.
Discussion/Conclusion: In our experiments, terminologies with larger vocabularies and finer-grained representations were associated with better prediction performances. In particular, UMLS is consistently 1 of the bestperforming ones. We believe that our work may help to inform better designs of predictive models, although further investigation is warranted.","UMLS,terminology representation,predictive modeling,electronic health records",Article,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Computer Science,Health Care Sciences & Services,Information Science & Library Science,Medical Informatics",,5.178,,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647355,
6,Mapping scientific landscapes in UMLS research: a scientometric review,27,10,1612-1624,"Kim Meen Chul,Nam Seojin,Wang Fei,Zhu Yongjun","Kim MC,Nam S,Wang F,Zhu YJ",Zhu YJ,10.1093/jamia/ocaa107,Sungkyunkwan University (SKKU),"Objective: The Unified Medical Language System (UMLS) is 1 of the most successful, collaborative efforts of terminology resource development in biomedicine. The present study aims to 1) survey historical footprints, emerging technologies, and the existing challenges in the use of UMLS resources and tools, and 2) present potential future directions.
Materials and Methods: We collected 10 469 bibliographic records published between 1986 and 2019, using a Web of Science database. graph analysis, data visualization, and text mining to analyze domain-level citations, subject categories, keyword co-occurrence and bursts, document co-citation networks, and landmark papers.
Results: The findings show that the development of UMLS resources and tools have been led by interdisciplinary collaboration among medicine, biology, and computer science. Efforts encompassing multiple disciplines, such as medical informatics, biochemical sciences, and genetics, were the driving forces behind the domain's growth. The following topics were found to be the dominant research themes from the early phases to midphases: 1) development and extension of ontologies and 2) enhancing the integrity and accessibility of these resources. Knowledge discovery using machine learning and natural language processing and applications in broader contexts such as drug safety surveillance have recently been receiving increasing attention.
Discussion: Our analysis confirms that while reaching its scientific maturity, UMLS research aims to boundary-span to more variety in the biomedical context. We also made some recommendations for editorship and authorship in the domain.
Conclusion: The present study provides a systematic approach to map the intellectual growth of science, as well as a self-explanatory bibliometric profile of the published UMLS literature. It also suggests potential future directions. Using the findings of this study, the scientific community can better align the studies within the emerging agenda and current challenges.","unified medical language system,science mapping,visual analytics,text mining,content analysis",Review,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Computer Science,Health Care Sciences & Services,Information Science & Library Science,Medical Informatics",,5.178,"MEDICAL,LANGUAGE,SYSTEM,EXTRACTION,SYSTEM,EMERGING,TRENDS,ONTOLOGY,INFORMATICS,PATTERNS,TEXT,TOOL,WEB",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647344,
7,Channel Embedding for Informative Protein Identification from Highly Multiplexed Images.,12265,,3-13,",,,,,,","Magid Salma Abdel,Jang Won-Dong,Schapiro Denis,Wei Donglai,Tompkin James,Sorger Peter K,Pfister Hanspeter",,10.1007/978-3-030-59722-1_1,,"Interest is growing rapidly in using deep learning to classify biomedical images, and interpreting these deep-learned models is necessary for life-critical decisions and scientific discovery. Effective interpretation techniques accelerate biomarker discovery and provide new insights into the etiology, diagnosis, and treatment of disease. Most interpretation techniques aim to discover spatially-salient regions within images, but few techniques consider imagery with multiple channels of information. For instance, highly multiplexed tumor and tissue images have 30-100 channels and require interpretation methods that work across many channels to provide deep molecular insights. We propose a novel channel embedding method that extracts features from each channel. We then use these features to train a classifier for prediction. Using this channel embedding, we apply an interpretation method to rank the most discriminative channels. To validate our approach, we conduct an ablation study on a synthetic dataset. Moreover, we demonstrate that our method aligns with biological findings on highly multiplexed images of breast cancer cells while outperforming baseline pipelines. Code is available at https://sabdelmagid.github.io/miccai2020-project/.",Deep learning; Highly multiplexed imaging; Interpretability,Journal Article,,,,,,,,
8,Adversarial Uni- and Multi-modal Stream Networks for Multimodal Image Registration.,12263,,222-232,",,,,,,","Xu Zhe,Luo Jie,Yan Jiangpeng,Pulya Ritvik,Li Xiu,Wells William 3rd,Jagadeesan Jayender",,10.1007/978-3-030-59716-0_22,,"Deformable image registration between Computed Tomography (CT) images and Magnetic Resonance (MR) imaging is essential for many image-guided therapies. In this paper, we propose a novel translation-based unsupervised deformable image registration method. Distinct from other translation-based methods that attempt to convert the multimodal problem (e.g., CT-to-MR) into a unimodal problem (e.g., MR-to-MR) via image-to-image translation, our method leverages the deformation fields estimated from both: (i) the translated MR image and (ii) the original CT image in a dual-stream fashion, and automatically learns how to fuse them to achieve better registration performance. The multimodal registration network can be effectively trained by computationally efficient similarity metrics without any ground-truth deformation. Our method has been evaluated on two clinical datasets and demonstrates promising results compared to state-of-the-art traditional and learning-based methods.",Generative Adversarial Network; Multimodal Registration; Unsupervised Learning,Journal Article,,,,,,,,
9,Cartilage Segmentation in High-Resolution 3D Micro-CT Images via Uncertainty-Guided Self-training with Very Sparse Annotation.,12261,,802-812,",,,,,,","Zheng Hao,Perrine Susan M Motch,Pitirri M Kathleen,Kawasaki Kazuhiko,Wang Chaoli,Richtsmeier Joan T,Chen Danny Z",,10.1007/978-3-030-59710-8_78,,"Craniofacial syndromes often involve skeletal defects of the head. Studying the development of the chondrocranium (the part of the endoskeleton that protects the brain and other sense organs) is crucial to understanding genotype-phenotype relationships and early detection of skeletal malformation. Our goal is to segment craniofacial cartilages in 3D micro-CT images of embryonic mice stained with phosphotungstic acid. However, due to high image resolution, complex object structures, and low contrast, delineating fine-grained structures in these images is very challenging, even manually. Specifically, only experts can differentiate cartilages, and it is unrealistic to manually label whole volumes for deep learning model training. We propose a new framework to progressively segment cartilages in high-resolution 3D micro-CT images using extremely sparse annotation (e.g., annotating only a few selected slices in a volume). Our model consists of a lightweight fully convolutional network (FCN) to accelerate the training speed and generate pseudo labels (PLs) for unlabeled slices. Meanwhile, we take into account the reliability of PLs using a bootstrap ensemble based uncertainty quantification method. Further, our framework gradually learns from the PLs with the guidance of the uncertainty estimation via self-training. Experiments show that our method achieves high segmentation accuracy compared to prior arts and obtains performance gains by iterative self-training.",Cartilage segmentation; Sparse annotation; Uncertainty,Journal Article,,,,,,,,
10,Interpretation of Brain Morphology in Association to Alzheimer's Disease Dementia Classification Using Graph Convolutional Networks on Triangulated Meshes.,12474,,95-107,",,,,,,,,","Azcona Emanuel,Besson Pierre,Wu Yunan,Punjabi Arjun,Martersteck Adam,Dravid Amil,Parrish Todd B,Bandt S Kathleen,Katsaggelos Aggelos K",,10.1007/978-3-030-61056-2_8,,,Alzheimers disease classification; Graph convolutional networks; neural network interpretability; triangulated meshes,Journal Article,,,,,,,,
